날짜,요일,시간,구장,홈팀,홈팀점수,원정팀,원정팀점수,홈팀승리여부,구분
2023.05.26,금,18:30,잠실야구장,두산,3,SSG,14,True,페넌트레이스
2023.05.27,토,14:00,창원NC파크,NC,0,한화,5,False,페넌트레이스
2023.05.27,토,14:00,대구 삼성 라이온즈 파크,삼성,2,KT,5,False,페넌트레이스
2023.05.27,토,14:00,광주-기아 챔피언스필드,KIA,6,LG,3,True,페넌트레이스
2023.05.27,토,14:00,고척 스카이돔,키움,5,롯데,6,False,페넌트레이스
2023.05.27,토,14:00,잠실야구장,-,두산  -,경기취소,SSG,True,페넌트레이스
2023.05.28,일,14:00,창원NC파크,-,NC  -,경기취소,한화,False,페넌트레이스
2023.05.28,일,14:00,대구 삼성 라이온즈 파크,삼성,6,KT,4,True,페넌트레이스
2023.05.28,일,14:00,광주-기아 챔피언스필드,KIA,1,LG,7,False,페넌트레이스
2023.05.28,일,14:00,고척 스카이돔,키움,7,롯데,5,True,페넌트레이스
2023.05.28,일,14:00,잠실야구장,-,두산  -,경기취소,SSG,True,페넌트레이스
2023.05.30,화,18:30,광주-기아 챔피언스필드,KIA,6,KT,1,True,페넌트레이스
2023.05.30,화,18:30,잠실야구장,LG,3,롯데,1,True,페넌트레이스
2023.05.30,화,18:30,창원NC파크,NC,5,두산,0,True,페넌트레이스
2023.05.30,화,18:30,인천 SSG 랜더스 필드,SSG,3,삼성,2,True,페넌트레이스
2023.05.30,화,18:30,한화생명 이글스 파크,한화,7,키움,1,True,페넌트레이스
2023.05.31,수,18:30,광주-기아 챔피언스필드,KIA,7,KT,1,True,페넌트레이스
2023.05.31,수,18:30,잠실야구장,LG,1,롯데,7,False,페넌트레이스
2023.05.31,수,18:30,창원NC파크,NC,2,두산,3,False,페넌트레이스
2023.05.31,수,18:30,인천 SSG 랜더스 필드,SSG,2,삼성,3,False,페넌트레이스
2023.05.31,수,18:30,한화생명 이글스 파크,한화,3,키움,15,True,페넌트레이스
2023.06.01,목,18:30,광주-기아 챔피언스필드,-,KIA  -,경기취소,KT,False,페넌트레이스
2023.06.01,목,18:30,잠실야구장,LG,6,롯데,1,True,페넌트레이스
2023.06.01,목,18:30,창원NC파크,-,NC  -,경기취소,두산,False,페넌트레이스
2023.06.01,목,18:30,인천 SSG 랜더스 필드,SSG,14,삼성,2,False,페넌트레이스
2023.06.01,목,18:30,한화생명 이글스 파크,한화,7,키움,3,True,페넌트레이스
2023.06.02,금,18:30,사직야구장,롯데,14,KIA,2,False,페넌트레이스
2023.06.02,금,18:30,잠실야구장,LG,2,NC,9,False,페넌트레이스
2023.06.02,금,18:30,수원 케이티위즈 파크,KT,1,두산,10,False,페넌트레이스
2023.06.02,금,18:30,한화생명 이글스 파크,한화,7,삼성,8,False,페넌트레이스
2023.06.02,금,18:30,인천 SSG 랜더스 필드,SSG,3,키움,2,True,페넌트레이스
2023.06.03,토,17:00,사직야구장,롯데,6,KIA,5,True,페넌트레이스
2023.06.03,토,17:00,잠실야구장,LG,3,NC,7,False,페넌트레이스
2023.06.03,토,17:00,수원 케이티위즈 파크,KT,13,두산,3,False,페넌트레이스
2023.06.03,토,17:00,한화생명 이글스 파크,한화,2,삼성,7,False,페넌트레이스
2023.06.03,토,17:00,인천 SSG 랜더스 필드,SSG,2,키움,1,True,페넌트레이스
2023.06.04,일,14:00,사직야구장,롯데,0,KIA,6,False,페넌트레이스
2023.06.04,일,17:00,잠실야구장,LG,1,NC,3,False,페넌트레이스
2023.06.04,일,17:00,수원 케이티위즈 파크,KT,5,두산,2,True,페넌트레이스
2023.06.04,일,17:00,한화생명 이글스 파크,한화,10,삼성,5,False,페넌트레이스
2023.06.04,일,17:00,인천 SSG 랜더스 필드,SSG,3,키움,4,False,페넌트레이스
2023.06.06,화,14:00,잠실야구장,두산,4,한화,1,True,페넌트레이스
2023.06.06,화,14:00,고척 스카이돔,키움,1,LG,9,False,페넌트레이스
2023.06.06,화,14:00,광주-기아 챔피언스필드,KIA,1,SSG,2,False,페넌트레이스
2023.06.06,화,17:00,사직야구장,롯데,1,KT,4,False,페넌트레이스
2023.06.06,화,17:00,대구 삼성 라이온즈 파크,삼성,9,NC,6,True,페넌트레이스
2023.06.07,수,18:30,잠실야구장,두산,6,한화,3,True,페넌트레이스
2023.06.07,수,18:30,사직야구장,롯데,2,KT,3,False,페넌트레이스
2023.06.07,수,18:30,고척 스카이돔,키움,5,LG,5,False,페넌트레이스
2023.06.07,수,18:30,대구 삼성 라이온즈 파크,삼성,0,NC,4,False,페넌트레이스
2023.06.07,수,18:30,광주-기아 챔피언스필드,KIA,8,SSG,9,False,페넌트레이스
2023.06.08,목,18:30,잠실야구장,두산,2,한화,1,True,페넌트레이스
2023.06.08,목,18:30,사직야구장,롯데,6,KT,7,False,페넌트레이스
2023.06.08,목,18:30,고척 스카이돔,키움,13,LG,0,True,페넌트레이스
2023.06.08,목,18:30,대구 삼성 라이온즈 파크,삼성,1,NC,7,False,페넌트레이스
2023.06.08,목,18:30,광주-기아 챔피언스필드,KIA,4,SSG,5,False,페넌트레이스
2023.06.09,금,18:30,잠실야구장,두산,3,KIA,7,False,페넌트레이스
2023.06.09,금,18:30,한화생명 이글스 파크,한화,6,LG,5,True,페넌트레이스
2023.06.09,금,18:30,대구 삼성 라이온즈 파크,삼성,1,롯데,5,False,페넌트레이스
2023.06.09,금,18:30,창원NC파크,NC,5,SSG,2,True,페넌트레이스
2023.06.09,금,18:30,수원 케이티위즈 파크,KT,3,키움,2,True,페넌트레이스
2023.06.10,토,17:00,잠실야구장,두산,3,KIA,6,False,페넌트레이스
2023.06.10,토,17:00,한화생명 이글스 파크,한화,7,LG,0,True,페넌트레이스
2023.06.10,토,17:00,대구 삼성 라이온즈 파크,삼성,9,롯데,7,True,페넌트레이스
2023.06.10,토,17:00,창원NC파크,NC,7,SSG,0,True,페넌트레이스
2023.06.10,토,17:00,수원 케이티위즈 파크,KT,2,키움,5,False,페넌트레이스
2023.06.11,일,17:00,잠실야구장,두산,3,KIA,2,True,페넌트레이스
2023.06.11,일,17:00,한화생명 이글스 파크,한화,7,LG,13,True,페넌트레이스
2023.06.11,일,17:00,대구 삼성 라이온즈 파크,삼성,6,롯데,4,True,페넌트레이스
2023.06.11,일,17:00,창원NC파크,NC,8,SSG,4,True,페넌트레이스
2023.06.11,일,17:00,수원 케이티위즈 파크,KT,5,키움,14,True,페넌트레이스
2023.06.13,화,18:30,사직야구장,롯데,7,한화,5,True,페넌트레이스
2023.06.13,화,18:30,고척 스카이돔,키움,1,KIA,0,True,페넌트레이스
2023.06.13,화,18:30,인천 SSG 랜더스 필드,SSG,8,KT,1,True,페넌트레이스
2023.06.13,화,18:30,창원NC파크,NC,4,두산,11,True,페넌트레이스
2023.06.13,화,18:30,잠실야구장,LG,2,삼성,1,True,페넌트레이스
2023.06.14,수,18:30,사직야구장,롯데,4,한화,8,False,페넌트레이스
2023.06.14,수,18:30,고척 스카이돔,키움,2,KIA,1,True,페넌트레이스
2023.06.14,수,18:30,인천 SSG 랜더스 필드,SSG,4,KT,14,True,페넌트레이스
2023.06.14,수,18:30,창원NC파크,NC,5,두산,4,True,페넌트레이스
2023.06.14,수,18:30,잠실야구장,LG,3,삼성,2,True,페넌트레이스
2023.06.15,목,18:30,사직야구장,롯데,4,한화,5,False,페넌트레이스
2023.06.15,목,18:30,고척 스카이돔,키움,4,KIA,8,False,페넌트레이스
2023.06.15,목,18:30,인천 SSG 랜더스 필드,SSG,3,KT,7,False,페넌트레이스
2023.06.15,목,18:30,창원NC파크,NC,10,두산,3,False,페넌트레이스
2023.06.15,목,18:30,잠실야구장,LG,9,삼성,3,True,페넌트레이스
2023.06.16,금,18:30,인천 SSG 랜더스 필드,SSG,12,롯데,1,True,페넌트레이스
2023.06.16,금,18:30,광주-기아 챔피언스필드,KIA,13,NC,11,True,페넌트레이스
2023.06.16,금,18:30,잠실야구장,LG,7,두산,4,True,페넌트레이스
2023.06.16,금,18:30,수원 케이티위즈 파크,KT,7,삼성,6,True,페넌트레이스
2023.06.16,금,18:30,한화생명 이글스 파크,한화,2,키움,2,False,페넌트레이스
2023.06.17,토,17:00,인천 SSG 랜더스 필드,SSG,8,롯데,5,True,페넌트레이스
2023.06.17,토,17:00,광주-기아 챔피언스필드,KIA,7,NC,10,True,페넌트레이스
2023.06.17,토,17:00,잠실야구장,LG,4,두산,7,False,페넌트레이스
2023.06.17,토,17:00,수원 케이티위즈 파크,KT,6,삼성,5,True,페넌트레이스
2023.06.17,토,17:00,한화생명 이글스 파크,한화,6,키움,9,False,페넌트레이스
2023.06.18,일,17:00,인천 SSG 랜더스 필드,SSG,2,롯데,7,False,페넌트레이스
2023.06.18,일,17:00,광주-기아 챔피언스필드,KIA,7,NC,7,False,페넌트레이스
2023.06.18,일,17:00,잠실야구장,LG,15,두산,3,False,페넌트레이스
2023.06.18,일,17:00,수원 케이티위즈 파크,KT,5,삼성,7,False,페넌트레이스
2023.06.18,일,17:00,한화생명 이글스 파크,한화,5,키움,6,False,페넌트레이스
2023.06.20,화,18:30,한화생명 이글스 파크,한화,4,KIA,6,False,페넌트레이스
2023.06.20,화,18:30,창원NC파크,NC,8,LG,4,True,페넌트레이스
2023.06.20,화,18:30,수원 케이티위즈 파크,KT,5,롯데,2,True,페넌트레이스
2023.06.20,화,18:30,잠실야구장,두산,1,SSG,6,False,페넌트레이스
2023.06.20,화,18:30,대구 삼성 라이온즈 파크,삼성,2,키움,7,False,페넌트레이스
2023.06.21,수,18:30,한화생명 이글스 파크,한화,7,KIA,4,True,페넌트레이스
2023.06.21,수,18:30,창원NC파크,NC,3,LG,9,False,페넌트레이스
2023.06.21,수,18:30,수원 케이티위즈 파크,KT,8,롯데,2,True,페넌트레이스
2023.06.21,수,18:30,잠실야구장,두산,1,SSG,3,False,페넌트레이스
2023.06.21,수,18:30,대구 삼성 라이온즈 파크,삼성,0,키움,2,False,페넌트레이스
2023.06.22,목,18:30,한화생명 이글스 파크,한화,1,KIA,0,True,페넌트레이스
2023.06.22,목,18:30,창원NC파크,NC,3,LG,4,False,페넌트레이스
2023.06.22,목,18:30,수원 케이티위즈 파크,KT,4,롯데,2,True,페넌트레이스
2023.06.22,목,18:30,잠실야구장,두산,3,SSG,5,False,페넌트레이스
2023.06.22,목,18:30,대구 삼성 라이온즈 파크,삼성,1,키움,2,False,페넌트레이스
2023.06.23,금,18:30,창원NC파크,NC,2,한화,6,False,페넌트레이스
2023.06.23,금,18:30,광주-기아 챔피언스필드,KIA,3,KT,10,True,페넌트레이스
2023.06.23,금,18:30,잠실야구장,LG,1,롯데,2,False,페넌트레이스
2023.06.23,금,18:30,고척 스카이돔,키움,1,두산,2,False,페넌트레이스
2023.06.23,금,18:30,인천 SSG 랜더스 필드,SSG,6,삼성,0,True,페넌트레이스
2023.06.24,토,17:00,창원NC파크,NC,1,한화,7,False,페넌트레이스
2023.06.24,토,17:00,광주-기아 챔피언스필드,KIA,4,KT,1,True,페넌트레이스
2023.06.24,토,17:00,잠실야구장,LG,9,롯데,1,True,페넌트레이스
2023.06.24,토,17:00,고척 스카이돔,키움,4,두산,2,True,페넌트레이스
2023.06.24,토,17:00,인천 SSG 랜더스 필드,SSG,13,삼성,10,True,페넌트레이스
2023.06.25,일,14:00,고척 스카이돔,키움,2,두산,17,True,페넌트레이스
2023.06.25,일,17:00,창원NC파크,-,NC  -,경기취소,한화,False,
2023.06.25,일,17:00,광주-기아 챔피언스필드,-,KIA  -,경기취소,KT,False,페넌트레이스
2023.06.25,일,17:00,잠실야구장,LG,7,롯데,3,True,페넌트레이스
2023.06.25,일,17:00,인천 SSG 랜더스 필드,SSG,2,삼성,5,False,페넌트레이스
2023.06.27,화,18:30,한화생명 이글스 파크,한화,4,KT,1,True,페넌트레이스
2023.06.27,화,18:30,인천 SSG 랜더스 필드,SSG,0,LG,14,False,페넌트레이스
2023.06.27,화,18:30,잠실야구장,두산,3,NC,2,True,페넌트레이스
2023.06.27,화,18:30,사직야구장,롯데,5,삼성,3,True,페넌트레이스
2023.06.27,화,18:30,광주-기아 챔피언스필드,KIA,1,키움,8,False,페넌트레이스
2023.06.28,수,18:30,한화생명 이글스 파크,한화,6,KT,4,True,페넌트레이스
2023.06.28,수,18:30,인천 SSG 랜더스 필드,SSG,6,LG,8,False,페넌트레이스
2023.06.28,수,18:30,잠실야구장,두산,1,NC,4,False,페넌트레이스
2023.06.28,수,18:30,사직야구장,롯데,9,삼성,6,True,페넌트레이스
2023.06.28,수,18:30,광주-기아 챔피언스필드,KIA,5,키움,7,False,페넌트레이스
2023.06.29,목,18:30,한화생명 이글스 파크,-,한화  -,경기취소,KT,True,페넌트레이스
2023.06.29,목,18:30,인천 SSG 랜더스 필드,-,SSG  -,경기취소,LG,True,페넌트레이스
2023.06.29,목,18:30,잠실야구장,-,두산  -,경기취소,NC,True,페넌트레이스
2023.06.29,목,18:30,사직야구장,-,롯데  -,경기취소,삼성,False,페넌트레이스
2023.06.29,목,18:30,광주-기아 챔피언스필드,-,KIA  -,경기취소,키움,False,
2023.06.30,금,18:30,대구 삼성 라이온즈 파크,삼성,1,한화,6,False,페넌트레이스
2023.06.30,금,18:30,잠실야구장,LG,5,KIA,4,True,페넌트레이스
2023.06.30,금,18:30,수원 케이티위즈 파크,KT,3,NC,2,True,페넌트레이스
2023.06.30,금,18:30,울산문수야구장,롯데,1,두산,0,True,페넌트레이스
2023.06.30,금,18:30,고척 스카이돔,키움,3,SSG,7,False,페넌트레이스
2023.07.01,토,18:00,대구 삼성 라이온즈 파크,삼성,4,한화,10,True,페넌트레이스
2023.07.01,토,18:00,잠실야구장,LG,3,KIA,5,False,페넌트레이스
2023.07.01,토,18:00,수원 케이티위즈 파크,KT,7,NC,6,True,페넌트레이스
2023.07.01,토,18:00,울산문수야구장,롯데,1,두산,2,False,페넌트레이스
2023.07.01,토,18:00,고척 스카이돔,키움,6,SSG,3,True,페넌트레이스
2023.07.02,일,14:00,고척 스카이돔,키움,5,SSG,9,False,페넌트레이스
2023.07.02,일,17:00,대구 삼성 라이온즈 파크,삼성,2,한화,1,True,페넌트레이스
2023.07.02,일,17:00,잠실야구장,LG,3,KIA,1,True,페넌트레이스
2023.07.02,일,17:00,수원 케이티위즈 파크,KT,5,NC,0,True,페넌트레이스
2023.07.02,일,17:00,울산문수야구장,롯데,2,두산,4,False,페넌트레이스
2023.07.04,화,18:30,인천 SSG 랜더스 필드,-,SSG  -,경기취소,KIA,True,페넌트레이스
2023.07.04,화,18:30,잠실야구장,-,LG  -,경기취소,KT,True,페넌트레이스
2023.07.04,화,18:30,한화생명 이글스 파크,-,한화  -,경기취소,롯데,True,페넌트레이스
2023.07.04,화,18:30,고척 스카이돔,키움,8,NC,4,True,페넌트레이스
2023.07.04,화,18:30,포항야구장,삼성,3,두산,5,False,페넌트레이스
2023.07.05,수,18:30,인천 SSG 랜더스 필드,SSG,3,KIA,17,True,페넌트레이스
2023.07.05,수,18:30,잠실야구장,LG,4,KT,8,False,페넌트레이스
2023.07.05,수,18:30,한화생명 이글스 파크,한화,5,롯데,3,True,페넌트레이스
2023.07.05,수,18:30,고척 스카이돔,키움,2,NC,0,True,페넌트레이스
2023.07.05,수,18:30,포항야구장,삼성,4,두산,7,False,페넌트레이스
2023.07.06,목,18:30,인천 SSG 랜더스 필드,SSG,6,KIA,7,False,페넌트레이스
2023.07.06,목,18:30,잠실야구장,LG,8,KT,7,True,페넌트레이스
2023.07.06,목,18:30,한화생명 이글스 파크,한화,3,롯데,4,False,페넌트레이스
2023.07.06,목,18:30,고척 스카이돔,키움,4,NC,5,False,페넌트레이스
2023.07.06,목,18:30,포항야구장,삼성,1,두산,5,False,페넌트레이스
2023.07.07,금,18:30,수원 케이티위즈 파크,KT,2,KIA,6,False,페넌트레이스
2023.07.07,금,18:30,사직야구장,-,롯데  -,경기취소,LG,True,페넌트레이스
2023.07.07,금,18:30,한화생명 이글스 파크,-,한화  -,경기취소,SSG,True,페넌트레이스
2023.07.07,금,18:30,창원NC파크,-,NC  -,경기취소,삼성,False,페넌트레이스
2023.07.07,금,18:30,잠실야구장,두산,10,키움,0,True,페넌트레이스
2023.07.08,토,18:00,수원 케이티위즈 파크,KT,0,KIA,7,False,페넌트레이스
2023.07.08,토,18:00,사직야구장,롯데,3,LG,12,True,페넌트레이스
2023.07.08,토,18:00,한화생명 이글스 파크,한화,7,SSG,9,False,페넌트레이스
2023.07.08,토,18:00,창원NC파크,NC,0,삼성,8,False,페넌트레이스
2023.07.08,토,18:00,잠실야구장,두산,5,키움,2,True,페넌트레이스
2023.07.09,일,17:00,수원 케이티위즈 파크,KT,1,KIA,5,False,페넌트레이스
2023.07.09,일,17:00,사직야구장,롯데,7,LG,4,True,페넌트레이스
2023.07.09,일,17:00,한화생명 이글스 파크,한화,7,SSG,0,True,페넌트레이스
2023.07.09,일,17:00,창원NC파크,NC,0,삼성,7,False,페넌트레이스
2023.07.09,일,17:00,잠실야구장,두산,9,키움,2,True,페넌트레이스
2023.07.11,화,18:30,잠실야구장,-,LG  -,경기취소,한화,False,페넌트레이스
2023.07.11,화,18:30,고척 스카이돔,키움,2,KT,4,False,페넌트레이스
2023.07.11,화,18:30,창원NC파크,-,NC  -,경기취소,롯데,False,페넌트레이스
2023.07.11,화,18:30,인천 SSG 랜더스 필드,-,SSG  -,경기취소,두산,False,페넌트레이스
2023.07.11,화,18:30,광주-기아 챔피언스필드,-,KIA  -,경기취소,삼성,False,페넌트레이스
2023.07.12,수,18:30,잠실야구장,LG,1,한화,2,False,페넌트레이스
2023.07.12,수,18:30,고척 스카이돔,키움,3,KT,4,False,페넌트레이스
2023.07.12,수,18:30,창원NC파크,NC,11,롯데,2,False,페넌트레이스
2023.07.12,수,18:30,인천 SSG 랜더스 필드,SSG,1,두산,4,False,페넌트레이스
2023.07.12,수,18:30,광주-기아 챔피언스필드,KIA,3,삼성,2,True,페넌트레이스
2023.07.13,목,18:30,잠실야구장,-,LG  -,경기취소,한화,False,페넌트레이스
2023.07.13,목,18:30,고척 스카이돔,키움,0,KT,9,False,페넌트레이스
2023.07.13,목,18:30,창원NC파크,NC,13,롯데,3,False,페넌트레이스
2023.07.13,목,18:30,인천 SSG 랜더스 필드,-,SSG  -,경기취소,두산,False,페넌트레이스
2023.07.13,목,18:30,광주-기아 챔피언스필드,KIA,1,삼성,4,False,페넌트레이스
2023.07.15,토,18:00,사직야구장,나눔,8,드림,4,True,올스타전
2023.07.21,금,18:30,대구 삼성 라이온즈 파크,삼성,2,KT,7,False,페넌트레이스
2023.07.21,금,18:30,한화생명 이글스 파크,한화,3,NC,9,False,페넌트레이스
2023.07.21,금,18:30,광주-기아 챔피언스필드,KIA,2,두산,5,False,페넌트레이스
2023.07.21,금,18:30,잠실야구장,LG,4,SSG,6,False,페넌트레이스
2023.07.21,금,18:30,사직야구장,롯데,2,키움,0,True,페넌트레이스
2023.07.22,토,18:00,대구 삼성 라이온즈 파크,삼성,5,KT,2,True,페넌트레이스
2023.07.22,토,18:00,한화생명 이글스 파크,한화,5,NC,7,False,페넌트레이스
2023.07.22,토,18:00,광주-기아 챔피언스필드,-,KIA  -,경기취소,두산,False,페넌트레이스
2023.07.22,토,18:00,잠실야구장,-,LG  -,경기취소,SSG,False,
2023.07.22,토,18:00,사직야구장,롯데,3,키움,5,False,페넌트레이스
2023.07.23,일,17:00,대구 삼성 라이온즈 파크,삼성,7,KT,8,False,페넌트레이스
2023.07.23,일,17:00,한화생명 이글스 파크,-,한화  -,경기취소,NC,True,페넌트레이스
2023.07.23,일,17:00,광주-기아 챔피언스필드,-,KIA  -,경기취소,두산,False,페넌트레이스
2023.07.23,일,17:00,잠실야구장,-,LG  -,경기취소,SSG,False,페넌트레이스
2023.07.23,일,17:00,사직야구장,롯데,6,키움,7,False,페넌트레이스
2023.07.25,화,18:30,고척 스카이돔,키움,6,한화,16,True,페넌트레이스
2023.07.25,화,18:30,창원NC파크,NC,5,KIA,3,True,페넌트레이스
2023.07.25,화,18:30,수원 케이티위즈 파크,KT,4,LG,1,True,페넌트레이스
2023.07.25,화,18:30,잠실야구장,두산,8,롯데,5,True,페넌트레이스
2023.07.25,화,18:30,대구 삼성 라이온즈 파크,삼성,5,SSG,1,True,페넌트레이스
2023.07.26,수,18:30,고척 스카이돔,키움,4,한화,5,False,페넌트레이스
2023.07.26,수,18:30,창원NC파크,NC,3,KIA,13,True,페넌트레이스
2023.07.26,수,18:30,수원 케이티위즈 파크,KT,4,LG,3,True,페넌트레이스
2023.07.26,수,18:30,잠실야구장,두산,2,롯데,7,False,페넌트레이스
2023.07.26,수,18:30,대구 삼성 라이온즈 파크,삼성,7,SSG,8,False,페넌트레이스
2023.07.27,목,18:30,고척 스카이돔,키움,2,한화,0,True,페넌트레이스
2023.07.27,목,18:30,창원NC파크,NC,4,KIA,0,True,페넌트레이스
2023.07.27,목,18:30,수원 케이티위즈 파크,KT,6,LG,9,False,페넌트레이스
2023.07.27,목,18:30,잠실야구장,두산,1,롯데,9,False,페넌트레이스
2023.07.27,목,18:30,대구 삼성 라이온즈 파크,삼성,6,SSG,5,True,페넌트레이스
2023.07.28,금,18:30,인천 SSG 랜더스 필드,SSG,3,한화,4,False,페넌트레이스
2023.07.28,금,18:30,창원NC파크,NC,2,KT,10,True,페넌트레이스
2023.07.28,금,18:30,잠실야구장,두산,2,LG,9,False,페넌트레이스
2023.07.28,금,18:30,광주-기아 챔피언스필드,KIA,6,롯데,5,True,페넌트레이스
2023.07.28,금,18:30,고척 스카이돔,키움,5,삼성,5,False,페넌트레이스
2023.07.29,토,18:00,인천 SSG 랜더스 필드,SSG,6,한화,3,True,페넌트레이스
2023.07.29,토,18:00,창원NC파크,NC,2,KT,8,False,페넌트레이스
2023.07.29,토,18:00,잠실야구장,두산,6,LG,7,False,페넌트레이스
2023.07.29,토,18:00,광주-기아 챔피언스필드,KIA,4,롯데,1,True,페넌트레이스
2023.07.29,토,18:00,고척 스카이돔,키움,2,삼성,7,False,페넌트레이스
2023.07.30,일,14:00,고척 스카이돔,키움,6,삼성,10,True,페넌트레이스
2023.07.30,일,17:00,인천 SSG 랜더스 필드,SSG,6,한화,1,True,페넌트레이스
2023.07.30,일,17:00,창원NC파크,NC,2,KT,5,False,페넌트레이스
2023.07.30,일,17:00,잠실야구장,두산,0,LG,10,False,페넌트레이스
2023.07.30,일,17:00,광주-기아 챔피언스필드,KIA,6,롯데,3,True,페넌트레이스
2023.08.01,화,18:30,포항야구장,삼성,8,KIA,11,True,페넌트레이스
2023.08.01,화,18:30,사직야구장,롯데,3,NC,6,False,페넌트레이스
2023.08.01,화,18:30,한화생명 이글스 파크,한화,3,두산,8,False,페넌트레이스
2023.08.01,화,18:30,수원 케이티위즈 파크,KT,8,SSG,0,True,페넌트레이스
2023.08.01,화,18:30,잠실야구장,LG,4,키움,2,True,페넌트레이스
2023.08.02,수,18:30,포항야구장,삼성,7,KIA,6,True,페넌트레이스
2023.08.02,수,18:30,사직야구장,롯데,6,NC,3,True,페넌트레이스
2023.08.02,수,18:30,한화생명 이글스 파크,한화,1,두산,4,False,페넌트레이스
2023.08.02,수,18:30,수원 케이티위즈 파크,KT,1,SSG,0,True,페넌트레이스
2023.08.02,수,18:30,잠실야구장,LG,6,키움,3,True,페넌트레이스
2023.08.03,목,18:30,포항야구장,삼성,8,KIA,12,True,페넌트레이스
2023.08.03,목,18:30,사직야구장,롯데,1,NC,8,False,페넌트레이스
2023.08.03,목,18:30,한화생명 이글스 파크,한화,5,두산,2,True,페넌트레이스
2023.08.03,목,18:30,수원 케이티위즈 파크,KT,3,SSG,1,True,페넌트레이스
2023.08.03,목,18:30,잠실야구장,LG,5,키움,4,True,페넌트레이스
2023.08.04,금,18:30,광주-기아 챔피언스필드,KIA,9,한화,3,True,페넌트레이스
2023.08.04,금,18:30,잠실야구장,두산,3,KT,4,False,페넌트레이스
2023.08.04,금,18:30,대구 삼성 라이온즈 파크,삼성,5,LG,4,True,페넌트레이스
2023.08.04,금,18:30,사직야구장,롯데,1,SSG,4,False,페넌트레이스
2023.08.04,금,18:30,창원NC파크,NC,4,키움,2,True,페넌트레이스
2023.08.05,토,18:00,광주-기아 챔피언스필드,KIA,9,한화,3,True,페넌트레이스
2023.08.05,토,18:00,잠실야구장,두산,7,KT,4,True,페넌트레이스
2023.08.05,토,18:00,대구 삼성 라이온즈 파크,삼성,6,LG,3,True,페넌트레이스
2023.08.05,토,18:00,사직야구장,롯데,6,SSG,9,False,페넌트레이스
2023.08.05,토,18:00,창원NC파크,NC,4,키움,3,True,페넌트레이스
2023.08.06,일,17:00,광주-기아 챔피언스필드,KIA,4,한화,4,False,페넌트레이스
2023.08.06,일,17:00,잠실야구장,두산,1,KT,3,False,페넌트레이스
2023.08.06,일,17:00,대구 삼성 라이온즈 파크,삼성,4,LG,7,False,페넌트레이스
2023.08.06,일,17:00,사직야구장,롯데,1,SSG,0,True,페넌트레이스
2023.08.06,일,17:00,창원NC파크,NC,12,키움,7,False,페넌트레이스
2023.08.08,화,18:30,수원 케이티위즈 파크,KT,7,한화,2,True,페넌트레이스
2023.08.08,화,18:30,광주-기아 챔피언스필드,-,KIA  -,경기취소,LG,False,페넌트레이스
2023.08.08,화,18:30,고척 스카이돔,키움,1,롯데,3,False,페넌트레이스
2023.08.08,화,18:30,인천 SSG 랜더스 필드,SSG,0,NC,2,False,페넌트레이스
2023.08.08,화,18:30,잠실야구장,두산,5,삼성,3,True,페넌트레이스
2023.08.09,수,18:30,수원 케이티위즈 파크,KT,12,한화,6,False,페넌트레이스
2023.08.09,수,18:30,광주-기아 챔피언스필드,KIA,2,LG,6,False,페넌트레이스
2023.08.09,수,18:30,고척 스카이돔,키움,10,롯데,8,False,페넌트레이스
2023.08.09,수,18:30,인천 SSG 랜더스 필드,SSG,2,NC,1,True,페넌트레이스
2023.08.09,수,18:30,잠실야구장,두산,4,삼성,6,False,페넌트레이스
2023.08.10,목,18:30,수원 케이티위즈 파크,-,KT  -,경기취소,한화,False,페넌트레이스
2023.08.10,목,18:30,광주-기아 챔피언스필드,-,KIA  -,경기취소,LG,False,페넌트레이스
2023.08.10,목,18:30,고척 스카이돔,키움,8,롯데,12,True,페넌트레이스
2023.08.10,목,18:30,인천 SSG 랜더스 필드,-,SSG  -,경기취소,NC,True,페넌트레이스
2023.08.10,목,18:30,잠실야구장,-,두산  -,경기취소,삼성,False,페넌트레이스
2023.08.11,금,18:30,사직야구장,롯데,7,KIA,1,True,페넌트레이스
2023.08.11,금,18:30,수원 케이티위즈 파크,KT,3,NC,7,False,페넌트레이스
2023.08.11,금,18:30,한화생명 이글스 파크,한화,4,두산,11,True,페넌트레이스
2023.08.11,금,18:30,인천 SSG 랜더스 필드,SSG,4,삼성,5,False,페넌트레이스
2023.08.11,금,18:30,잠실야구장,LG,5,키움,3,True,페넌트레이스
2023.08.12,토,18:00,사직야구장,롯데,5,KIA,13,True,페넌트레이스
2023.08.12,토,18:00,수원 케이티위즈 파크,KT,4,NC,3,True,페넌트레이스
2023.08.12,토,18:00,한화생명 이글스 파크,한화,6,두산,1,True,페넌트레이스
2023.08.12,토,18:00,인천 SSG 랜더스 필드,SSG,3,삼성,2,True,페넌트레이스
2023.08.12,토,18:00,잠실야구장,LG,8,키움,4,True,페넌트레이스
2023.08.13,일,17:00,사직야구장,롯데,6,KIA,1,True,페넌트레이스
2023.08.13,일,17:00,수원 케이티위즈 파크,KT,4,NC,0,True,페넌트레이스
2023.08.13,일,17:00,한화생명 이글스 파크,한화,8,두산,3,True,페넌트레이스
2023.08.13,일,17:00,인천 SSG 랜더스 필드,SSG,4,삼성,0,True,페넌트레이스
2023.08.13,일,17:00,잠실야구장,LG,17,키움,8,False,페넌트레이스
