지역,날짜,사고,사망,부상
강원 강릉시,2024.05.14,2,0,3
강원 강릉시,2024.05.16,2,0,3
강원 강릉시,2024.05.18,2,0,3
강원 강릉시,2024.05.19,1,1,0
강원 강릉시,2024.05.20,2,0,3
강원 강릉시,2024.05.22,2,0,3
강원 강릉시,2024.05.23,2,0,2
강원 강릉시,2024.05.24,3,0,5
강원 강릉시,2024.05.25,3,0,4
강원 강릉시,2024.05.26,1,0,1
강원 강릉시,2024.05.27,1,0,1
강원 강릉시,2024.05.28,2,0,2
강원 강릉시,2024.05.29,4,0,6
강원 강릉시,2024.05.30,1,0,1
강원 강릉시,2024.05.31,1,0,1
강원 강릉시,2024.06.01,1,0,1
강원 강릉시,2024.06.02,2,0,2
강원 강릉시,2024.06.03,7,0,9
강원 강릉시,2024.06.04,2,0,4
강원 강릉시,2024.06.05,1,0,4
강원 강릉시,2024.06.06,2,0,2
강원 강릉시,2024.06.07,1,0,3
강원 강릉시,2024.06.08,1,0,2
강원 강릉시,2024.06.09,1,0,2
강원 강릉시,2024.06.11,2,0,4
강원 강릉시,2024.06.12,3,0,5
강원 강릉시,2024.06.13,2,0,2
강원 강릉시,2024.06.15,1,0,49
강원 강릉시,2024.06.16,2,0,2
강원 강릉시,2024.06.17,3,0,5
강원 강릉시,2024.06.18,1,0,1
강원 강릉시,2024.06.19,3,0,5
강원 강릉시,2024.06.20,4,0,4
강원 강릉시,2024.06.21,1,0,1
강원 강릉시,2024.06.22,2,0,7
강원 강릉시,2024.06.23,2,0,3
강원 강릉시,2024.06.24,3,1,2
강원 강릉시,2024.06.25,4,0,4
강원 강릉시,2024.06.26,3,0,7
강원 강릉시,2024.06.27,2,0,2
강원 강릉시,2024.06.28,5,0,6
강원 강릉시,2024.07.01,2,0,2
강원 강릉시,2024.07.02,1,0,1
강원 강릉시,2024.07.04,2,0,2
강원 강릉시,2024.07.05,3,1,4
강원 강릉시,2024.07.06,1,0,2
강원 강릉시,2024.07.07,3,0,7
강원 강릉시,2024.07.09,3,0,7
강원 강릉시,2024.07.11,4,0,7
강원 강릉시,2024.07.12,1,0,1
강원 강릉시,2024.07.13,2,0,3
강원 강릉시,2024.07.14,1,0,1
강원 강릉시,2024.07.15,5,0,5
강원 강릉시,2024.07.17,1,0,1
강원 강릉시,2024.07.18,2,0,5
강원 강릉시,2024.07.20,1,0,1
강원 강릉시,2024.07.22,3,0,7
강원 강릉시,2024.07.23,3,0,3
강원 강릉시,2024.07.24,4,0,4
강원 강릉시,2024.07.25,1,0,1
강원 강릉시,2024.07.27,2,0,4
강원 강릉시,2024.07.28,2,0,5
강원 강릉시,2024.07.29,2,0,2
강원 강릉시,2024.07.30,1,0,1
강원 강릉시,2024.07.31,1,0,2
강원 강릉시,2024.08.01,1,0,1
강원 강릉시,2024.08.02,1,0,2
강원 강릉시,2024.08.03,3,0,4
강원 강릉시,2024.08.04,1,0,1
강원 강릉시,2024.08.05,2,0,2
강원 강릉시,2024.08.06,4,0,5
강원 강릉시,2024.08.07,2,0,2
강원 강릉시,2024.08.08,2,0,2
강원 강릉시,2024.08.09,1,0,1
강원 강릉시,2024.08.10,2,0,7
강원 강릉시,2024.08.12,1,0,1
강원 강릉시,2024.08.13,3,1,2
강원 강릉시,2024.08.14,2,0,2
강원 강릉시,2024.08.15,3,0,4
강원 강릉시,2024.08.16,4,1,8
강원 강릉시,2024.08.17,1,0,3
강원 강릉시,2024.08.18,1,0,2
강원 강릉시,2024.08.19,3,0,3
강원 강릉시,2024.08.20,2,0,2
강원 강릉시,2024.08.21,1,0,1
강원 강릉시,2024.08.22,2,0,2
강원 강릉시,2024.08.23,4,0,7
강원 강릉시,2024.08.24,1,0,1
강원 강릉시,2024.08.25,1,0,1
강원 강릉시,2024.08.26,2,0,3
강원 강릉시,2024.08.27,4,0,4
강원 강릉시,2024.08.28,1,0,3
강원 강릉시,2024.08.29,5,0,9
강원 강릉시,2024.08.31,2,0,6
강원 강릉시,2024.09.01,2,0,2
강원 강릉시,2024.09.02,1,0,1
강원 강릉시,2024.09.03,4,2,8
강원 강릉시,2024.09.04,2,0,4
강원 강릉시,2024.09.06,1,0,1
강원 강릉시,2024.09.08,3,0,5
강원 강릉시,2024.09.10,3,0,4
강원 강릉시,2024.09.13,2,0,5
강원 강릉시,2024.09.14,1,0,1
강원 강릉시,2024.09.15,3,0,13
강원 강릉시,2024.09.16,1,0,1
강원 강릉시,2024.09.17,2,0,5
강원 강릉시,2024.09.19,3,0,4
강원 강릉시,2024.09.20,2,0,2
강원 강릉시,2024.09.21,1,0,1
강원 강릉시,2024.09.22,3,0,4
강원 강릉시,2024.09.23,2,0,3
강원 강릉시,2024.09.24,1,0,1
강원 강릉시,2024.09.25,1,0,2
강원 강릉시,2024.09.26,3,0,3
강원 강릉시,2024.09.27,1,0,1
강원 강릉시,2024.09.28,2,0,5
강원 강릉시,2024.09.29,3,0,3
강원 강릉시,2024.09.30,1,0,1
강원 강릉시,2024.10.01,1,0,1
강원 강릉시,2024.10.02,1,0,1
강원 강릉시,2024.10.03,2,0,4
강원 강릉시,2024.10.04,2,0,2
강원 강릉시,2024.10.05,2,0,3
강원 강릉시,2024.10.06,2,0,2
강원 강릉시,2024.10.07,4,0,4
강원 강릉시,2024.10.08,2,0,2
강원 강릉시,2024.10.09,1,0,1
강원 강릉시,2024.10.11,2,0,5
강원 강릉시,2024.10.12,2,0,4
강원 강릉시,2024.10.13,3,0,4
강원 강릉시,2024.10.14,1,0,1
강원 강릉시,2024.10.15,4,0,5
강원 강릉시,2024.10.16,3,0,4
강원 강릉시,2024.10.17,1,0,1
강원 강릉시,2024.10.18,1,0,2
강원 강릉시,2024.10.19,2,0,3
강원 강릉시,2024.10.20,2,0,2
강원 강릉시,2024.10.21,2,0,3
강원 강릉시,2024.10.22,3,0,4
강원 강릉시,2024.10.23,3,0,4
강원 강릉시,2024.10.24,2,0,2
강원 강릉시,2024.10.25,5,0,7
강원 강릉시,2024.10.26,2,0,3
강원 강릉시,2024.10.27,2,0,2
강원 강릉시,2024.10.28,3,0,3
강원 강릉시,2024.10.29,4,0,6
강원 강릉시,2024.10.31,1,0,1
강원 강릉시,2024.11.01,1,0,1
강원 강릉시,2024.11.02,2,0,6
강원 강릉시,2024.11.03,1,0,3
강원 강릉시,2024.11.05,3,0,3
강원 강릉시,2024.11.06,2,0,2
강원 강릉시,2024.11.07,1,0,1
강원 강릉시,2024.11.08,2,0,3
강원 강릉시,2024.11.09,2,0,3
강원 강릉시,2024.11.10,3,0,4
강원 강릉시,2024.11.11,5,1,4
강원 강릉시,2024.11.13,1,0,1
강원 강릉시,2024.11.14,2,0,4
강원 강릉시,2024.11.15,1,0,1
강원 강릉시,2024.11.16,2,0,4
강원 강릉시,2024.11.17,3,0,6
강원 강릉시,2024.11.18,2,0,2
강원 강릉시,2024.11.19,2,0,2
강원 강릉시,2024.11.20,1,0,2
강원 강릉시,2024.11.21,3,0,4
강원 강릉시,2024.11.22,2,0,2
강원 강릉시,2024.11.23,4,0,5
강원 강릉시,2024.11.24,2,0,3
강원 강릉시,2024.11.28,1,0,1
강원 강릉시,2024.11.29,1,0,1
강원 강릉시,2024.11.30,3,0,3
강원 강릉시,2024.12.02,4,0,5
강원 강릉시,2024.12.04,5,0,7
강원 강릉시,2024.12.06,1,0,2
강원 강릉시,2024.12.07,3,0,3
강원 강릉시,2024.12.09,1,0,1
강원 강릉시,2024.12.10,2,0,2
강원 강릉시,2024.12.11,1,0,1
강원 강릉시,2024.12.12,4,0,5
강원 강릉시,2024.12.15,2,0,2
강원 강릉시,2024.12.17,2,0,2
강원 강릉시,2024.12.18,1,0,1
강원 강릉시,2024.12.20,1,0,1
강원 강릉시,2024.12.21,1,0,2
강원 강릉시,2024.12.23,2,0,3
강원 강릉시,2024.12.24,1,0,3
강원 강릉시,2024.12.25,1,0,1
강원 강릉시,2024.12.27,2,0,6
강원 강릉시,2024.12.28,3,0,4
강원 강릉시,2024.12.31,4,0,6
강원 원주시,2024.01.01,3,0,5
강원 원주시,2024.01.02,3,0,4
강원 원주시,2024.01.03,3,0,3
강원 원주시,2024.01.04,3,0,5
강원 원주시,2024.01.05,2,0,3
강원 원주시,2024.01.06,4,0,6
강원 원주시,2024.01.07,2,0,3
강원 원주시,2024.01.09,5,0,5
강원 원주시,2024.01.10,6,0,9
강원 원주시,2024.01.11,6,0,10
강원 원주시,2024.01.12,4,0,6
강원 원주시,2024.01.13,1,0,1
강원 원주시,2024.01.15,2,0,3
강원 원주시,2024.01.16,4,1,6
강원 원주시,2024.01.17,1,0,2
강원 원주시,2024.01.18,2,0,7
강원 원주시,2024.01.19,2,0,5
강원 원주시,2024.01.20,4,0,4
강원 원주시,2024.01.21,1,0,1
강원 원주시,2024.01.22,5,1,5
강원 원주시,2024.01.23,3,0,3
강원 원주시,2024.01.24,1,0,1
강원 원주시,2024.01.25,3,0,5
강원 원주시,2024.01.26,9,0,15
강원 원주시,2024.01.27,6,0,37
강원 원주시,2024.01.28,1,0,2
강원 원주시,2024.01.29,6,0,9
강원 원주시,2024.01.30,4,0,4
강원 원주시,2024.01.31,2,0,2
강원 원주시,2024.02.01,6,0,12
강원 원주시,2024.02.02,6,0,9
강원 원주시,2024.02.03,5,1,5
강원 원주시,2024.02.04,4,0,4
강원 원주시,2024.02.05,2,0,4
강원 원주시,2024.02.06,5,0,7
강원 원주시,2024.02.07,3,0,3
강원 원주시,2024.02.08,7,0,11
강원 원주시,2024.02.10,1,0,4
강원 원주시,2024.02.11,2,0,5
강원 원주시,2024.02.12,2,0,3
강원 원주시,2024.02.13,2,0,2
강원 원주시,2024.02.15,3,0,3
강원 원주시,2024.02.16,5,0,8
강원 원주시,2024.02.17,6,0,7
강원 원주시,2024.02.18,1,0,1
강원 원주시,2024.02.19,4,0,5
강원 원주시,2024.02.20,5,0,8
강원 원주시,2024.02.21,1,0,1
강원 원주시,2024.02.22,2,0,2
강원 원주시,2024.02.23,3,0,3
강원 원주시,2024.02.24,4,0,8
강원 원주시,2024.02.25,2,0,3
강원 원주시,2024.02.26,6,0,8
강원 원주시,2024.02.27,2,0,2
강원 원주시,2024.02.28,1,0,1
강원 원주시,2024.02.29,2,0,3
강원 원주시,2024.03.01,2,0,5
강원 원주시,2024.03.02,1,0,3
강원 원주시,2024.03.03,4,0,8
강원 원주시,2024.03.04,4,1,3
강원 원주시,2024.03.05,3,0,4
강원 원주시,2024.03.06,4,0,5
강원 원주시,2024.03.07,3,0,4
강원 원주시,2024.03.08,2,0,3
강원 원주시,2024.03.09,4,0,5
강원 원주시,2024.03.10,5,0,7
강원 원주시,2024.03.11,2,0,2
강원 원주시,2024.03.12,3,0,5
강원 원주시,2024.03.13,2,0,4
강원 원주시,2024.03.14,3,0,3
강원 원주시,2024.03.15,2,0,2
강원 원주시,2024.03.16,5,1,5
강원 원주시,2024.03.17,2,0,3
강원 원주시,2024.03.18,3,0,3
강원 원주시,2024.03.19,1,0,1
강원 원주시,2024.03.20,3,0,3
강원 원주시,2024.03.21,7,0,7
강원 원주시,2024.03.22,5,0,6
강원 원주시,2024.03.23,3,0,4
강원 원주시,2024.03.24,3,0,3
강원 원주시,2024.03.26,1,0,2
강원 원주시,2024.03.27,3,0,3
강원 원주시,2024.03.28,1,0,3
강원 원주시,2024.03.29,3,1,2
강원 원주시,2024.03.30,2,0,2
강원 원주시,2024.03.31,4,0,4
강원 원주시,2024.04.01,4,0,5
강원 원주시,2024.04.02,6,0,10
강원 원주시,2024.04.03,5,0,6
강원 원주시,2024.04.04,2,0,2
강원 원주시,2024.04.05,6,0,8
강원 원주시,2024.04.06,2,0,2
강원 원주시,2024.04.07,3,0,6
강원 원주시,2024.04.08,4,0,5
강원 원주시,2024.04.09,5,0,9
강원 원주시,2024.04.10,1,0,1
강원 원주시,2024.04.11,6,0,8
강원 원주시,2024.04.12,3,0,5
강원 원주시,2024.04.13,2,0,3
강원 원주시,2024.04.15,2,0,3
강원 원주시,2024.04.16,2,0,4
강원 원주시,2024.04.17,3,0,3
강원 원주시,2024.04.18,6,0,6
강원 원주시,2024.04.19,3,0,5
강원 원주시,2024.04.20,7,0,10
강원 원주시,2024.04.21,3,0,6
강원 원주시,2024.04.22,2,0,2
강원 원주시,2024.04.24,1,0,1
강원 원주시,2024.04.25,4,0,8
강원 원주시,2024.04.26,6,0,7
강원 원주시,2024.04.27,4,0,4
강원 원주시,2024.04.28,3,0,6
강원 원주시,2024.04.29,9,0,10
강원 원주시,2024.04.30,7,0,8
강원 원주시,2024.05.01,5,0,5
강원 원주시,2024.05.02,7,0,8
강원 원주시,2024.05.03,2,0,3
강원 원주시,2024.05.04,6,0,12
강원 원주시,2024.05.05,1,0,2
강원 원주시,2024.05.06,1,0,1
강원 원주시,2024.05.07,2,0,2
강원 원주시,2024.05.09,7,0,11
강원 원주시,2024.05.10,1,0,4
강원 원주시,2024.05.11,1,0,1
강원 원주시,2024.05.12,2,0,4
강원 원주시,2024.05.13,3,0,3
강원 원주시,2024.05.14,4,0,5
강원 원주시,2024.05.15,2,0,3
강원 원주시,2024.05.16,10,0,13
강원 원주시,2024.05.17,5,0,6
강원 원주시,2024.05.18,1,0,1
강원 원주시,2024.05.19,1,0,1
강원 원주시,2024.05.20,1,0,1
강원 원주시,2024.05.21,3,0,4
강원 원주시,2024.05.22,2,0,2
강원 원주시,2024.05.23,2,0,5
강원 원주시,2024.05.24,5,0,11
강원 원주시,2024.05.25,2,0,3
강원 원주시,2024.05.26,10,0,13
강원 원주시,2024.05.27,2,0,2
강원 원주시,2024.05.28,3,0,4
강원 원주시,2024.05.29,1,0,1
강원 원주시,2024.05.30,4,0,6
강원 원주시,2024.05.31,5,0,6
강원 원주시,2024.06.01,1,0,3
강원 원주시,2024.06.02,2,0,3
강원 원주시,2024.06.03,6,0,8
강원 원주시,2024.06.04,3,0,4
강원 원주시,2024.06.05,2,0,5
강원 원주시,2024.06.06,4,0,7
강원 원주시,2024.06.07,3,0,5
강원 원주시,2024.06.08,1,0,1
강원 원주시,2024.06.09,2,0,8
강원 원주시,2024.06.10,3,0,7
강원 원주시,2024.06.11,2,0,3
강원 원주시,2024.06.12,2,0,2
강원 원주시,2024.06.13,4,0,8
강원 원주시,2024.06.14,6,0,7
강원 원주시,2024.06.15,5,0,7
강원 원주시,2024.06.16,3,0,5
강원 원주시,2024.06.17,3,0,3
강원 원주시,2024.06.18,4,0,4
강원 원주시,2024.06.19,3,0,3
강원 원주시,2024.06.20,3,0,4
강원 원주시,2024.06.21,5,1,9
강원 원주시,2024.06.22,4,0,6
강원 원주시,2024.06.23,1,0,1
강원 원주시,2024.06.24,6,0,11
강원 원주시,2024.06.25,3,0,3
강원 원주시,2024.06.26,4,0,7
강원 원주시,2024.06.27,5,0,5
강원 원주시,2024.06.28,4,0,7
강원 원주시,2024.06.29,7,0,20
강원 원주시,2024.06.30,3,0,4
강원 원주시,2024.07.01,2,0,5
강원 원주시,2024.07.02,3,0,6
강원 원주시,2024.07.03,1,0,1
강원 원주시,2024.07.04,2,0,3
강원 원주시,2024.07.05,4,1,3
강원 원주시,2024.07.06,3,0,6
강원 원주시,2024.07.07,3,0,4
강원 원주시,2024.07.08,4,0,5
강원 원주시,2024.07.09,4,0,6
강원 원주시,2024.07.10,5,0,7
강원 원주시,2024.07.11,3,0,4
강원 원주시,2024.07.12,6,0,6
강원 원주시,2024.07.13,4,0,7
강원 원주시,2024.07.14,3,0,3
강원 원주시,2024.07.15,6,0,9
강원 원주시,2024.07.16,6,1,6
강원 원주시,2024.07.17,1,0,1
강원 원주시,2024.07.18,3,0,3
강원 원주시,2024.07.19,6,0,10
강원 원주시,2024.07.20,4,0,8
강원 원주시,2024.07.21,2,0,2
강원 원주시,2024.07.22,1,0,1
강원 원주시,2024.07.23,4,0,5
강원 원주시,2024.07.24,4,0,7
강원 원주시,2024.07.25,5,0,13
강원 원주시,2024.07.26,4,0,7
강원 원주시,2024.07.28,5,0,8
강원 원주시,2024.07.29,2,0,3
강원 원주시,2024.07.30,2,0,3
강원 원주시,2024.07.31,7,1,19
강원 원주시,2024.08.01,2,0,3
강원 원주시,2024.08.02,5,0,5
강원 원주시,2024.08.03,2,0,4
강원 원주시,2024.08.04,4,0,6
강원 원주시,2024.08.05,4,0,5
강원 원주시,2024.08.06,4,0,8
강원 원주시,2024.08.07,7,0,11
강원 원주시,2024.08.08,9,1,10
강원 원주시,2024.08.09,5,0,7
강원 원주시,2024.08.10,5,0,6
강원 원주시,2024.08.11,3,0,9
강원 원주시,2024.08.13,2,0,7
강원 원주시,2024.08.14,3,0,4
강원 원주시,2024.08.15,2,0,4
강원 원주시,2024.08.16,6,0,12
강원 원주시,2024.08.17,6,0,14
강원 원주시,2024.08.18,1,0,1
강원 원주시,2024.08.19,4,0,7
강원 원주시,2024.08.20,8,0,9
강원 원주시,2024.08.21,3,0,8
강원 원주시,2024.08.22,6,1,7
강원 원주시,2024.08.23,5,0,10
강원 원주시,2024.08.24,6,0,7
강원 원주시,2024.08.25,10,0,17
강원 원주시,2024.08.26,2,0,3
강원 원주시,2024.08.27,5,0,6
강원 원주시,2024.08.28,7,0,13
강원 원주시,2024.08.29,7,0,10
강원 원주시,2024.08.30,6,0,8
강원 원주시,2024.08.31,2,0,2
강원 원주시,2024.09.01,2,0,2
강원 원주시,2024.09.02,4,0,4
강원 원주시,2024.09.03,3,1,3
강원 원주시,2024.09.04,4,0,4
강원 원주시,2024.09.05,7,0,8
강원 원주시,2024.09.06,4,0,6
강원 원주시,2024.09.07,5,0,10
강원 원주시,2024.09.08,5,0,13
강원 원주시,2024.09.09,1,0,1
강원 원주시,2024.09.10,6,0,8
강원 원주시,2024.09.11,3,0,3
강원 원주시,2024.09.12,2,0,2
강원 원주시,2024.09.13,12,0,19
강원 원주시,2024.09.14,6,0,13
강원 원주시,2024.09.15,3,0,3
강원 원주시,2024.09.17,4,0,8
강원 원주시,2024.09.18,5,0,7
강원 원주시,2024.09.19,2,0,2
강원 원주시,2024.09.20,5,0,8
강원 원주시,2024.09.21,3,0,7
강원 원주시,2024.09.22,2,0,2
강원 원주시,2024.09.23,1,0,1
강원 원주시,2024.09.24,6,0,9
강원 원주시,2024.09.25,2,0,2
강원 원주시,2024.09.26,8,0,11
강원 원주시,2024.09.27,7,0,11
강원 원주시,2024.09.28,3,0,5
강원 원주시,2024.09.29,4,0,5
강원 원주시,2024.09.30,7,0,19
강원 원주시,2024.10.01,2,0,3
강원 원주시,2024.10.02,5,1,9
강원 원주시,2024.10.03,1,0,1
강원 원주시,2024.10.04,5,0,5
강원 원주시,2024.10.05,2,0,2
강원 원주시,2024.10.06,1,0,1
강원 원주시,2024.10.07,5,0,5
강원 원주시,2024.10.08,7,0,9
강원 원주시,2024.10.09,2,0,2
강원 원주시,2024.10.10,1,0,2
강원 원주시,2024.10.11,5,0,6
강원 원주시,2024.10.12,3,0,10
강원 원주시,2024.10.13,4,0,5
강원 원주시,2024.10.14,4,0,6
강원 원주시,2024.10.15,8,0,11
강원 원주시,2024.10.16,2,0,2
강원 원주시,2024.10.17,5,0,6
강원 원주시,2024.10.18,4,0,6
강원 원주시,2024.10.19,1,0,1
강원 원주시,2024.10.20,3,0,4
강원 원주시,2024.10.21,5,0,25
강원 원주시,2024.10.22,4,0,7
강원 원주시,2024.10.23,3,0,4
강원 원주시,2024.10.24,4,0,4
강원 원주시,2024.10.25,5,0,13
강원 원주시,2024.10.26,4,0,5
강원 원주시,2024.10.27,4,0,5
강원 원주시,2024.10.28,5,0,7
강원 원주시,2024.10.29,5,0,6
강원 원주시,2024.10.30,8,0,15
강원 원주시,2024.10.31,8,0,15
강원 원주시,2024.11.01,5,0,5
강원 원주시,2024.11.02,4,0,5
강원 원주시,2024.11.03,3,0,5
강원 원주시,2024.11.04,7,0,9
강원 원주시,2024.11.05,4,0,6
강원 원주시,2024.11.06,4,0,4
강원 원주시,2024.11.07,6,0,11
강원 원주시,2024.11.08,6,1,7
강원 원주시,2024.11.09,8,0,15
강원 원주시,2024.11.10,7,0,16
강원 원주시,2024.11.11,4,0,4
강원 원주시,2024.11.12,6,0,6
강원 원주시,2024.11.13,7,0,10
강원 원주시,2024.11.14,4,0,4
강원 원주시,2024.11.15,4,0,6
강원 원주시,2024.11.16,6,0,16
강원 원주시,2024.11.17,2,0,2
강원 원주시,2024.11.18,4,0,6
강원 원주시,2024.11.19,1,0,1
강원 원주시,2024.11.20,3,0,3
강원 원주시,2024.11.21,1,0,1
강원 원주시,2024.11.22,5,0,5
강원 원주시,2024.11.23,3,0,4
강원 원주시,2024.11.24,3,0,3
강원 원주시,2024.11.25,5,0,10
강원 원주시,2024.11.26,2,0,2
강원 원주시,2024.11.27,2,0,2
강원 원주시,2024.11.28,2,0,3
강원 원주시,2024.11.29,4,0,6
강원 원주시,2024.11.30,5,0,6
강원 원주시,2024.12.01,2,0,3
강원 원주시,2024.12.02,3,0,5
강원 원주시,2024.12.03,6,0,8
강원 원주시,2024.12.04,3,0,5
강원 원주시,2024.12.05,3,0,6
강원 원주시,2024.12.06,10,0,19
강원 원주시,2024.12.07,3,0,3
강원 원주시,2024.12.08,1,0,1
강원 원주시,2024.12.09,7,0,9
강원 원주시,2024.12.10,2,0,5
강원 원주시,2024.12.11,5,0,8
강원 원주시,2024.12.12,2,0,2
강원 원주시,2024.12.13,6,0,7
강원 원주시,2024.12.14,2,0,3
강원 원주시,2024.12.15,3,0,3
강원 원주시,2024.12.16,2,0,3
강원 원주시,2024.12.17,8,0,8
강원 원주시,2024.12.18,4,0,4
강원 원주시,2024.12.19,7,0,12
강원 원주시,2024.12.20,3,0,3
강원 원주시,2024.12.21,2,0,7
강원 원주시,2024.12.22,5,0,9
강원 원주시,2024.12.23,4,0,5
강원 원주시,2024.12.24,5,0,12
강원 원주시,2024.12.25,4,0,6
강원 원주시,2024.12.26,3,0,4
강원 원주시,2024.12.27,2,0,2
강원 원주시,2024.12.28,3,0,5
강원 원주시,2024.12.29,1,0,2
강원 원주시,2024.12.30,2,0,3
강원 원주시,2024.12.31,8,0,13
강원 춘천시,2024.01.02,2,0,2
강원 춘천시,2024.01.04,3,0,3
강원 춘천시,2024.01.05,2,0,3
강원 춘천시,2024.01.06,1,0,1
강원 춘천시,2024.01.08,1,0,1
강원 춘천시,2024.01.09,2,0,3
강원 춘천시,2024.01.10,6,0,11
강원 춘천시,2024.01.11,1,0,1
강원 춘천시,2024.01.12,4,0,5
강원 춘천시,2024.01.13,2,0,3
강원 춘천시,2024.01.14,2,0,2
강원 춘천시,2024.01.15,3,0,3
강원 춘천시,2024.01.16,1,0,1
강원 춘천시,2024.01.17,4,0,6
강원 춘천시,2024.01.18,6,0,8
강원 춘천시,2024.01.19,2,0,2
강원 춘천시,2024.01.20,4,0,5
강원 춘천시,2024.01.21,3,0,4
강원 춘천시,2024.01.22,5,0,10
강원 춘천시,2024.01.23,3,0,3
강원 춘천시,2024.01.24,2,0,3
강원 춘천시,2024.01.25,3,1,9
강원 춘천시,2024.01.26,6,0,12
강원 춘천시,2024.01.27,2,0,2
