지역,날짜,사고,사망,부상
광주 서구,2024.01.03,6,0,9
광주 서구,2024.01.04,3,0,4
광주 서구,2024.01.05,1,0,3
광주 서구,2024.01.06,6,0,10
광주 서구,2024.01.07,1,0,2
광주 서구,2024.01.08,10,0,16
광주 서구,2024.01.09,5,0,11
광주 서구,2024.01.10,3,0,4
광주 서구,2024.01.11,4,0,8
광주 서구,2024.01.12,3,0,8
광주 서구,2024.01.13,6,0,14
광주 서구,2024.01.14,4,0,7
광주 서구,2024.01.15,3,0,4
광주 서구,2024.01.16,4,0,4
광주 서구,2024.01.17,2,0,4
광주 서구,2024.01.18,5,0,10
광주 서구,2024.01.19,4,0,6
광주 서구,2024.01.20,3,0,11
광주 서구,2024.01.21,5,0,11
광주 서구,2024.01.22,6,0,10
광주 서구,2024.01.23,4,0,8
광주 서구,2024.01.24,5,0,7
광주 서구,2024.01.25,2,0,11
광주 서구,2024.01.26,7,0,8
광주 서구,2024.01.27,6,0,10
광주 서구,2024.01.28,4,0,4
광주 서구,2024.01.29,5,0,10
광주 서구,2024.01.30,6,0,7
광주 서구,2024.01.31,9,0,13
광주 서구,2024.02.01,6,0,6
광주 서구,2024.02.02,4,0,6
광주 서구,2024.02.03,3,0,3
광주 서구,2024.02.04,4,0,6
광주 서구,2024.02.05,6,0,11
광주 서구,2024.02.06,5,0,7
광주 서구,2024.02.07,4,0,6
광주 서구,2024.02.08,7,0,14
광주 서구,2024.02.09,5,0,6
광주 서구,2024.02.10,4,0,5
광주 서구,2024.02.11,2,0,2
광주 서구,2024.02.12,1,0,1
광주 서구,2024.02.13,5,0,12
광주 서구,2024.02.14,6,0,7
광주 서구,2024.02.15,3,0,3
광주 서구,2024.02.16,4,0,4
광주 서구,2024.02.17,5,0,8
광주 서구,2024.02.18,1,0,1
광주 서구,2024.02.19,1,0,1
광주 서구,2024.02.20,3,0,3
광주 서구,2024.02.21,9,0,12
광주 서구,2024.02.22,8,1,13
광주 서구,2024.02.23,6,0,14
광주 서구,2024.02.24,6,0,9
광주 서구,2024.02.25,4,0,6
광주 서구,2024.02.26,4,0,5
광주 서구,2024.02.27,2,0,2
광주 서구,2024.02.28,3,0,3
광주 서구,2024.02.29,4,0,8
광주 서구,2024.03.01,5,0,8
광주 서구,2024.03.02,5,0,10
광주 서구,2024.03.03,3,0,4
광주 서구,2024.03.04,4,0,4
광주 서구,2024.03.05,1,0,3
광주 서구,2024.03.06,7,0,16
광주 서구,2024.03.07,1,0,1
광주 서구,2024.03.08,5,0,9
광주 서구,2024.03.09,5,0,11
광주 서구,2024.03.10,3,0,4
광주 서구,2024.03.11,4,0,5
광주 서구,2024.03.12,4,0,6
광주 서구,2024.03.13,3,0,4
광주 서구,2024.03.14,4,0,4
광주 서구,2024.03.15,7,0,11
광주 서구,2024.03.16,4,0,4
광주 서구,2024.03.17,5,0,6
광주 서구,2024.03.18,2,0,6
광주 서구,2024.03.19,5,0,6
광주 서구,2024.03.20,4,0,6
광주 서구,2024.03.21,3,0,5
광주 서구,2024.03.22,6,0,7
광주 서구,2024.03.23,1,0,2
광주 서구,2024.03.24,6,0,12
광주 서구,2024.03.25,3,0,3
광주 서구,2024.03.26,9,0,11
광주 서구,2024.03.27,5,0,5
광주 서구,2024.03.28,2,0,3
광주 서구,2024.03.29,4,0,8
광주 서구,2024.03.30,4,0,7
광주 서구,2024.03.31,3,0,4
광주 서구,2024.04.01,4,0,6
광주 서구,2024.04.02,3,0,4
광주 서구,2024.04.03,3,0,6
광주 서구,2024.04.04,5,0,8
광주 서구,2024.04.05,3,0,3
광주 서구,2024.04.06,5,0,8
광주 서구,2024.04.07,4,0,10
광주 서구,2024.04.08,6,0,6
광주 서구,2024.04.09,2,0,8
광주 서구,2024.04.10,6,0,9
광주 서구,2024.04.11,3,0,5
광주 서구,2024.04.12,5,0,7
광주 서구,2024.04.13,7,0,9
광주 서구,2024.04.14,4,0,8
광주 서구,2024.04.15,6,0,7
광주 서구,2024.04.16,5,0,16
광주 서구,2024.04.17,5,0,6
광주 서구,2024.04.19,7,0,11
광주 서구,2024.04.20,5,0,7
광주 서구,2024.04.21,1,0,4
광주 서구,2024.04.22,3,0,6
광주 서구,2024.04.23,10,0,15
광주 서구,2024.04.24,4,0,5
광주 서구,2024.04.25,5,0,9
광주 서구,2024.04.26,6,0,8
광주 서구,2024.04.27,4,0,12
광주 서구,2024.04.28,1,0,1
광주 서구,2024.04.29,5,0,7
광주 서구,2024.04.30,6,0,6
광주 서구,2024.05.01,6,0,8
광주 서구,2024.05.02,6,0,13
광주 서구,2024.05.03,10,0,15
광주 서구,2024.05.04,6,0,7
광주 서구,2024.05.05,7,0,15
광주 서구,2024.05.06,3,0,7
광주 서구,2024.05.07,6,0,7
광주 서구,2024.05.08,10,0,13
광주 서구,2024.05.09,7,0,11
광주 서구,2024.05.10,7,0,13
광주 서구,2024.05.11,5,0,9
광주 서구,2024.05.12,1,0,1
광주 서구,2024.05.13,8,0,9
광주 서구,2024.05.14,10,0,12
광주 서구,2024.05.16,8,0,10
광주 서구,2024.05.17,6,0,6
광주 서구,2024.05.18,3,0,3
광주 서구,2024.05.19,4,0,11
광주 서구,2024.05.20,4,1,7
광주 서구,2024.05.21,8,1,12
광주 서구,2024.05.22,5,0,7
광주 서구,2024.05.23,7,0,10
광주 서구,2024.05.24,10,0,24
광주 서구,2024.05.25,4,0,9
광주 서구,2024.05.26,4,0,12
광주 서구,2024.05.27,5,0,8
광주 서구,2024.05.28,3,0,3
광주 서구,2024.05.29,9,0,12
광주 서구,2024.05.30,4,0,4
광주 서구,2024.05.31,7,0,8
광주 서구,2024.06.01,3,0,4
광주 서구,2024.06.02,2,0,5
광주 서구,2024.06.03,3,0,3
광주 서구,2024.06.04,3,0,5
광주 서구,2024.06.05,6,0,7
광주 서구,2024.06.06,2,0,2
광주 서구,2024.06.07,2,0,3
광주 서구,2024.06.08,1,0,4
광주 서구,2024.06.09,7,0,15
광주 서구,2024.06.10,1,0,1
광주 서구,2024.06.11,6,0,10
광주 서구,2024.06.12,5,0,10
광주 서구,2024.06.13,4,0,6
광주 서구,2024.06.14,4,0,11
광주 서구,2024.06.15,5,0,6
광주 서구,2024.06.16,4,0,5
광주 서구,2024.06.17,4,0,5
광주 서구,2024.06.18,4,0,5
광주 서구,2024.06.19,4,0,4
광주 서구,2024.06.20,7,0,7
광주 서구,2024.06.21,3,0,3
광주 서구,2024.06.22,7,0,10
광주 서구,2024.06.23,4,0,5
광주 서구,2024.06.24,1,0,2
광주 서구,2024.06.25,6,0,14
광주 서구,2024.06.26,6,0,8
광주 서구,2024.06.27,5,0,8
광주 서구,2024.06.28,5,0,7
광주 서구,2024.06.29,5,0,10
광주 서구,2024.06.30,2,0,5
광주 서구,2024.07.01,6,0,9
광주 서구,2024.07.02,8,0,17
광주 서구,2024.07.03,4,0,8
광주 서구,2024.07.04,2,0,2
광주 서구,2024.07.05,3,0,5
광주 서구,2024.07.06,3,0,3
광주 서구,2024.07.07,4,0,6
광주 서구,2024.07.08,6,0,13
광주 서구,2024.07.09,7,0,10
광주 서구,2024.07.10,4,0,4
광주 서구,2024.07.11,4,0,6
광주 서구,2024.07.12,5,0,7
광주 서구,2024.07.13,2,0,3
광주 서구,2024.07.14,4,0,13
광주 서구,2024.07.15,6,0,10
광주 서구,2024.07.16,6,0,7
광주 서구,2024.07.17,5,0,6
광주 서구,2024.07.18,7,0,15
광주 서구,2024.07.19,4,0,6
광주 서구,2024.07.20,6,0,13
광주 서구,2024.07.22,7,0,14
광주 서구,2024.07.23,5,0,6
광주 서구,2024.07.24,7,0,9
광주 서구,2024.07.25,5,1,11
광주 서구,2024.07.26,9,0,12
광주 서구,2024.07.27,7,1,7
광주 서구,2024.07.28,4,0,7
광주 서구,2024.07.29,4,0,4
광주 서구,2024.07.30,4,0,4
광주 서구,2024.07.31,5,0,6
광주 서구,2024.08.01,4,0,8
광주 서구,2024.08.02,1,0,2
광주 서구,2024.08.03,3,0,4
광주 서구,2024.08.04,3,0,3
광주 서구,2024.08.05,6,0,7
광주 서구,2024.08.06,5,0,14
광주 서구,2024.08.07,5,0,5
광주 서구,2024.08.08,2,0,2
광주 서구,2024.08.09,3,0,3
광주 서구,2024.08.10,4,0,4
광주 서구,2024.08.11,2,0,4
광주 서구,2024.08.12,2,0,3
광주 서구,2024.08.13,4,0,4
광주 서구,2024.08.14,11,0,14
광주 서구,2024.08.15,6,0,10
광주 서구,2024.08.16,3,0,8
광주 서구,2024.08.17,2,0,2
광주 서구,2024.08.18,1,0,2
광주 서구,2024.08.19,2,0,2
광주 서구,2024.08.20,7,0,9
광주 서구,2024.08.21,4,0,7
광주 서구,2024.08.22,4,0,7
광주 서구,2024.08.23,4,0,10
광주 서구,2024.08.24,6,0,10
광주 서구,2024.08.26,6,0,8
광주 서구,2024.08.27,4,0,5
광주 서구,2024.08.28,2,0,5
광주 서구,2024.08.29,7,0,9
광주 서구,2024.08.30,11,0,20
광주 서구,2024.08.31,1,0,1
광주 서구,2024.09.01,5,0,6
광주 서구,2024.09.02,2,0,2
광주 서구,2024.09.03,5,0,7
광주 서구,2024.09.04,3,0,3
광주 서구,2024.09.05,5,0,5
광주 서구,2024.09.06,9,0,18
광주 서구,2024.09.07,4,0,5
광주 서구,2024.09.08,3,0,5
광주 서구,2024.09.09,6,0,8
광주 서구,2024.09.10,8,0,13
광주 서구,2024.09.11,6,0,6
광주 서구,2024.09.12,4,0,6
광주 서구,2024.09.13,4,0,4
광주 서구,2024.09.14,11,0,21
광주 서구,2024.09.15,6,0,8
광주 서구,2024.09.16,6,0,7
광주 서구,2024.09.17,3,0,4
광주 서구,2024.09.18,5,0,11
광주 서구,2024.09.19,2,0,5
광주 서구,2024.09.20,6,0,7
광주 서구,2024.09.21,3,0,5
광주 서구,2024.09.22,7,0,13
광주 서구,2024.09.23,4,0,5
광주 서구,2024.09.24,9,1,16
광주 서구,2024.09.25,5,0,10
광주 서구,2024.09.26,3,0,4
광주 서구,2024.09.27,5,0,6
광주 서구,2024.09.28,4,0,4
광주 서구,2024.09.29,1,0,1
광주 서구,2024.09.30,8,0,15
광주 서구,2024.10.01,3,0,7
광주 서구,2024.10.02,4,0,6
광주 서구,2024.10.03,1,0,1
광주 서구,2024.10.04,5,0,13
광주 서구,2024.10.05,6,0,16
광주 서구,2024.10.06,1,0,1
광주 서구,2024.10.07,3,0,4
광주 서구,2024.10.08,5,0,8
광주 서구,2024.10.09,7,0,9
광주 서구,2024.10.10,8,1,9
광주 서구,2024.10.11,6,0,9
광주 서구,2024.10.12,4,0,7
광주 서구,2024.10.13,3,0,3
광주 서구,2024.10.14,10,0,14
광주 서구,2024.10.15,5,0,7
광주 서구,2024.10.16,3,0,8
광주 서구,2024.10.17,7,0,9
광주 서구,2024.10.18,7,0,12
광주 서구,2024.10.19,9,0,15
광주 서구,2024.10.20,3,0,6
광주 서구,2024.10.21,4,0,6
광주 서구,2024.10.22,9,0,18
광주 서구,2024.10.23,7,0,11
광주 서구,2024.10.24,3,0,3
광주 서구,2024.10.25,8,0,10
광주 서구,2024.10.26,8,0,11
광주 서구,2024.10.27,1,0,6
광주 서구,2024.10.28,2,0,3
광주 서구,2024.10.29,5,0,7
광주 서구,2024.10.30,3,0,11
광주 서구,2024.10.31,2,0,2
광주 서구,2024.11.01,7,0,10
광주 서구,2024.11.02,3,0,3
광주 서구,2024.11.03,2,0,4
광주 서구,2024.11.04,3,0,3
광주 서구,2024.11.05,2,0,5
광주 서구,2024.11.06,10,0,14
광주 서구,2024.11.07,5,0,10
광주 서구,2024.11.08,6,0,6
광주 서구,2024.11.09,5,0,13
광주 서구,2024.11.10,3,0,3
광주 서구,2024.11.11,6,0,9
광주 서구,2024.11.12,6,0,6
광주 서구,2024.11.13,1,0,1
광주 서구,2024.11.14,10,0,15
광주 서구,2024.11.15,4,0,5
광주 서구,2024.11.16,4,0,5
광주 서구,2024.11.17,4,0,7
광주 서구,2024.11.18,4,0,4
광주 서구,2024.11.19,3,0,3
광주 서구,2024.11.20,9,0,13
광주 서구,2024.11.21,2,0,4
광주 서구,2024.11.22,6,0,8
광주 서구,2024.11.23,6,0,6
광주 서구,2024.11.24,1,0,1
광주 서구,2024.11.25,2,0,2
광주 서구,2024.11.26,3,0,4
광주 서구,2024.11.27,5,0,6
광주 서구,2024.11.28,6,0,9
광주 서구,2024.11.29,13,0,18
광주 서구,2024.11.30,8,0,17
광주 서구,2024.12.01,4,0,6
광주 서구,2024.12.02,6,0,6
광주 서구,2024.12.03,4,0,7
광주 서구,2024.12.04,6,0,8
광주 서구,2024.12.05,6,0,9
광주 서구,2024.12.06,5,0,8
광주 서구,2024.12.07,5,0,9
광주 서구,2024.12.08,3,0,5
광주 서구,2024.12.09,5,0,7
광주 서구,2024.12.10,3,0,5
광주 서구,2024.12.11,3,0,3
광주 서구,2024.12.12,8,0,8
광주 서구,2024.12.13,4,0,6
광주 서구,2024.12.14,6,0,11
광주 서구,2024.12.15,3,0,4
광주 서구,2024.12.16,8,0,10
광주 서구,2024.12.17,8,0,10
광주 서구,2024.12.18,3,0,5
광주 서구,2024.12.19,4,0,6
광주 서구,2024.12.20,2,0,5
광주 서구,2024.12.21,4,0,5
광주 서구,2024.12.22,3,0,4
광주 서구,2024.12.23,6,0,8
광주 서구,2024.12.24,9,0,19
광주 서구,2024.12.25,3,0,5
광주 서구,2024.12.26,2,0,2
광주 서구,2024.12.27,11,0,15
광주 서구,2024.12.28,5,0,9
광주 서구,2024.12.29,2,0,7
광주 서구,2024.12.30,9,0,13
광주 서구,2024.12.31,8,0,12
대구 남구,2024.01.03,2,0,5
대구 남구,2024.01.04,1,0,1
대구 남구,2024.01.08,2,0,2
대구 남구,2024.01.09,2,0,2
대구 남구,2024.01.10,2,0,2
대구 남구,2024.01.13,2,0,2
대구 남구,2024.01.14,1,0,1
대구 남구,2024.01.15,2,0,3
대구 남구,2024.01.18,2,0,2
대구 남구,2024.01.20,2,0,2
대구 남구,2024.01.22,1,0,2
대구 남구,2024.01.25,3,0,5
대구 남구,2024.01.26,2,0,2
대구 남구,2024.01.27,2,1,1
대구 남구,2024.01.28,2,0,3
대구 남구,2024.01.29,1,0,1
대구 남구,2024.01.30,1,0,1
대구 남구,2024.01.31,2,0,2
대구 남구,2024.02.02,2,0,3
대구 남구,2024.02.04,1,0,2
대구 남구,2024.02.05,2,0,3
대구 남구,2024.02.06,2,0,2
대구 남구,2024.02.07,2,0,3
대구 남구,2024.02.10,1,0,2
대구 남구,2024.02.15,1,0,1
대구 남구,2024.02.17,2,0,2
대구 남구,2024.02.19,3,0,4
대구 남구,2024.02.20,1,0,1
대구 남구,2024.02.23,2,0,2
대구 남구,2024.02.28,1,0,1
대구 남구,2024.02.29,1,0,1
대구 남구,2024.03.01,1,0,1
대구 남구,2024.03.02,2,0,3
대구 남구,2024.03.03,3,0,3
대구 남구,2024.03.04,4,0,4
대구 남구,2024.03.05,1,0,1
대구 남구,2024.03.06,1,0,1
대구 남구,2024.03.07,1,0,1
대구 남구,2024.03.08,2,0,2
대구 남구,2024.03.09,1,0,1
대구 남구,2024.03.10,3,0,3
대구 남구,2024.03.11,1,0,1
대구 남구,2024.03.13,1,0,1
대구 남구,2024.03.15,1,0,1
대구 남구,2024.03.16,1,0,1
대구 남구,2024.03.17,1,0,1
대구 남구,2024.03.19,5,0,12
대구 남구,2024.03.20,2,0,2
대구 남구,2024.03.21,1,0,1
대구 남구,2024.03.23,1,0,1
대구 남구,2024.03.24,1,0,1
대구 남구,2024.03.26,1,0,2
대구 남구,2024.03.27,1,0,1
대구 남구,2024.03.28,2,0,2
대구 남구,2024.03.29,2,0,2
대구 남구,2024.03.30,1,0,3
대구 남구,2024.04.01,2,0,3
대구 남구,2024.04.02,1,0,1
대구 남구,2024.04.04,2,0,2
대구 남구,2024.04.05,2,0,3
대구 남구,2024.04.06,1,0,3
대구 남구,2024.04.08,2,0,4
대구 남구,2024.04.09,1,0,2
대구 남구,2024.04.10,2,0,2
대구 남구,2024.04.11,1,0,2
대구 남구,2024.04.12,1,0,1
대구 남구,2024.04.13,1,0,3
대구 남구,2024.04.14,1,0,2
대구 남구,2024.04.16,3,0,4
대구 남구,2024.04.17,3,0,6
대구 남구,2024.04.18,3,0,5
대구 남구,2024.04.19,2,0,2
대구 남구,2024.04.22,1,0,3
대구 남구,2024.04.23,1,0,1
대구 남구,2024.04.24,1,0,1
대구 남구,2024.04.29,2,0,4
대구 남구,2024.05.02,1,0,2
대구 남구,2024.05.03,1,0,1
대구 남구,2024.05.04,3,0,4
대구 남구,2024.05.05,1,0,1
대구 남구,2024.05.06,1,0,2
대구 남구,2024.05.07,5,0,8
대구 남구,2024.05.08,3,0,3
대구 남구,2024.05.09,1,0,2
대구 남구,2024.05.10,2,0,2
대구 남구,2024.05.13,2,0,2
대구 남구,2024.05.15,1,0,2
대구 남구,2024.05.16,2,0,2
대구 남구,2024.05.17,1,0,1
대구 남구,2024.05.18,1,0,1
대구 남구,2024.05.19,2,0,2
대구 남구,2024.05.20,2,0,5
대구 남구,2024.05.21,1,0,1
대구 남구,2024.05.22,1,0,1
대구 남구,2024.05.23,1,0,1
대구 남구,2024.05.24,1,0,1
대구 남구,2024.05.25,1,0,1
대구 남구,2024.05.26,2,0,5
대구 남구,2024.05.28,1,0,1
대구 남구,2024.05.29,4,0,7
대구 남구,2024.05.30,1,0,1
대구 남구,2024.05.31,2,0,2
대구 남구,2024.06.01,1,0,1
대구 남구,2024.06.04,1,0,1
대구 남구,2024.06.06,2,0,4
대구 남구,2024.06.07,4,0,4
대구 남구,2024.06.08,1,0,2
대구 남구,2024.06.09,2,0,2
대구 남구,2024.06.10,2,0,4
대구 남구,2024.06.11,1,0,1
대구 남구,2024.06.13,2,0,2
대구 남구,2024.06.14,1,0,1
대구 남구,2024.06.15,3,0,4
대구 남구,2024.06.16,2,0,3
대구 남구,2024.06.17,4,0,4
대구 남구,2024.06.19,1,0,1
대구 남구,2024.06.20,1,0,1
대구 남구,2024.06.22,2,0,3
대구 남구,2024.06.23,1,0,1
대구 남구,2024.06.25,1,0,1
대구 남구,2024.06.26,2,0,2
대구 남구,2024.06.28,2,0,4
대구 남구,2024.06.29,2,0,2
대구 남구,2024.06.30,2,0,2
대구 남구,2024.07.01,3,0,5
대구 남구,2024.07.03,2,0,3
대구 남구,2024.07.05,2,0,2
대구 남구,2024.07.06,1,0,1
대구 남구,2024.07.11,1,0,2
대구 남구,2024.07.12,3,0,4
대구 남구,2024.07.15,1,0,1
대구 남구,2024.07.17,2,0,2
대구 남구,2024.07.18,1,0,1
대구 남구,2024.07.20,2,0,2
대구 남구,2024.07.21,3,0,10
대구 남구,2024.07.22,4,0,4
대구 남구,2024.07.24,2,0,3
대구 남구,2024.07.25,4,0,4
대구 남구,2024.07.26,2,0,2
대구 남구,2024.07.27,2,0,2
대구 남구,2024.07.28,1,0,1
대구 남구,2024.07.30,3,0,3
대구 남구,2024.07.31,2,0,6
대구 남구,2024.08.01,1,0,1
대구 남구,2024.08.02,1,0,1
대구 남구,2024.08.03,1,0,1
대구 남구,2024.08.04,2,0,3
대구 남구,2024.08.05,1,0,1
대구 남구,2024.08.06,2,0,2
대구 남구,2024.08.07,3,0,3
대구 남구,2024.08.09,1,0,1
대구 남구,2024.08.10,2,0,4
대구 남구,2024.08.12,1,0,1
대구 남구,2024.08.14,2,0,4
대구 남구,2024.08.19,2,0,2
대구 남구,2024.08.20,4,0,7
대구 남구,2024.08.21,1,0,3
대구 남구,2024.08.22,5,0,5
대구 남구,2024.08.23,1,0,1
대구 남구,2024.08.24,1,0,2
대구 남구,2024.08.25,1,0,1
대구 남구,2024.08.26,5,0,7
대구 남구,2024.08.27,3,0,3
대구 남구,2024.08.28,2,0,3
대구 남구,2024.08.29,1,0,2
대구 남구,2024.08.30,2,0,2
대구 남구,2024.09.01,1,0,1
대구 남구,2024.09.03,2,0,4
대구 남구,2024.09.04,1,0,1
대구 남구,2024.09.05,1,0,1
대구 남구,2024.09.06,1,0,1
대구 남구,2024.09.07,1,0,1
대구 남구,2024.09.09,4,0,4
대구 남구,2024.09.10,1,1,0
대구 남구,2024.09.12,2,0,3
대구 남구,2024.09.13,4,0,4
대구 남구,2024.09.14,4,0,6
대구 남구,2024.09.15,2,0,2
대구 남구,2024.09.16,1,0,2
대구 남구,2024.09.18,1,0,1
대구 남구,2024.09.19,6,0,7
대구 남구,2024.09.21,1,0,1
대구 남구,2024.09.23,1,0,1
대구 남구,2024.09.24,2,0,2
대구 남구,2024.09.25,5,0,8
대구 남구,2024.09.26,3,0,6
대구 남구,2024.09.27,1,0,1
대구 남구,2024.09.28,2,0,2
대구 남구,2024.09.29,1,0,2
대구 남구,2024.09.30,3,0,4
대구 남구,2024.10.02,1,0,2
대구 남구,2024.10.03,4,0,7
대구 남구,2024.10.04,1,0,1
대구 남구,2024.10.05,2,0,2
대구 남구,2024.10.06,2,0,5
대구 남구,2024.10.08,1,0,3
대구 남구,2024.10.11,3,0,4
대구 남구,2024.10.12,1,0,2
대구 남구,2024.10.13,1,0,1
대구 남구,2024.10.14,2,0,2
대구 남구,2024.10.15,1,0,1
대구 남구,2024.10.16,2,0,5
대구 남구,2024.10.17,2,0,3
대구 남구,2024.10.19,4,0,5
대구 남구,2024.10.22,1,0,2
대구 남구,2024.10.24,2,0,2
대구 남구,2024.10.25,1,0,1
대구 남구,2024.10.27,1,0,1
대구 남구,2024.10.28,1,0,1
대구 남구,2024.10.29,3,0,6
대구 남구,2024.10.31,3,0,3
대구 남구,2024.11.02,2,0,2
대구 남구,2024.11.04,1,0,1
대구 남구,2024.11.05,1,0,4
대구 남구,2024.11.06,3,0,3
대구 남구,2024.11.07,2,0,3
대구 남구,2024.11.08,2,0,3
대구 남구,2024.11.09,1,0,2
대구 남구,2024.11.10,2,0,3
대구 남구,2024.11.12,1,0,1
대구 남구,2024.11.13,1,0,1
대구 남구,2024.11.14,2,0,2
대구 남구,2024.11.16,1,0,2
대구 남구,2024.11.18,4,0,4
대구 남구,2024.11.19,3,0,3
대구 남구,2024.11.21,2,0,2
대구 남구,2024.11.22,1,0,1
대구 남구,2024.11.23,3,0,6
대구 남구,2024.11.24,1,0,1
대구 남구,2024.11.25,5,0,5
대구 남구,2024.11.27,1,0,1
대구 남구,2024.11.28,2,0,2
대구 남구,2024.11.29,2,0,2
대구 남구,2024.11.30,2,0,3
대구 남구,2024.12.01,1,0,1
대구 남구,2024.12.02,1,0,1
대구 남구,2024.12.04,1,0,1
대구 남구,2024.12.05,1,0,1
대구 남구,2024.12.06,3,0,3
대구 남구,2024.12.07,2,0,3
대구 남구,2024.12.08,2,0,2
대구 남구,2024.12.09,1,0,1
대구 남구,2024.12.12,3,0,4
대구 남구,2024.12.14,1,0,1
대구 남구,2024.12.17,2,0,2
대구 남구,2024.12.18,2,0,2
대구 남구,2024.12.19,2,0,6
대구 남구,2024.12.20,2,0,3
대구 남구,2024.12.21,3,0,6
대구 남구,2024.12.22,1,0,1
대구 남구,2024.12.23,1,0,2
대구 남구,2024.12.24,2,0,3
대구 남구,2024.12.27,3,0,4
대구 남구,2024.12.28,1,0,1
대구 남구,2024.12.30,6,0,7
대구 남구,2024.12.31,2,0,3
대구 동구,2024.01.01,1,0,1
대구 동구,2024.01.02,4,0,5
대구 동구,2024.01.03,5,0,9
대구 동구,2024.01.04,3,0,3
대구 동구,2024.01.05,4,0,4
대구 동구,2024.01.07,2,0,5
대구 동구,2024.01.08,4,0,4
대구 동구,2024.01.09,3,0,5
대구 동구,2024.01.10,5,0,7
대구 동구,2024.01.11,4,0,6
대구 동구,2024.01.12,6,0,6
대구 동구,2024.01.13,6,0,9
대구 동구,2024.01.14,3,0,5
대구 동구,2024.01.15,2,0,2
대구 동구,2024.01.16,5,1,7
대구 동구,2024.01.17,4,0,4
대구 동구,2024.01.18,2,0,4
대구 동구,2024.01.19,3,0,7
대구 동구,2024.01.20,10,0,15
대구 동구,2024.01.21,3,0,4
대구 동구,2024.01.22,4,0,6
대구 동구,2024.01.23,5,0,7
대구 동구,2024.01.24,3,0,6
대구 동구,2024.01.25,4,0,4
대구 동구,2024.01.26,2,0,2
대구 동구,2024.01.27,3,0,3
대구 동구,2024.01.28,3,0,8
대구 동구,2024.01.29,5,0,8
대구 동구,2024.01.30,4,0,6
대구 동구,2024.01.31,2,0,2
대구 동구,2024.02.01,2,0,3
대구 동구,2024.02.02,7,0,8
대구 동구,2024.02.03,2,0,3
대구 동구,2024.02.04,1,0,1
대구 동구,2024.02.05,7,0,9
대구 동구,2024.02.06,3,0,3
대구 동구,2024.02.07,3,0,3
대구 동구,2024.02.08,5,0,7
대구 동구,2024.02.09,5,0,7
대구 동구,2024.02.10,1,0,2
대구 동구,2024.02.11,1,0,2
대구 동구,2024.02.12,5,1,4
대구 동구,2024.02.13,3,0,3
대구 동구,2024.02.14,5,0,5
대구 동구,2024.02.15,2,0,2
대구 동구,2024.02.16,2,0,2
대구 동구,2024.02.17,4,0,4
대구 동구,2024.02.18,1,0,1
대구 동구,2024.02.19,5,0,7
대구 동구,2024.02.20,1,0,1
대구 동구,2024.02.21,1,0,1
대구 동구,2024.02.22,4,0,4
대구 동구,2024.02.23,4,0,5
대구 동구,2024.02.24,5,0,5
대구 동구,2024.02.25,1,0,2
대구 동구,2024.02.26,2,0,6
대구 동구,2024.02.27,4,0,7
대구 동구,2024.02.28,3,0,3
대구 동구,2024.02.29,4,0,4
대구 동구,2024.03.01,2,0,3
대구 동구,2024.03.02,3,0,5
대구 동구,2024.03.03,6,0,8
대구 동구,2024.03.04,4,0,5
대구 동구,2024.03.05,3,0,4
대구 동구,2024.03.06,4,0,5
대구 동구,2024.03.07,2,0,2
대구 동구,2024.03.08,7,0,9
대구 동구,2024.03.09,3,0,5
대구 동구,2024.03.10,2,0,2
대구 동구,2024.03.11,3,0,5
대구 동구,2024.03.12,4,0,10
대구 동구,2024.03.13,5,0,8
대구 동구,2024.03.14,4,0,6
대구 동구,2024.03.15,1,0,1
대구 동구,2024.03.16,1,0,1
대구 동구,2024.03.17,2,0,2
대구 동구,2024.03.18,7,0,8
대구 동구,2024.03.20,4,0,5
대구 동구,2024.03.21,2,0,2
대구 동구,2024.03.22,3,0,7
대구 동구,2024.03.23,2,0,4
대구 동구,2024.03.24,1,0,1
대구 동구,2024.03.25,4,0,5
대구 동구,2024.03.26,4,0,4
대구 동구,2024.03.27,7,0,14
대구 동구,2024.03.28,6,1,8
대구 동구,2024.03.29,5,1,6
대구 동구,2024.03.30,5,0,7
대구 동구,2024.03.31,5,0,8
대구 동구,2024.04.01,4,0,5
대구 동구,2024.04.02,6,0,6
대구 동구,2024.04.03,4,0,7
대구 동구,2024.04.04,8,0,12
대구 동구,2024.04.05,4,0,5
대구 동구,2024.04.06,4,0,13
대구 동구,2024.04.07,4,0,5
대구 동구,2024.04.08,4,0,4
대구 동구,2024.04.09,1,0,1
대구 동구,2024.04.10,3,0,4
대구 동구,2024.04.11,1,0,1
대구 동구,2024.04.12,6,0,7
대구 동구,2024.04.13,2,0,6
대구 동구,2024.04.14,2,0,5
대구 동구,2024.04.15,7,0,8
대구 동구,2024.04.16,4,0,4
대구 동구,2024.04.17,1,0,1
대구 동구,2024.04.18,5,0,6
대구 동구,2024.04.19,6,0,6
대구 동구,2024.04.20,5,0,10
대구 동구,2024.04.21,2,0,2
대구 동구,2024.04.22,3,0,6
대구 동구,2024.04.23,6,0,6
대구 동구,2024.04.24,5,0,7
대구 동구,2024.04.25,7,0,11
대구 동구,2024.04.26,3,0,3
대구 동구,2024.04.27,1,0,1
대구 동구,2024.04.28,2,0,3
대구 동구,2024.04.29,4,0,4
대구 동구,2024.04.30,8,0,14
대구 동구,2024.05.01,2,0,3
