지역,날짜,사고,사망,부상
강원 강릉시,2023.01.01,5,0,10
강원 강릉시,2023.01.02,2,0,2
강원 강릉시,2023.01.03,3,0,4
강원 강릉시,2023.01.04,3,0,4
강원 강릉시,2023.01.05,1,0,1
강원 강릉시,2023.01.06,1,0,1
강원 강릉시,2023.01.07,3,0,4
강원 강릉시,2023.01.08,3,0,3
강원 강릉시,2023.01.09,4,0,6
강원 강릉시,2023.01.10,1,0,1
강원 강릉시,2023.01.12,3,1,2
강원 강릉시,2023.01.13,2,0,3
강원 강릉시,2023.01.14,3,0,4
강원 강릉시,2023.01.15,1,0,2
강원 강릉시,2023.01.17,1,0,1
강원 강릉시,2023.01.18,1,0,1
강원 강릉시,2023.01.19,1,0,1
강원 강릉시,2023.01.20,3,0,5
강원 강릉시,2023.01.21,1,1,0
강원 강릉시,2023.01.22,1,0,1
강원 강릉시,2023.01.24,1,0,1
강원 강릉시,2023.01.25,1,1,0
강원 강릉시,2023.01.26,1,1,0
강원 강릉시,2023.01.27,3,0,4
강원 강릉시,2023.01.29,1,0,1
강원 강릉시,2023.01.30,1,0,1
강원 강릉시,2023.01.31,1,0,1
강원 강릉시,2023.02.02,1,0,1
강원 강릉시,2023.02.03,1,0,1
강원 강릉시,2023.02.06,1,0,2
강원 강릉시,2023.02.07,2,0,3
강원 강릉시,2023.02.08,2,0,2
강원 강릉시,2023.02.09,1,0,1
강원 강릉시,2023.02.10,1,0,1
강원 강릉시,2023.02.11,1,0,1
강원 강릉시,2023.02.12,5,0,8
강원 강릉시,2023.02.13,4,0,6
강원 강릉시,2023.02.15,1,0,1
강원 강릉시,2023.02.17,2,0,2
강원 강릉시,2023.02.18,3,0,4
강원 강릉시,2023.02.19,1,0,1
강원 강릉시,2023.02.20,3,0,3
강원 강릉시,2023.02.21,3,0,3
강원 강릉시,2023.02.22,2,0,3
강원 강릉시,2023.02.23,2,0,2
강원 강릉시,2023.02.24,1,0,1
강원 강릉시,2023.02.25,2,0,3
강원 강릉시,2023.02.26,4,0,6
강원 강릉시,2023.02.28,2,0,2
강원 강릉시,2023.03.02,2,0,5
강원 강릉시,2023.03.04,4,0,6
강원 강릉시,2023.03.05,2,0,2
강원 강릉시,2023.03.06,1,0,3
강원 강릉시,2023.03.07,1,0,1
강원 강릉시,2023.03.08,3,0,3
강원 강릉시,2023.03.10,3,0,3
강원 강릉시,2023.03.11,3,0,3
강원 강릉시,2023.03.12,1,0,2
강원 강릉시,2023.03.13,1,0,2
강원 강릉시,2023.03.15,2,1,1
강원 강릉시,2023.03.16,3,0,4
강원 강릉시,2023.03.17,6,0,6
강원 강릉시,2023.03.18,2,0,2
강원 강릉시,2023.03.19,1,0,2
강원 강릉시,2023.03.20,3,0,3
강원 강릉시,2023.03.21,1,0,1
강원 강릉시,2023.03.22,1,0,2
강원 강릉시,2023.03.24,3,0,4
강원 강릉시,2023.03.26,2,0,2
강원 강릉시,2023.03.27,2,0,2
강원 강릉시,2023.03.28,4,0,4
강원 강릉시,2023.03.29,2,0,2
강원 강릉시,2023.03.30,1,0,1
강원 강릉시,2023.03.31,1,0,2
강원 강릉시,2023.04.01,4,0,9
강원 강릉시,2023.04.03,2,0,2
강원 강릉시,2023.04.04,1,0,1
강원 강릉시,2023.04.06,2,1,1
강원 강릉시,2023.04.07,1,0,3
강원 강릉시,2023.04.10,1,0,1
강원 강릉시,2023.04.11,1,0,1
강원 강릉시,2023.04.12,3,0,3
강원 강릉시,2023.04.13,2,0,3
강원 강릉시,2023.04.15,1,0,1
강원 강릉시,2023.04.16,1,0,2
강원 강릉시,2023.04.17,2,0,2
강원 강릉시,2023.04.18,3,0,5
강원 강릉시,2023.04.19,1,0,1
강원 강릉시,2023.04.20,2,0,2
강원 강릉시,2023.04.21,3,0,4
강원 강릉시,2023.04.23,5,0,11
강원 강릉시,2023.04.24,2,0,3
강원 강릉시,2023.04.25,1,0,1
강원 강릉시,2023.04.26,5,0,9
강원 강릉시,2023.04.27,2,0,2
강원 강릉시,2023.04.30,2,0,5
강원 강릉시,2023.05.01,3,0,5
강원 강릉시,2023.05.02,1,1,0
강원 강릉시,2023.05.03,1,0,1
강원 강릉시,2023.05.04,3,0,8
강원 강릉시,2023.05.05,2,0,2
강원 강릉시,2023.05.06,3,0,3
강원 강릉시,2023.05.07,1,0,2
강원 강릉시,2023.05.08,3,0,5
강원 강릉시,2023.05.09,3,0,3
강원 강릉시,2023.05.10,5,0,7
강원 강릉시,2023.05.11,3,0,3
강원 강릉시,2023.05.12,1,0,2
강원 강릉시,2023.05.13,3,0,7
강원 강릉시,2023.05.14,2,0,3
강원 강릉시,2023.05.15,6,0,7
강원 강릉시,2023.05.16,2,0,7
강원 강릉시,2023.05.17,5,0,7
강원 강릉시,2023.05.18,3,0,4
강원 강릉시,2023.05.19,6,0,7
강원 강릉시,2023.05.20,3,0,3
강원 강릉시,2023.05.21,1,0,2
강원 강릉시,2023.05.22,2,1,1
강원 강릉시,2023.05.23,5,0,5
강원 강릉시,2023.05.24,1,0,1
강원 강릉시,2023.05.25,4,0,4
강원 강릉시,2023.05.26,1,0,1
강원 강릉시,2023.05.27,7,0,11
강원 강릉시,2023.05.28,1,0,3
강원 강릉시,2023.05.29,3,0,3
강원 강릉시,2023.05.30,6,0,7
강원 강릉시,2023.05.31,2,0,6
강원 강릉시,2023.06.01,3,0,6
강원 강릉시,2023.06.02,3,0,6
강원 강릉시,2023.06.03,1,0,1
강원 강릉시,2023.06.04,5,0,7
강원 강릉시,2023.06.05,4,0,12
강원 강릉시,2023.06.06,3,0,3
강원 강릉시,2023.06.07,5,1,4
강원 강릉시,2023.06.08,2,0,2
강원 강릉시,2023.06.09,1,0,1
강원 강릉시,2023.06.10,3,0,5
강원 강릉시,2023.06.11,1,0,1
강원 강릉시,2023.06.13,1,0,2
강원 강릉시,2023.06.14,2,0,7
강원 강릉시,2023.06.15,2,0,2
강원 강릉시,2023.06.16,6,1,6
강원 강릉시,2023.06.17,4,0,5
강원 강릉시,2023.06.18,2,0,3
강원 강릉시,2023.06.19,1,0,2
강원 강릉시,2023.06.20,5,0,5
강원 강릉시,2023.06.21,3,0,3
강원 강릉시,2023.06.22,4,0,6
강원 강릉시,2023.06.23,3,0,3
강원 강릉시,2023.06.24,6,1,7
강원 강릉시,2023.06.25,3,0,6
강원 강릉시,2023.06.26,1,0,1
강원 강릉시,2023.06.28,2,0,2
강원 강릉시,2023.06.29,2,0,2
강원 강릉시,2023.06.30,1,0,1
강원 강릉시,2023.07.01,2,0,5
강원 강릉시,2023.07.03,2,0,6
강원 강릉시,2023.07.04,2,0,2
강원 강릉시,2023.07.05,1,0,1
강원 강릉시,2023.07.06,2,0,2
강원 강릉시,2023.07.07,3,0,4
강원 강릉시,2023.07.09,1,0,2
강원 강릉시,2023.07.10,1,0,4
강원 강릉시,2023.07.11,1,0,1
강원 강릉시,2023.07.13,2,0,2
강원 강릉시,2023.07.14,3,0,4
강원 강릉시,2023.07.15,2,0,3
강원 강릉시,2023.07.17,2,0,2
강원 강릉시,2023.07.19,2,0,2
강원 강릉시,2023.07.20,1,0,1
강원 강릉시,2023.07.22,3,0,5
강원 강릉시,2023.07.23,3,0,4
강원 강릉시,2023.07.24,3,0,3
강원 강릉시,2023.07.26,3,0,3
강원 강릉시,2023.07.27,4,0,5
강원 강릉시,2023.07.29,1,0,6
강원 강릉시,2023.07.30,1,0,1
강원 강릉시,2023.07.31,5,0,8
강원 강릉시,2023.08.01,1,0,1
강원 강릉시,2023.08.02,2,0,7
강원 강릉시,2023.08.04,5,0,11
강원 강릉시,2023.08.05,3,0,23
강원 강릉시,2023.08.06,3,0,8
강원 강릉시,2023.08.07,3,0,3
강원 강릉시,2023.08.08,2,0,3
강원 강릉시,2023.08.09,2,0,5
강원 강릉시,2023.08.11,3,0,3
강원 강릉시,2023.08.12,2,0,4
강원 강릉시,2023.08.13,3,0,3
강원 강릉시,2023.08.14,1,0,1
강원 강릉시,2023.08.15,2,0,4
강원 강릉시,2023.08.16,2,0,2
강원 강릉시,2023.08.17,6,0,11
강원 강릉시,2023.08.18,3,0,5
강원 강릉시,2023.08.19,1,0,1
강원 강릉시,2023.08.20,2,0,4
강원 강릉시,2023.08.21,3,0,3
강원 강릉시,2023.08.22,4,0,6
강원 강릉시,2023.08.23,1,0,1
강원 강릉시,2023.08.24,5,0,6
강원 강릉시,2023.08.25,2,0,2
강원 강릉시,2023.08.26,5,0,6
강원 강릉시,2023.08.27,4,0,6
강원 강릉시,2023.08.28,4,0,9
강원 강릉시,2023.08.29,7,0,7
강원 강릉시,2023.08.30,1,0,2
강원 강릉시,2023.08.31,3,0,3
강원 강릉시,2023.09.01,3,0,5
강원 강릉시,2023.09.02,5,0,7
강원 강릉시,2023.09.04,1,0,2
강원 강릉시,2023.09.05,3,0,3
강원 강릉시,2023.09.07,2,0,2
강원 강릉시,2023.09.08,4,0,6
강원 강릉시,2023.09.10,2,0,3
강원 강릉시,2023.09.11,1,0,1
강원 강릉시,2023.09.12,2,0,5
강원 강릉시,2023.09.13,3,0,4
강원 강릉시,2023.09.14,4,0,6
강원 강릉시,2023.09.15,3,0,4
강원 강릉시,2023.09.16,1,0,2
강원 강릉시,2023.09.17,3,0,5
강원 강릉시,2023.09.18,2,0,2
강원 강릉시,2023.09.19,4,0,4
강원 강릉시,2023.09.20,3,0,4
강원 강릉시,2023.09.21,2,0,2
강원 강릉시,2023.09.22,2,0,2
강원 강릉시,2023.09.23,2,0,4
강원 강릉시,2023.09.24,4,0,5
강원 강릉시,2023.09.26,2,0,3
강원 강릉시,2023.09.27,3,0,5
강원 강릉시,2023.09.28,2,0,4
강원 강릉시,2023.09.29,3,0,7
강원 강릉시,2023.09.30,1,0,1
강원 강릉시,2023.10.01,1,0,1
강원 강릉시,2023.10.02,3,0,4
강원 강릉시,2023.10.03,3,0,3
강원 강릉시,2023.10.04,1,1,0
강원 강릉시,2023.10.05,3,0,3
강원 강릉시,2023.10.06,1,0,2
강원 강릉시,2023.10.07,4,0,5
강원 강릉시,2023.10.09,3,0,3
강원 강릉시,2023.10.10,2,0,2
강원 강릉시,2023.10.11,2,0,2
강원 강릉시,2023.10.12,2,0,2
강원 강릉시,2023.10.13,1,0,1
강원 강릉시,2023.10.14,2,1,5
강원 강릉시,2023.10.15,3,0,7
강원 강릉시,2023.10.16,1,0,1
강원 강릉시,2023.10.17,3,0,3
강원 강릉시,2023.10.18,7,0,12
강원 강릉시,2023.10.19,3,0,3
강원 강릉시,2023.10.20,3,0,4
강원 강릉시,2023.10.21,2,0,2
강원 강릉시,2023.10.22,1,0,1
강원 강릉시,2023.10.25,2,0,5
강원 강릉시,2023.10.26,5,2,5
강원 강릉시,2023.10.27,3,0,3
강원 강릉시,2023.10.28,1,0,1
강원 강릉시,2023.10.29,2,0,4
강원 강릉시,2023.10.30,1,0,1
강원 강릉시,2023.10.31,7,0,7
강원 강릉시,2023.11.01,1,0,1
강원 강릉시,2023.11.02,4,0,4
강원 강릉시,2023.11.03,2,0,3
강원 강릉시,2023.11.04,1,0,1
강원 강릉시,2023.11.05,1,0,1
강원 강릉시,2023.11.06,2,0,2
강원 강릉시,2023.11.07,2,0,2
강원 강릉시,2023.11.08,2,0,2
강원 강릉시,2023.11.09,1,1,0
강원 강릉시,2023.11.10,5,0,7
강원 강릉시,2023.11.11,2,0,4
강원 강릉시,2023.11.12,1,0,1
강원 강릉시,2023.11.13,1,0,1
강원 강릉시,2023.11.14,6,1,5
강원 강릉시,2023.11.15,3,0,3
강원 강릉시,2023.11.16,2,0,3
강원 강릉시,2023.11.17,1,0,1
강원 강릉시,2023.11.18,2,0,3
강원 강릉시,2023.11.19,3,0,3
강원 강릉시,2023.11.20,3,0,3
강원 강릉시,2023.11.21,2,0,2
강원 강릉시,2023.11.22,1,0,2
강원 강릉시,2023.11.23,6,0,7
강원 강릉시,2023.11.24,2,1,1
강원 강릉시,2023.11.25,4,0,11
강원 강릉시,2023.11.26,1,0,1
강원 강릉시,2023.11.28,2,0,2
강원 강릉시,2023.11.30,2,0,2
강원 강릉시,2023.12.01,3,0,3
강원 강릉시,2023.12.04,2,0,2
강원 강릉시,2023.12.05,3,0,5
강원 강릉시,2023.12.08,2,0,2
강원 강릉시,2023.12.10,1,0,1
강원 강릉시,2023.12.11,2,0,5
강원 강릉시,2023.12.12,1,0,1
강원 강릉시,2023.12.13,1,0,1
강원 강릉시,2023.12.14,2,0,3
강원 강릉시,2023.12.15,2,0,4
강원 강릉시,2023.12.17,1,0,2
강원 강릉시,2023.12.18,3,0,3
강원 강릉시,2023.12.19,3,0,4
강원 강릉시,2023.12.21,6,0,6
강원 강릉시,2023.12.22,1,0,1
강원 강릉시,2023.12.23,2,0,2
강원 강릉시,2023.12.25,1,1,0
강원 강릉시,2023.12.26,2,0,3
강원 강릉시,2023.12.27,2,0,2
강원 강릉시,2023.12.28,1,0,1
강원 강릉시,2023.12.29,2,0,2
강원 강릉시,2023.12.30,3,0,4
강원 강릉시,2023.12.31,3,0,4
강원 원주시,2023.01.01,3,0,6
강원 원주시,2023.01.02,8,0,15
강원 원주시,2023.01.03,5,0,5
강원 원주시,2023.01.04,4,0,4
강원 원주시,2023.01.05,3,0,4
강원 원주시,2023.01.06,6,0,11
강원 원주시,2023.01.07,3,0,5
강원 원주시,2023.01.08,2,0,6
강원 원주시,2023.01.09,4,1,6
강원 원주시,2023.01.10,3,0,4
강원 원주시,2023.01.11,7,0,9
강원 원주시,2023.01.12,3,0,5
강원 원주시,2023.01.13,6,0,11
강원 원주시,2023.01.14,7,0,10
강원 원주시,2023.01.15,5,0,8
강원 원주시,2023.01.16,2,0,3
강원 원주시,2023.01.17,2,0,4
강원 원주시,2023.01.18,8,0,11
강원 원주시,2023.01.19,1,0,1
강원 원주시,2023.01.20,6,0,7
강원 원주시,2023.01.21,2,0,2
강원 원주시,2023.01.22,4,0,8
강원 원주시,2023.01.23,7,0,12
강원 원주시,2023.01.24,2,0,7
강원 원주시,2023.01.25,4,0,6
강원 원주시,2023.01.26,3,0,7
강원 원주시,2023.01.27,7,0,10
강원 원주시,2023.01.28,1,0,6
강원 원주시,2023.01.29,3,0,4
강원 원주시,2023.01.30,8,0,10
강원 원주시,2023.01.31,5,0,10
강원 원주시,2023.02.01,1,0,1
강원 원주시,2023.02.02,7,0,8
강원 원주시,2023.02.03,8,0,8
강원 원주시,2023.02.04,5,0,7
강원 원주시,2023.02.05,1,0,1
강원 원주시,2023.02.06,1,0,1
강원 원주시,2023.02.07,11,0,14
강원 원주시,2023.02.08,2,0,3
강원 원주시,2023.02.09,4,0,5
강원 원주시,2023.02.10,1,0,2
강원 원주시,2023.02.11,4,0,6
강원 원주시,2023.02.12,2,1,3
강원 원주시,2023.02.13,2,0,3
강원 원주시,2023.02.14,5,1,4
강원 원주시,2023.02.15,8,0,10
강원 원주시,2023.02.16,1,0,1
강원 원주시,2023.02.17,3,0,5
강원 원주시,2023.02.18,1,0,2
강원 원주시,2023.02.19,1,0,1
강원 원주시,2023.02.20,6,0,9
강원 원주시,2023.02.21,2,0,4
강원 원주시,2023.02.22,2,0,3
강원 원주시,2023.02.23,5,0,5
강원 원주시,2023.02.24,1,0,1
강원 원주시,2023.02.25,4,0,4
강원 원주시,2023.02.26,4,0,6
강원 원주시,2023.02.27,5,0,6
강원 원주시,2023.02.28,4,1,3
강원 원주시,2023.03.01,1,0,1
강원 원주시,2023.03.02,4,0,6
강원 원주시,2023.03.03,4,0,4
강원 원주시,2023.03.04,5,0,9
강원 원주시,2023.03.05,3,0,3
강원 원주시,2023.03.06,1,0,1
강원 원주시,2023.03.07,1,0,1
강원 원주시,2023.03.08,3,0,3
강원 원주시,2023.03.09,4,0,5
강원 원주시,2023.03.10,4,0,6
강원 원주시,2023.03.11,6,0,9
강원 원주시,2023.03.12,5,0,5
강원 원주시,2023.03.14,6,0,7
강원 원주시,2023.03.15,6,0,15
강원 원주시,2023.03.16,2,0,4
강원 원주시,2023.03.17,3,0,4
강원 원주시,2023.03.18,1,0,1
강원 원주시,2023.03.19,4,0,4
강원 원주시,2023.03.20,4,0,5
강원 원주시,2023.03.21,3,0,3
강원 원주시,2023.03.22,3,0,5
강원 원주시,2023.03.23,6,1,7
강원 원주시,2023.03.24,2,1,1
강원 원주시,2023.03.25,1,0,1
강원 원주시,2023.03.26,3,0,4
강원 원주시,2023.03.27,7,0,8
강원 원주시,2023.03.28,4,0,6
강원 원주시,2023.03.29,2,0,2
강원 원주시,2023.03.30,2,0,4
강원 원주시,2023.03.31,3,0,6
강원 원주시,2023.04.01,3,0,7
강원 원주시,2023.04.02,5,0,8
강원 원주시,2023.04.03,4,0,7
강원 원주시,2023.04.04,7,0,7
강원 원주시,2023.04.05,4,0,6
강원 원주시,2023.04.06,3,0,4
강원 원주시,2023.04.07,6,0,7
강원 원주시,2023.04.08,2,0,3
강원 원주시,2023.04.09,1,0,3
강원 원주시,2023.04.10,3,0,3
강원 원주시,2023.04.11,3,0,10
강원 원주시,2023.04.12,4,0,5
강원 원주시,2023.04.13,2,0,3
강원 원주시,2023.04.14,3,0,4
강원 원주시,2023.04.15,2,0,4
강원 원주시,2023.04.16,4,0,6
강원 원주시,2023.04.17,5,0,11
강원 원주시,2023.04.18,3,0,3
강원 원주시,2023.04.19,5,0,6
강원 원주시,2023.04.20,3,1,8
강원 원주시,2023.04.22,3,0,3
강원 원주시,2023.04.23,3,0,5
강원 원주시,2023.04.24,3,0,3
강원 원주시,2023.04.25,4,0,7
강원 원주시,2023.04.26,7,0,8
강원 원주시,2023.04.27,3,0,5
강원 원주시,2023.04.28,5,0,5
강원 원주시,2023.04.29,2,0,3
강원 원주시,2023.04.30,3,0,5
강원 원주시,2023.05.01,12,0,13
강원 원주시,2023.05.02,3,0,4
강원 원주시,2023.05.03,4,0,5
강원 원주시,2023.05.04,1,0,1
강원 원주시,2023.05.05,3,0,3
강원 원주시,2023.05.06,5,0,10
강원 원주시,2023.05.07,4,0,9
강원 원주시,2023.05.08,1,0,1
강원 원주시,2023.05.09,1,0,1
강원 원주시,2023.05.10,9,0,11
강원 원주시,2023.05.11,1,0,1
강원 원주시,2023.05.12,6,0,8
강원 원주시,2023.05.13,5,0,6
강원 원주시,2023.05.14,6,0,8
강원 원주시,2023.05.15,2,0,9
강원 원주시,2023.05.16,3,0,7
강원 원주시,2023.05.17,7,0,11
강원 원주시,2023.05.18,2,0,2
강원 원주시,2023.05.19,5,1,6
강원 원주시,2023.05.20,5,0,11
강원 원주시,2023.05.21,2,0,2
강원 원주시,2023.05.22,7,0,7
강원 원주시,2023.05.23,7,0,7
강원 원주시,2023.05.24,1,0,1
강원 원주시,2023.05.25,5,0,9
강원 원주시,2023.05.26,5,0,7
강원 원주시,2023.05.27,3,0,4
강원 원주시,2023.05.28,4,0,11
강원 원주시,2023.05.29,5,0,10
강원 원주시,2023.05.30,6,0,10
강원 원주시,2023.05.31,6,0,9
강원 원주시,2023.06.01,5,0,6
강원 원주시,2023.06.02,3,0,4
강원 원주시,2023.06.03,2,0,5
강원 원주시,2023.06.04,1,0,3
강원 원주시,2023.06.05,5,1,10
강원 원주시,2023.06.06,4,0,5
강원 원주시,2023.06.07,5,0,6
강원 원주시,2023.06.08,1,0,1
강원 원주시,2023.06.09,5,0,6
강원 원주시,2023.06.10,3,0,5
강원 원주시,2023.06.11,6,0,9
강원 원주시,2023.06.12,3,0,16
강원 원주시,2023.06.13,8,0,11
강원 원주시,2023.06.14,6,0,9
강원 원주시,2023.06.15,4,0,5
강원 원주시,2023.06.16,3,0,4
강원 원주시,2023.06.17,4,0,7
강원 원주시,2023.06.18,1,0,1
강원 원주시,2023.06.19,4,0,5
강원 원주시,2023.06.20,4,0,9
강원 원주시,2023.06.21,4,0,4
강원 원주시,2023.06.22,5,0,14
강원 원주시,2023.06.23,8,1,9
강원 원주시,2023.06.24,5,1,7
강원 원주시,2023.06.25,6,0,8
강원 원주시,2023.06.26,6,0,8
강원 원주시,2023.06.27,5,0,7
강원 원주시,2023.06.28,6,0,7
강원 원주시,2023.06.29,3,0,7
강원 원주시,2023.06.30,2,0,3
강원 원주시,2023.07.01,6,0,8
강원 원주시,2023.07.02,2,0,3
강원 원주시,2023.07.03,6,0,15
강원 원주시,2023.07.04,2,0,3
강원 원주시,2023.07.05,1,0,2
강원 원주시,2023.07.06,2,0,2
강원 원주시,2023.07.07,1,0,1
강원 원주시,2023.07.08,3,0,5
강원 원주시,2023.07.09,1,0,1
강원 원주시,2023.07.10,5,0,11
강원 원주시,2023.07.11,6,0,7
강원 원주시,2023.07.13,3,0,4
강원 원주시,2023.07.14,5,0,6
강원 원주시,2023.07.15,3,0,6
강원 원주시,2023.07.16,3,0,4
강원 원주시,2023.07.17,4,0,4
강원 원주시,2023.07.18,1,0,1
강원 원주시,2023.07.19,10,0,11
강원 원주시,2023.07.20,2,0,2
강원 원주시,2023.07.21,7,0,15
강원 원주시,2023.07.22,6,0,8
강원 원주시,2023.07.23,3,0,3
강원 원주시,2023.07.24,2,0,3
강원 원주시,2023.07.25,1,0,1
강원 원주시,2023.07.26,2,0,2
강원 원주시,2023.07.27,10,0,12
강원 원주시,2023.07.28,6,0,10
강원 원주시,2023.07.29,1,0,2
강원 원주시,2023.07.30,2,0,5
강원 원주시,2023.07.31,7,0,22
강원 원주시,2023.08.01,5,0,5
강원 원주시,2023.08.02,3,0,8
강원 원주시,2023.08.03,7,0,9
강원 원주시,2023.08.04,6,1,6
강원 원주시,2023.08.05,4,0,6
강원 원주시,2023.08.06,3,0,6
강원 원주시,2023.08.07,2,0,3
강원 원주시,2023.08.08,2,0,3
강원 원주시,2023.08.09,7,0,7
강원 원주시,2023.08.10,2,0,8
강원 원주시,2023.08.11,2,0,4
강원 원주시,2023.08.12,3,0,5
강원 원주시,2023.08.13,3,0,4
강원 원주시,2023.08.14,5,0,10
강원 원주시,2023.08.15,4,0,6
강원 원주시,2023.08.16,7,0,11
강원 원주시,2023.08.17,3,0,4
강원 원주시,2023.08.18,7,0,8
강원 원주시,2023.08.19,5,0,8
강원 원주시,2023.08.20,1,0,1
강원 원주시,2023.08.21,4,0,7
강원 원주시,2023.08.22,11,0,14
강원 원주시,2023.08.23,11,1,12
강원 원주시,2023.08.24,3,0,5
강원 원주시,2023.08.25,5,0,5
강원 원주시,2023.08.26,4,0,4
강원 원주시,2023.08.27,1,0,1
강원 원주시,2023.08.28,2,0,3
강원 원주시,2023.08.29,3,0,4
강원 원주시,2023.08.30,6,1,6
강원 원주시,2023.08.31,4,0,5
강원 원주시,2023.09.01,5,0,7
강원 원주시,2023.09.02,6,0,13
강원 원주시,2023.09.04,1,0,1
강원 원주시,2023.09.05,3,0,3
강원 원주시,2023.09.06,6,0,9
강원 원주시,2023.09.07,9,0,14
강원 원주시,2023.09.08,7,0,12
강원 원주시,2023.09.09,6,0,9
강원 원주시,2023.09.10,4,0,4
강원 원주시,2023.09.11,8,0,11
강원 원주시,2023.09.12,6,0,10
강원 원주시,2023.09.13,7,0,8
강원 원주시,2023.09.14,2,0,3
강원 원주시,2023.09.15,5,0,7
강원 원주시,2023.09.16,4,0,5
강원 원주시,2023.09.17,4,0,6
강원 원주시,2023.09.18,3,0,3
강원 원주시,2023.09.19,3,0,7
강원 원주시,2023.09.20,8,0,13
강원 원주시,2023.09.21,2,0,2
강원 원주시,2023.09.22,4,0,4
강원 원주시,2023.09.23,3,0,3
강원 원주시,2023.09.24,4,0,5
강원 원주시,2023.09.25,7,0,8
강원 원주시,2023.09.27,6,0,11
강원 원주시,2023.09.28,3,0,6
강원 원주시,2023.09.29,1,0,2
강원 원주시,2023.09.30,2,0,2
강원 원주시,2023.10.01,1,0,1
강원 원주시,2023.10.02,4,0,7
강원 원주시,2023.10.03,2,0,4
강원 원주시,2023.10.04,8,1,10
강원 원주시,2023.10.05,5,0,9
강원 원주시,2023.10.06,5,0,7
강원 원주시,2023.10.07,5,0,10
강원 원주시,2023.10.08,4,0,6
강원 원주시,2023.10.09,3,0,7
강원 원주시,2023.10.11,2,0,3
강원 원주시,2023.10.12,7,0,9
강원 원주시,2023.10.13,7,0,7
강원 원주시,2023.10.14,2,0,3
강원 원주시,2023.10.15,3,0,3
강원 원주시,2023.10.16,2,0,3
강원 원주시,2023.10.17,8,1,13
강원 원주시,2023.10.18,6,0,12
강원 원주시,2023.10.19,7,0,7
강원 원주시,2023.10.20,5,0,5
강원 원주시,2023.10.21,4,0,6
강원 원주시,2023.10.22,2,0,2
강원 원주시,2023.10.23,2,0,3
강원 원주시,2023.10.24,1,0,1
강원 원주시,2023.10.26,7,0,7
강원 원주시,2023.10.27,6,0,7
강원 원주시,2023.10.28,2,0,2
강원 원주시,2023.10.29,2,0,6
강원 원주시,2023.10.30,4,0,7
강원 원주시,2023.10.31,5,0,6
강원 원주시,2023.11.01,2,0,3
강원 원주시,2023.11.02,5,0,9
강원 원주시,2023.11.03,3,0,4
강원 원주시,2023.11.04,5,0,12
강원 원주시,2023.11.05,3,0,4
강원 원주시,2023.11.06,7,0,9
강원 원주시,2023.11.07,6,0,10
강원 원주시,2023.11.08,7,0,7
강원 원주시,2023.11.09,4,0,5
강원 원주시,2023.11.10,6,0,6
강원 원주시,2023.11.11,2,0,3
강원 원주시,2023.11.12,1,0,2
강원 원주시,2023.11.13,3,0,3
강원 원주시,2023.11.14,3,0,4
강원 원주시,2023.11.15,3,0,6
강원 원주시,2023.11.16,3,0,3
강원 원주시,2023.11.17,4,0,11
강원 원주시,2023.11.18,2,0,2
강원 원주시,2023.11.19,2,0,2
강원 원주시,2023.11.20,4,0,4
강원 원주시,2023.11.21,5,1,6
강원 원주시,2023.11.22,6,1,6
강원 원주시,2023.11.23,9,0,13
강원 원주시,2023.11.24,7,0,11
강원 원주시,2023.11.25,3,0,3
강원 원주시,2023.11.26,1,0,2
강원 원주시,2023.11.27,2,0,2
강원 원주시,2023.11.28,3,0,4
강원 원주시,2023.11.29,1,0,1
강원 원주시,2023.11.30,5,0,5
강원 원주시,2023.12.01,3,0,5
강원 원주시,2023.12.02,1,0,1
강원 원주시,2023.12.04,4,0,5
강원 원주시,2023.12.05,3,0,4
강원 원주시,2023.12.06,2,0,3
강원 원주시,2023.12.07,9,0,9
강원 원주시,2023.12.08,4,0,4
강원 원주시,2023.12.09,4,0,6
강원 원주시,2023.12.10,3,1,3
강원 원주시,2023.12.11,8,0,11
강원 원주시,2023.12.12,4,0,4
강원 원주시,2023.12.13,1,0,2
강원 원주시,2023.12.14,6,0,11
강원 원주시,2023.12.15,4,0,4
강원 원주시,2023.12.16,1,0,2
강원 원주시,2023.12.17,3,0,5
강원 원주시,2023.12.18,3,0,3
강원 원주시,2023.12.19,4,0,14
강원 원주시,2023.12.20,1,0,1
강원 원주시,2023.12.21,4,1,5
강원 원주시,2023.12.22,7,0,7
강원 원주시,2023.12.24,6,0,8
강원 원주시,2023.12.25,1,0,2
강원 원주시,2023.12.26,4,0,4
강원 원주시,2023.12.27,5,1,4
강원 원주시,2023.12.29,1,0,3
강원 원주시,2023.12.30,6,0,9
강원 춘천시,2023.01.02,5,0,7
강원 춘천시,2023.01.03,3,0,4
강원 춘천시,2023.01.04,4,0,4
강원 춘천시,2023.01.05,6,0,8
강원 춘천시,2023.01.06,7,0,13
강원 춘천시,2023.01.07,3,0,6
강원 춘천시,2023.01.08,1,0,1
강원 춘천시,2023.01.09,5,0,9
강원 춘천시,2023.01.10,3,0,8
강원 춘천시,2023.01.11,2,0,2
강원 춘천시,2023.01.12,4,0,4
강원 춘천시,2023.01.13,2,0,2
강원 춘천시,2023.01.14,2,0,2
강원 춘천시,2023.01.15,2,0,3
강원 춘천시,2023.01.16,2,0,4
강원 춘천시,2023.01.17,2,0,3
