,game_id,stadium_code,sports_type,game_date,day_of_week,is_holiday,start_time,end_time,home_team_win,match_type,audience
0,1,DJ02,야구,2023-03-13,월,,0 days 14:00:00,0 days 17:00:00,1,시범경기,
1,2,SO04,야구,2023-03-13,월,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
2,3,CW01,야구,2023-03-13,월,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
3,4,BS02,야구,2023-03-13,월,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
4,5,DG03,야구,2023-03-13,월,,0 days 14:00:00,0 days 17:00:00,1,시범경기,
5,6,DJ02,야구,2023-03-14,화,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
6,7,SO04,야구,2023-03-14,화,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
7,8,CW01,야구,2023-03-14,화,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
8,9,BS02,야구,2023-03-14,화,,0 days 14:00:00,0 days 17:00:00,1,시범경기,
9,10,DG03,야구,2023-03-14,화,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
10,11,SO04,야구,2023-03-15,수,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
11,12,DJ02,야구,2023-03-15,수,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
12,13,DG03,야구,2023-03-15,수,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
13,14,CW01,야구,2023-03-15,수,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
14,15,BS02,야구,2023-03-15,수,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
15,16,SO04,야구,2023-03-16,목,,0 days 14:00:00,0 days 17:00:00,1,시범경기,
16,17,DJ02,야구,2023-03-16,목,,0 days 14:00:00,0 days 17:00:00,1,시범경기,
17,18,DG03,야구,2023-03-16,목,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
18,19,CW01,야구,2023-03-16,목,,0 days 14:00:00,0 days 17:00:00,1,시범경기,
19,20,BS02,야구,2023-03-16,목,,0 days 14:00:00,0 days 17:00:00,0,시범경기,
20,21,DG03,야구,2023-03-18,토,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
21,22,BS02,야구,2023-03-18,토,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
22,23,GJ02,야구,2023-03-18,토,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
23,24,CW01,야구,2023-03-18,토,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
24,25,DJ02,야구,2023-03-18,토,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
25,26,DG03,야구,2023-03-19,일,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
26,27,BS02,야구,2023-03-19,일,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
27,28,GJ02,야구,2023-03-19,일,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
28,29,CW01,야구,2023-03-19,일,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
29,30,DJ02,야구,2023-03-19,일,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
30,31,GJ02,야구,2023-03-20,월,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
31,32,DG03,야구,2023-03-20,월,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
32,33,SU03,야구,2023-03-20,월,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
33,34,DJ02,야구,2023-03-20,월,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
34,35,CW01,야구,2023-03-20,월,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
35,36,GJ02,야구,2023-03-21,화,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
36,37,DG03,야구,2023-03-21,화,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
37,38,SU03,야구,2023-03-21,화,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
38,39,DJ02,야구,2023-03-21,화,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
39,40,CW01,야구,2023-03-21,화,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
40,41,SU03,야구,2023-03-23,목,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
41,42,CW01,야구,2023-03-23,목,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
42,43,DJ02,야구,2023-03-23,목,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
43,44,GJ02,야구,2023-03-23,목,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
44,45,SO04,야구,2023-03-23,목,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
45,46,SU03,야구,2023-03-24,금,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
46,47,CW01,야구,2023-03-24,금,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
47,48,DJ02,야구,2023-03-24,금,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
48,49,GJ02,야구,2023-03-24,금,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
49,50,SO04,야구,2023-03-24,금,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
50,51,SO04,야구,2023-03-25,토,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
51,52,SU03,야구,2023-03-25,토,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
52,53,SO05,야구,2023-03-25,토,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
53,54,BS02,야구,2023-03-25,토,,0 days 18:00:00,0 days 21:00:00,0,시범경기,
54,55,GJ02,야구,2023-03-25,토,,0 days 18:00:00,0 days 21:00:00,0,시범경기,
55,56,BS02,야구,2023-03-26,일,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
56,57,SO04,야구,2023-03-26,일,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
57,58,GJ02,야구,2023-03-26,일,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
58,59,SU03,야구,2023-03-26,일,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
59,60,SO05,야구,2023-03-26,일,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
60,61,SU03,야구,2023-03-27,월,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
61,62,SO04,야구,2023-03-27,월,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
62,63,SO05,야구,2023-03-27,월,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
63,64,DG03,야구,2023-03-27,월,,0 days 18:00:00,0 days 21:00:00,0,시범경기,
64,65,BS02,야구,2023-03-27,월,,0 days 18:00:00,0 days 21:00:00,1,시범경기,
65,66,DG03,야구,2023-03-28,화,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
66,67,BS02,야구,2023-03-28,화,,0 days 13:00:00,0 days 16:00:00,1,시범경기,
67,68,SU03,야구,2023-03-28,화,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
68,69,SO04,야구,2023-03-28,화,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
69,70,SO05,야구,2023-03-28,화,,0 days 13:00:00,0 days 16:00:00,0,시범경기,
70,71,SO04,야구,2023-04-01,토,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,16000.0
71,72,IC02,야구,2023-04-01,토,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,23000.0
72,73,SU03,야구,2023-04-01,토,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,18700.0
73,74,SO05,야구,2023-04-01,토,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,23750.0
74,75,DG03,야구,2023-04-01,토,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,24000.0
75,76,SO04,야구,2023-04-02,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,11562.0
76,77,IC02,야구,2023-04-02,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,23000.0
77,78,SU03,야구,2023-04-02,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,14700.0
78,79,SO05,야구,2023-04-02,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,23750.0
79,80,DG03,야구,2023-04-02,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,18483.0
80,81,DG03,야구,2023-04-04,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,5936.0
81,82,SU03,야구,2023-04-04,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,
82,83,SO04,야구,2023-04-04,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4510.0
83,84,IC02,야구,2023-04-04,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,5809.0
84,85,SO05,야구,2023-04-04,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3924.0
85,86,DG03,야구,2023-04-05,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,
86,87,SU03,야구,2023-04-05,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,
87,88,SO04,야구,2023-04-05,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,4194.0
88,89,IC02,야구,2023-04-05,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,
89,90,SO05,야구,2023-04-05,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,2172.0
90,91,DG03,야구,2023-04-06,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,6525.0
91,92,SU03,야구,2023-04-06,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,
92,93,SO04,야구,2023-04-06,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4556.0
93,94,IC02,야구,2023-04-06,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,
94,95,SO05,야구,2023-04-06,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3724.0
95,96,BS02,야구,2023-04-07,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,14734.0
96,97,GJ02,야구,2023-04-07,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,12821.0
97,98,DJ02,야구,2023-04-07,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,10415.0
98,99,SO05,야구,2023-04-07,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,17201.0
99,100,CW01,야구,2023-04-07,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6867.0
100,101,BS02,야구,2023-04-08,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,16555.0
101,102,GJ02,야구,2023-04-08,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,16432.0
102,103,DJ02,야구,2023-04-08,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,11232.0
103,104,SO05,야구,2023-04-08,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,22141.0
104,105,CW01,야구,2023-04-08,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,9763.0
105,106,BS02,야구,2023-04-09,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,12283.0
106,107,GJ02,야구,2023-04-09,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,14070.0
107,108,DJ02,야구,2023-04-09,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,9455.0
108,109,SO05,야구,2023-04-09,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,20439.0
109,110,CW01,야구,2023-04-09,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,7686.0
110,111,GJ02,야구,2023-04-11,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,3623.0
111,112,CW01,야구,2023-04-11,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,2069.0
112,113,BS02,야구,2023-04-11,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,5286.0
113,114,DG03,야구,2023-04-11,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,3907.0
114,115,SO05,야구,2023-04-11,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,4372.0
115,116,GJ02,야구,2023-04-12,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,5252.0
116,117,CW01,야구,2023-04-12,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,2448.0
117,118,BS02,야구,2023-04-12,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6519.0
118,119,DG03,야구,2023-04-12,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,5405.0
119,120,SO05,야구,2023-04-12,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,
120,121,GJ02,야구,2023-04-13,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,5457.0
121,122,CW01,야구,2023-04-13,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3174.0
122,123,BS02,야구,2023-04-13,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6505.0
123,124,DG03,야구,2023-04-13,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4648.0
124,125,SO05,야구,2023-04-13,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,6917.0
125,126,SU03,야구,2023-04-14,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,7145.0
126,127,SO04,야구,2023-04-14,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,8043.0
127,128,DG03,야구,2023-04-14,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,9124.0
128,129,IC02,야구,2023-04-14,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,8218.0
129,130,SO05,야구,2023-04-14,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,16528.0
130,131,SU03,야구,2023-04-15,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,13212.0
131,132,SO04,야구,2023-04-15,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,13752.0
132,133,DG03,야구,2023-04-15,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,18231.0
133,134,IC02,야구,2023-04-15,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,13956.0
134,135,SO05,야구,2023-04-15,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,21243.0
135,136,SU03,야구,2023-04-16,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,13010.0
136,137,SO04,야구,2023-04-16,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,11265.0
137,138,DG03,야구,2023-04-16,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,16076.0
138,139,IC02,야구,2023-04-16,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,13460.0
139,140,SO05,야구,2023-04-16,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,20090.0
140,141,BS02,야구,2023-04-18,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3829.0
141,142,SO05,야구,2023-04-18,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,6574.0
142,143,DJ02,야구,2023-04-18,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4012.0
143,144,SU03,야구,2023-04-18,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3398.0
144,145,SO04,야구,2023-04-18,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,3104.0
145,146,BS02,야구,2023-04-19,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4869.0
146,147,SO05,야구,2023-04-19,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,7090.0
147,148,DJ02,야구,2023-04-19,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,4212.0
148,149,SU03,야구,2023-04-19,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3405.0
149,150,SO04,야구,2023-04-19,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,3869.0
150,151,BS02,야구,2023-04-20,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6423.0
151,152,SO05,야구,2023-04-20,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,9090.0
152,153,DJ02,야구,2023-04-20,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4122.0
153,154,SU03,야구,2023-04-20,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4472.0
154,155,SO04,야구,2023-04-20,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3918.0
155,156,SO05,야구,2023-04-21,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,6896.0
156,157,DJ02,야구,2023-04-21,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,6004.0
157,158,CW01,야구,2023-04-21,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,12613.0
158,159,GJ02,야구,2023-04-21,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6870.0
159,160,IC02,야구,2023-04-21,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,12374.0
160,161,SO05,야구,2023-04-22,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,13410.0
161,162,DJ02,야구,2023-04-22,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,11152.0
162,163,CW01,야구,2023-04-22,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,15130.0
163,164,GJ02,야구,2023-04-22,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,12990.0
164,165,IC02,야구,2023-04-22,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,16535.0
165,166,SO05,야구,2023-04-23,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,10151.0
166,167,DJ02,야구,2023-04-23,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,9023.0
167,168,CW01,야구,2023-04-23,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,13286.0
168,169,GJ02,야구,2023-04-23,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,10026.0
169,170,IC02,야구,2023-04-23,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,15878.0
170,171,BS02,야구,2023-04-25,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,
171,172,SO04,야구,2023-04-25,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,2956.0
172,173,GJ02,야구,2023-04-25,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,2216.0
173,174,DG03,야구,2023-04-25,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,
174,175,SO05,야구,2023-04-25,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,7344.0
175,176,BS02,야구,2023-04-26,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,7905.0
176,177,SO04,야구,2023-04-26,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,2489.0
177,178,GJ02,야구,2023-04-26,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,4798.0
178,179,DG03,야구,2023-04-26,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,9213.0
179,180,SO05,야구,2023-04-26,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,10419.0
180,181,BS02,야구,2023-04-27,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,10393.0
181,182,SO04,야구,2023-04-27,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3024.0
182,183,GJ02,야구,2023-04-27,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6017.0
183,184,DG03,야구,2023-04-27,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,8473.0
184,185,SO05,야구,2023-04-27,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,13061.0
185,186,SO05,야구,2023-04-28,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,22695.0
186,187,DJ02,야구,2023-04-28,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,7242.0
187,188,IC02,야구,2023-04-28,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,14909.0
188,189,SU03,야구,2023-04-28,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,7314.0
189,190,BS02,야구,2023-04-28,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,14343.0
190,191,SO05,야구,2023-04-29,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,23750.0
191,192,DJ02,야구,2023-04-29,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,7813.0
192,193,IC02,야구,2023-04-29,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,20180.0
193,194,SU03,야구,2023-04-29,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,12039.0
194,195,BS02,야구,2023-04-29,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,
195,196,SO05,야구,2023-04-30,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,23750.0
196,197,DJ02,야구,2023-04-30,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,10442.0
197,198,IC02,야구,2023-04-30,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,21026.0
198,199,SU03,야구,2023-04-30,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,14582.0
199,200,BS02,야구,2023-04-30,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,22990.0
200,201,SO05,야구,2023-05-02,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,9834.0
201,202,IC02,야구,2023-05-02,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6950.0
202,203,CW01,야구,2023-05-02,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,3939.0
203,204,GJ02,야구,2023-05-02,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,8892.0
204,205,DG03,야구,2023-05-02,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,10624.0
205,206,SO05,야구,2023-05-03,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,14271.0
206,207,IC02,야구,2023-05-03,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,7703.0
207,208,CW01,야구,2023-05-03,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,4874.0
208,209,GJ02,야구,2023-05-03,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,13815.0
209,210,DG03,야구,2023-05-03,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,13394.0
210,211,SO05,야구,2023-05-04,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,10825.0
211,212,IC02,야구,2023-05-04,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,7529.0
212,213,CW01,야구,2023-05-04,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,
213,214,GJ02,야구,2023-05-04,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,
214,215,DG03,야구,2023-05-04,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,12076.0
215,216,CW01,야구,2023-05-05,금,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,
216,217,DJ02,야구,2023-05-05,금,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,
217,218,SO05,야구,2023-05-05,금,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,
218,219,SO04,야구,2023-05-05,금,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,16000.0
219,220,BS02,야구,2023-05-05,금,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,
220,221,SO05,야구,2023-05-06,토,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,
221,222,CW01,야구,2023-05-06,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,
222,223,DJ02,야구,2023-05-06,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,
223,224,SO04,야구,2023-05-06,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,11063.0
224,225,BS02,야구,2023-05-06,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,
225,226,CW01,야구,2023-05-07,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,
226,227,DJ02,야구,2023-05-07,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,8551.0
227,228,SO05,야구,2023-05-07,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,22073.0
228,229,SO04,야구,2023-05-07,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,7623.0
229,230,BS02,야구,2023-05-07,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,
230,231,SU03,야구,2023-05-09,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,2764.0
231,232,BS02,야구,2023-05-09,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,11643.0
232,233,GJ02,야구,2023-05-09,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,8916.0
233,234,DJ02,야구,2023-05-09,화,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,5014.0
234,235,SO05,야구,2023-05-09,화,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,10421.0
235,236,SU03,야구,2023-05-10,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,3734.0
236,237,BS02,야구,2023-05-10,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,11435.0
237,238,GJ02,야구,2023-05-10,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,8481.0
238,239,DJ02,야구,2023-05-10,수,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,5865.0
239,240,SO05,야구,2023-05-10,수,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,12125.0
240,241,SU03,야구,2023-05-11,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,3934.0
241,242,BS02,야구,2023-05-11,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,13350.0
242,243,GJ02,야구,2023-05-11,목,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,8898.0
243,244,DJ02,야구,2023-05-11,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,6007.0
244,245,SO05,야구,2023-05-11,목,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,11773.0
245,246,IC02,야구,2023-05-12,금,,0 days 18:30:00,0 days 21:30:00,0,페넌트레이스,14395.0
246,247,SO05,야구,2023-05-12,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,20563.0
247,248,DG03,야구,2023-05-12,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,13765.0
248,249,SU03,야구,2023-05-12,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,10937.0
249,250,SO04,야구,2023-05-12,금,,0 days 18:30:00,0 days 21:30:00,1,페넌트레이스,3866.0
250,251,IC02,야구,2023-05-13,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,23000.0
251,252,SO05,야구,2023-05-13,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,23750.0
252,253,DG03,야구,2023-05-13,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,21817.0
253,254,SU03,야구,2023-05-13,토,,0 days 17:00:00,0 days 20:00:00,0,페넌트레이스,18700.0
254,255,SO04,야구,2023-05-13,토,,0 days 17:00:00,0 days 20:00:00,1,페넌트레이스,6573.0
255,256,IC02,야구,2023-05-14,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,20757.0
256,257,SO05,야구,2023-05-14,일,,0 days 14:00:00,0 days 17:00:00,1,페넌트레이스,23750.0
257,258,DG03,야구,2023-05-14,일,,0 days 14:00:00,0 days 17:00:00,0,페넌트레이스,18569.0
