시즌,대회,대회명,경기번호,일자,홈팀,상대,경기결과,경기장,관중수,원정팀,비고
2024,K리그1,하나은행 K리그1 2024,158,2024.8.16,서울,제주,1:00,서울 월드컵,"18,029",477,
2024,K리그1,하나은행 K리그1 2024,159,2024.8.17,전북,포항,2:01,전주 월드컵,"14,814","1,256",주말
2024,K리그1,하나은행 K리그1 2024,160,2024.8.17,대전,인천,2:01,대전 월드컵,"8,618","1,590",주말
2024,K리그1,하나은행 K리그1 2024,161,2024.8.18,울산,수원FC,1:02,울산 문수,"13,204",165,주말
2024,K리그1,하나은행 K리그1 2024,162,2024.8.18,강원,광주,3:02,강릉 종합,"13,170",379,주말
2024,K리그1,하나은행 K리그1 2024,163,2024.8.24,포항,대구,1:02,포항 스틸야드,"10,691","1,130",주말
2024,K리그1,하나은행 K리그1 2024,164,2024.8.24,인천,전북,0:01,인천 전용,"15,422","2,122",주말
2024,K리그1,하나은행 K리그1 2024,165,2024.8.24,서울,강원,2:00,서울 월드컵,"34,086","3,749",주말
2024,K리그1,하나은행 K리그1 2024,166,2024.8.25,광주,울산,0:01,광주 전용,"5,081",721,주말
2024,K리그1,하나은행 K리그1 2024,167,2024.8.25,수원FC,제주,5:00,수원 종합,"3,275",201,주말
2024,K리그1,하나은행 K리그1 2024,168,2024.8.25,김천,대전,2:02,김천 종합,"3,261","1,028",주말
2024,K리그1,하나은행 K리그1 2024,169,2024.8.31,울산,포항,5:04,울산 문수,"22,106","2,551",주말
2024,K리그1,하나은행 K리그1 2024,170,2024.8.31,대구,인천,1:02,대구iM뱅크PARK,"11,994",622,주말
2024,K리그1,하나은행 K리그1 2024,171,2024.9.1,제주,김천,1:00,제주 월드컵,"5,469",152,주말
2024,K리그1,하나은행 K리그1 2024,172,2024.9.1,전북,서울,0:00,전주 월드컵,"22,749","1,918",주말
2024,K리그1,하나은행 K리그1 2024,173,2024.9.1,대전,광주,2:00,대전 월드컵,"7,445",615,주말
2024,K리그1,하나은행 K리그1 2024,174,2024.9.1,강원,수원FC,2:02,강릉 종합,"12,292",290,주말
2024,K리그1,하나은행 K리그1 2024,175,2024.9.13,울산,강원,2:00,울산 문수,"22,010",596,
2024,K리그1,하나은행 K리그1 2024,176,2024.9.13,광주,포항,2:01,광주 전용,"3,136",350,
2024,K리그1,하나은행 K리그1 2024,177,2024.9.14,서울,대전,2:03,서울 월드컵,"26,790","2,038",주말
2024,K리그1,하나은행 K리그1 2024,178,2024.9.14,제주,대구,0:04,제주 월드컵,"7,746",481,주말
2024,K리그1,하나은행 K리그1 2024,179,2024.9.14,수원FC,전북,0:06,수원 종합,"9,136","2,076",주말
2024,K리그1,하나은행 K리그1 2024,180,2024.9.15,김천,인천,2:00,김천 종합,"3,315",662,주말
2024,K리그1,하나은행 K리그1 2024,181,2024.9.21,수원FC,김천,2:04,수원 종합,"3,059",162,주말
2024,K리그1,하나은행 K리그1 2024,182,2024.9.21,대구,서울,1:01,대구iM뱅크PARK,"11,837",622,주말
2024,K리그1,하나은행 K리그1 2024,183,2024.9.22,포항,강원,2:01,포항 스틸야드,"9,427",845,주말
2024,K리그1,하나은행 K리그1 2024,184,2024.9.22,광주,제주,0:02,광주 전용,"3,468",110,주말
2024,K리그1,하나은행 K리그1 2024,185,2024.9.22,인천,울산,0:00,인천 전용,"13,888","2,100",주말
2024,K리그1,하나은행 K리그1 2024,186,2024.9.22,대전,전북,0:00,대전 월드컵,"18,473","5,048",주말
2024,K리그1,하나은행 K리그1 2024,187,2024.9.27,포항,인천,1:00,포항 스틸야드,"6,332",331,
2024,K리그1,하나은행 K리그1 2024,188,2024.9.27,대전,울산,0:01,대전 월드컵,"11,219","1,885",
2024,K리그1,하나은행 K리그1 2024,189,2024.9.28,강원,대구,1:01,강릉 종합,"12,677",939,주말
2024,K리그1,하나은행 K리그1 2024,190,2024.9.28,전북,제주,2:01,전주 월드컵,"21,386",356,주말
2024,K리그1,하나은행 K리그1 2024,191,2024.9.28,김천,광주,2:00,김천 종합,"3,238",210,주말
2024,K리그1,하나은행 K리그1 2024,192,2024.9.29,서울,수원FC,1:00,서울 월드컵,"31,037","1,111",주말
2024,K리그1,하나은행 K리그1 2024,193,2024.10.6,울산,김천,2:01,울산 문수,"24,417",639,주말
2024,K리그1,하나은행 K리그1 2024,194,2024.10.6,광주,서울,3:01,광주 전용,"6,357","1,234",주말
2024,K리그1,하나은행 K리그1 2024,195,2024.10.6,대구,전북,4:03,대구iM뱅크PARK,"12,072",622,주말
2024,K리그1,하나은행 K리그1 2024,196,2024.10.6,인천,강원,1:03,인천 전용,"14,434","2,119",주말
2024,K리그1,하나은행 K리그1 2024,197,2024.10.6,제주,대전,2:01,제주 월드컵,"6,766",585,주말
2024,K리그1,하나은행 K리그1 2024,198,2024.10.6,포항,수원FC,1:01,포항 스틸야드,"9,513",246,주말
2024,K리그1,하나은행 K리그1 2024,199,2024.10.18,포항,수원FC,1:01,포항 스틸야드,"4,611",67,
2024,K리그1,하나은행 K리그1 2024,200,2024.10.18,광주,대구,1:01,광주 전용,"2,447",658,
2024,K리그1,하나은행 K리그1 2024,201,2024.10.19,전북,대전,0:02,전주 월드컵,"18,261","2,189",주말
2024,K리그1,하나은행 K리그1 2024,202,2024.10.19,김천,울산,0:00,김천 종합,"5,636","2,348",주말
2024,K리그1,하나은행 K리그1 2024,203,2024.10.19,인천,제주,1:02,인천 전용,"7,138",325,주말
2024,K리그1,하나은행 K리그1 2024,204,2024.10.20,강원,서울,1:00,강릉 종합,"12,742","1,000",주말
2024,K리그1,하나은행 K리그1 2024,205,2024.10.26,강원,김천,1:00,강릉 종합,"9,383",107,주말
2024,K리그1,하나은행 K리그1 2024,206,2024.10.26,수원FC,서울,0:01,수원 종합,"7,971","2,076",주말
2024,K리그1,하나은행 K리그1 2024,207,2024.10.27,포항,울산,0:02,포항 스틸야드,"13,212","1,127",주말
2024,K리그1,하나은행 K리그1 2024,208,2024.10.27,대전,대구,1:00,대전 월드컵,"13,405","3,405",주말
2024,K리그1,하나은행 K리그1 2024,209,2024.10.27,인천,광주,1:00,인천 전용,"8,257",631,주말
2024,K리그1,하나은행 K리그1 2024,210,2024.10.27,제주,전북,1:00,제주 월드컵,"6,376",941,주말
2024,K리그1,하나은행 K리그1 2024,211,2024.11.1,울산,강원,2:01,울산 종합,"13,438",724,
2024,K리그1,하나은행 K리그1 2024,212,2024.11.2,전북,인천,0:00,전주 월드컵,"18,244","2,516",주말
2024,K리그1,하나은행 K리그1 2024,213,2024.11.2,서울,포항,1:01,서울 월드컵,"29,377","1,435",주말
2024,K리그1,하나은행 K리그1 2024,214,2024.11.2,김천,수원FC,1:00,김천 종합,"1,910",197,주말
2024,K리그1,하나은행 K리그1 2024,215,2024.11.2,광주,대전,0:00,광주 전용,"4,666","1,254",주말
2024,K리그1,하나은행 K리그1 2024,216,2024.11.3,대구,제주,2:02,대구iM뱅크PARK,"11,940",622,주말
2024,K리그1,하나은행 K리그1 2024,217,2024.11.9,수원FC,강원,4:00,수원 종합,"6,778","1,986",주말
2024,K리그1,하나은행 K리그1 2024,218,2024.11.10,서울,울산,1:01,서울 월드컵,"37,288","2,955",주말
2024,K리그1,하나은행 K리그1 2024,219,2024.11.10,포항,김천,0:03,포항 스틸야드,"8,632",283,주말
2024,K리그1,하나은행 K리그1 2024,220,2024.11.10,인천,대전,1:02,인천 전용,"14,633","2,119",주말
2024,K리그1,하나은행 K리그1 2024,221,2024.11.10,제주,광주,0:00,제주 월드컵,"7,651",116,주말
2024,K리그1,하나은행 K리그1 2024,222,2024.11.10,전북,대구,3:01,전주 월드컵,"18,985","2,516",주말
2024,K리그1,하나은행 K리그1 2024,223,2024.11.23,울산,수원FC,4:02,울산 문수,"24,096",416,주말
2024,K리그1,하나은행 K리그1 2024,224,2024.11.23,김천,서울,1:03,김천 종합,"5,943","1,937",주말
2024,K리그1,하나은행 K리그1 2024,225,2024.11.23,강원,포항,1:00,강릉 종합,"11,426",553,주말
2024,K리그1,하나은행 K리그1 2024,226,2024.11.24,광주,전북,1:01,광주 전용,"7,957","1,420",주말
2024,K리그1,하나은행 K리그1 2024,227,2024.11.24,대구,인천,1:03,대구iM뱅크PARK,"11,812",615,주말
2024,K리그1,하나은행 K리그1 2024,228,2024.11.24,대전,제주,2:01,대전 월드컵,"12,743",485,주말
