game_id,stadium_code,game_date,day_of_week,is_holiday,start_time,home_team_win,audience,region,accident_count,injury_count,death_count,temperature,precipitation,snow_depth,start_hour,match_시범경기,match_정규시즌,match_포스트시즌,type_농구,type_배구,type_야구,type_여자배구,type_축구
1,DJ02,2023-03-13,월,0,0 days 14:00:00,1,10462.732023842591,대전 중구,3.0,4.0,0.0,8.8,0.0,0.0,14,True,False,False,False,False,True,False,False
2,SO04,2023-03-13,월,0,0 days 14:00:00,0,9441.820069577421,서울 구로구,0.0,0.0,0.0,6.6,0.0,0.0,14,True,False,False,False,False,True,False,False
3,CW01,2023-03-13,월,0,0 days 14:00:00,0,9474.011414847546,경남 창원시,0.0,0.0,0.0,8.3,0.0,0.0,14,True,False,False,False,False,True,False,False
4,BS02,2023-03-13,월,0,0 days 14:00:00,0,13904.27619391022,부산 동래구,2.0,2.0,0.0,9.8,0.0,0.0,14,True,False,False,False,False,True,False,False
5,DG03,2023-03-13,월,0,0 days 14:00:00,1,15106.588094062428,대구 수성구,5.0,8.0,0.0,8.9,0.0,0.0,14,True,False,False,False,False,True,False,False
6,DJ02,2023-03-14,화,0,0 days 14:00:00,0,9701.095144069415,대전 중구,2.0,2.0,0.0,16.6,0.0,0.0,14,True,False,False,False,False,True,False,False
7,SO04,2023-03-14,화,0,0 days 14:00:00,0,12523.568819108921,서울 구로구,0.0,0.0,0.0,15.2,0.0,0.0,14,True,False,False,False,False,True,False,False
8,CW01,2023-03-14,화,0,0 days 14:00:00,0,8379.669002593186,경남 창원시,0.0,0.0,0.0,15.0,0.0,0.0,14,True,False,False,False,False,True,False,False
9,BS02,2023-03-14,화,0,0 days 14:00:00,1,15503.966972271122,부산 동래구,4.0,7.0,0.0,13.2,0.0,0.0,14,True,False,False,False,False,True,False,False
10,DG03,2023-03-14,화,0,0 days 14:00:00,0,17140.50797457056,대구 수성구,3.0,6.0,0.0,17.4,0.0,0.0,14,True,False,False,False,False,True,False,False
11,SO04,2023-03-15,수,0,0 days 13:00:00,0,9415.299951299097,서울 구로구,0.0,0.0,0.0,14.2,0.0,0.0,13,True,False,False,False,False,True,False,False
12,DJ02,2023-03-15,수,0,0 days 13:00:00,0,10161.288787156187,대전 중구,2.0,3.0,0.0,18.6,0.0,0.0,13,True,False,False,False,False,True,False,False
13,DG03,2023-03-15,수,0,0 days 13:00:00,0,15053.657541455832,대구 수성구,4.0,4.0,0.0,19.6,0.0,0.0,13,True,False,False,False,False,True,False,False
14,CW01,2023-03-15,수,0,0 days 13:00:00,0,10886.393270003875,경남 창원시,0.0,0.0,0.0,19.3,0.0,0.0,13,True,False,False,False,False,True,False,False
15,BS02,2023-03-15,수,0,0 days 13:00:00,0,16361.298138342656,부산 동래구,3.0,4.0,0.0,15.5,0.0,0.0,13,True,False,False,False,False,True,False,False
16,SO04,2023-03-16,목,0,0 days 14:00:00,1,8868.821351156143,서울 구로구,0.0,0.0,0.0,8.4,0.0,0.0,14,True,False,False,False,False,True,False,False
17,DJ02,2023-03-16,목,0,0 days 14:00:00,1,8862.53689798132,대전 중구,0.0,0.0,0.0,11.6,0.0,0.0,14,True,False,False,False,False,True,False,False
18,DG03,2023-03-16,목,0,0 days 14:00:00,0,13925.505224986575,대구 수성구,8.0,11.0,0.0,14.6,0.0,0.0,14,True,False,False,False,False,True,False,False
19,CW01,2023-03-16,목,0,0 days 14:00:00,1,8757.887346989442,경남 창원시,0.0,0.0,0.0,14.6,0.0,0.0,14,True,False,False,False,False,True,False,False
20,BS02,2023-03-16,목,0,0 days 14:00:00,0,15132.604820518107,부산 동래구,6.0,7.0,0.0,15.2,0.0,0.0,14,True,False,False,False,False,True,False,False
21,DG03,2023-03-18,토,1,0 days 13:00:00,1,16389.84191244903,대구 수성구,5.0,7.0,0.0,15.4,0.0,0.0,13,True,False,False,False,False,True,False,False
22,BS02,2023-03-18,토,1,0 days 13:00:00,0,17549.703042830468,부산 동래구,1.0,1.0,0.0,15.5,0.0,0.0,13,True,False,False,False,False,True,False,False
23,GJ02,2023-03-18,토,1,0 days 13:00:00,0,11901.213060532158,광주 북구,4.0,4.0,0.0,15.1,0.0,0.0,13,True,False,False,False,False,True,False,False
24,CW01,2023-03-18,토,1,0 days 13:00:00,1,9454.353311404586,경남 창원시,0.0,0.0,0.0,15.8,0.0,0.0,13,True,False,False,False,False,True,False,False
25,DJ02,2023-03-18,토,1,0 days 13:00:00,0,8030.86489116039,대전 중구,3.0,7.0,0.0,13.7,0.0,0.0,13,True,False,False,False,False,True,False,False
26,DG03,2023-03-19,일,1,0 days 13:00:00,1,14703.730620839993,대구 수성구,5.0,6.0,0.0,16.3,0.0,0.0,13,True,False,False,False,False,True,False,False
27,BS02,2023-03-19,일,1,0 days 13:00:00,0,18410.376056906938,부산 동래구,1.0,1.0,0.0,17.4,0.0,0.0,13,True,False,False,False,False,True,False,False
28,GJ02,2023-03-19,일,1,0 days 13:00:00,1,13502.633623932697,광주 북구,7.0,11.0,0.0,15.0,0.0,0.0,13,True,False,False,False,False,True,False,False
29,CW01,2023-03-19,일,1,0 days 13:00:00,1,8951.660719658084,경남 창원시,0.0,0.0,0.0,16.8,0.0,0.0,13,True,False,False,False,False,True,False,False
30,DJ02,2023-03-19,일,1,0 days 13:00:00,1,8546.805768928525,대전 중구,2.0,2.0,0.0,14.0,0.0,0.0,13,True,False,False,False,False,True,False,False
31,GJ02,2023-03-20,월,0,0 days 13:00:00,1,15495.553582283039,광주 북구,10.0,12.0,0.0,18.1,0.0,0.0,13,True,False,False,False,False,True,False,False
32,DG03,2023-03-20,월,0,0 days 13:00:00,1,17947.050514733113,대구 수성구,7.0,10.0,0.0,17.6,0.0,0.0,13,True,False,False,False,False,True,False,False
33,SU03,2023-03-20,월,0,0 days 13:00:00,1,12907.302171884287,경기 수원시,10.0,11.0,0.0,14.6,0.0,0.0,13,True,False,False,False,False,True,False,False
34,DJ02,2023-03-20,월,0,0 days 13:00:00,1,8426.298266674437,대전 중구,3.0,4.0,0.0,18.1,0.0,0.0,13,True,False,False,False,False,True,False,False
35,CW01,2023-03-20,월,0,0 days 13:00:00,0,9688.576344939143,경남 창원시,0.0,0.0,0.0,17.5,0.0,0.0,13,True,False,False,False,False,True,False,False
36,GJ02,2023-03-21,화,0,0 days 13:00:00,0,12238.501966892974,광주 북구,4.0,5.0,0.0,21.8,0.0,0.0,13,True,False,False,False,False,True,False,False
37,DG03,2023-03-21,화,0,0 days 13:00:00,1,18742.44849233317,대구 수성구,6.0,11.0,0.0,20.3,0.0,0.0,13,True,False,False,False,False,True,False,False
38,SU03,2023-03-21,화,0,0 days 13:00:00,0,10541.358132085139,경기 수원시,12.0,15.0,0.0,17.9,0.0,0.0,13,True,False,False,False,False,True,False,False
39,DJ02,2023-03-21,화,0,0 days 13:00:00,0,9167.389058885174,대전 중구,2.0,2.0,0.0,20.6,0.0,0.0,13,True,False,False,False,False,True,False,False
40,CW01,2023-03-21,화,0,0 days 13:00:00,0,10535.085752294608,경남 창원시,0.0,0.0,0.0,18.3,0.0,0.0,13,True,False,False,False,False,True,False,False
41,SU03,2023-03-23,목,0,0 days 13:00:00,0,10930.730394086519,경기 수원시,9.0,10.0,0.0,21.4,0.0,0.0,13,True,False,False,False,False,True,False,False
42,CW01,2023-03-23,목,0,0 days 13:00:00,0,8979.732193009597,경남 창원시,0.0,0.0,0.0,16.5,0.0,0.0,13,True,False,False,False,False,True,False,False
43,DJ02,2023-03-23,목,0,0 days 13:00:00,1,9804.128462953871,대전 중구,3.0,4.0,0.0,16.7,0.0,0.0,13,True,False,False,False,False,True,False,False
44,GJ02,2023-03-23,목,0,0 days 13:00:00,0,15138.042272983092,광주 북구,6.0,10.0,0.0,16.8,0.0,0.0,13,True,False,False,False,False,True,False,False
45,SO04,2023-03-23,목,0,0 days 13:00:00,0,8879.320017015196,서울 구로구,0.0,0.0,0.0,20.8,0.0,0.0,13,True,False,False,False,False,True,False,False
46,SU03,2023-03-24,금,0,0 days 13:00:00,1,9662.655555927282,경기 수원시,15.0,18.0,0.0,14.8,0.0,0.0,13,True,False,False,False,False,True,False,False
47,CW01,2023-03-24,금,0,0 days 13:00:00,0,9036.84420753766,경남 창원시,0.0,0.0,0.0,14.1,0.0,0.0,13,True,False,False,False,False,True,False,False
48,DJ02,2023-03-24,금,0,0 days 13:00:00,1,9968.990895369132,대전 중구,3.0,3.0,0.0,16.3,0.0,0.0,13,True,False,False,False,False,True,False,False
49,GJ02,2023-03-24,금,0,0 days 13:00:00,0,17033.230579446306,광주 북구,5.0,9.0,0.0,12.4,0.0,0.0,13,True,False,False,False,False,True,False,False
50,SO04,2023-03-24,금,0,0 days 13:00:00,0,9549.784081677884,서울 구로구,0.0,0.0,0.0,16.9,0.0,0.0,13,True,False,False,False,False,True,False,False
51,SO04,2023-03-25,토,1,0 days 13:00:00,0,9690.475135807788,서울 구로구,0.0,0.0,0.0,16.9,0.0,0.0,13,True,False,False,False,False,True,False,False
52,SU03,2023-03-25,토,1,0 days 13:00:00,0,9316.724172921542,경기 수원시,15.0,22.0,0.0,15.5,0.0,0.0,13,True,False,False,False,False,True,False,False
53,SO05,2023-03-25,토,1,0 days 13:00:00,0,17468.548600636157,서울 송파구,3.0,5.0,0.0,16.9,0.0,0.0,13,True,False,False,False,False,True,False,False
54,BS02,2023-03-25,토,1,0 days 18:00:00,0,14999.473598997445,부산 동래구,2.0,2.0,0.0,12.1,0.0,0.0,18,True,False,False,False,False,True,False,False
55,GJ02,2023-03-25,토,1,0 days 18:00:00,0,13034.345695965476,광주 북구,3.0,4.0,0.0,12.8,0.0,0.0,18,True,False,False,False,False,True,False,False
56,BS02,2023-03-26,일,1,0 days 13:00:00,0,17005.58872230598,부산 동래구,4.0,7.0,0.0,14.8,0.0,0.0,13,True,False,False,False,False,True,False,False
57,SO04,2023-03-26,일,1,0 days 13:00:00,1,9877.692203223927,서울 구로구,0.0,0.0,0.0,13.6,0.0,0.0,13,True,False,False,False,False,True,False,False
58,GJ02,2023-03-26,일,1,0 days 13:00:00,1,13879.954316059695,광주 북구,4.0,5.0,0.0,15.4,0.0,0.0,13,True,False,False,False,False,True,False,False
59,SU03,2023-03-26,일,1,0 days 13:00:00,1,9138.599264409118,경기 수원시,8.0,12.0,0.0,13.9,0.0,0.0,13,True,False,False,False,False,True,False,False
60,SO05,2023-03-26,일,1,0 days 13:00:00,0,17157.155231272107,서울 송파구,4.0,4.0,0.0,13.6,0.0,0.0,13,True,False,False,False,False,True,False,False
61,SU03,2023-03-27,월,0,0 days 13:00:00,1,11988.368307630215,경기 수원시,12.0,14.0,0.0,11.8,0.0,0.0,13,True,False,False,False,False,True,False,False
62,SO04,2023-03-27,월,0,0 days 13:00:00,0,9369.952149135464,서울 구로구,0.0,0.0,0.0,12.9,0.0,0.0,13,True,False,False,False,False,True,False,False
63,SO05,2023-03-27,월,0,0 days 13:00:00,0,16304.570014135403,서울 송파구,2.0,3.0,0.0,12.9,0.0,0.0,13,True,False,False,False,False,True,False,False
64,DG03,2023-03-27,월,0,0 days 18:00:00,0,16089.528415483963,대구 수성구,4.0,6.0,0.0,14.9,0.0,0.0,18,True,False,False,False,False,True,False,False
65,BS02,2023-03-27,월,0,0 days 18:00:00,1,16213.81726860572,부산 동래구,4.0,5.0,0.0,13.4,0.0,0.0,18,True,False,False,False,False,True,False,False
66,DG03,2023-03-28,화,0,0 days 13:00:00,1,15498.459979676394,대구 수성구,4.0,5.0,0.0,16.8,0.0,0.0,13,True,False,False,False,False,True,False,False
67,BS02,2023-03-28,화,0,0 days 13:00:00,1,15497.403727597291,부산 동래구,3.0,4.0,0.0,15.9,0.0,0.0,13,True,False,False,False,False,True,False,False
68,SU03,2023-03-28,화,0,0 days 13:00:00,0,10413.511360805773,경기 수원시,15.0,19.0,0.0,13.5,0.0,0.0,13,True,False,False,False,False,True,False,False
69,SO04,2023-03-28,화,0,0 days 13:00:00,0,8609.446835382358,서울 구로구,0.0,0.0,0.0,14.6,0.0,0.0,13,True,False,False,False,False,True,False,False
70,SO05,2023-03-28,화,0,0 days 13:00:00,0,19335.591163987414,서울 송파구,10.0,14.0,0.0,14.6,0.0,0.0,13,True,False,False,False,False,True,False,False
71,SO04,2023-04-01,토,1,0 days 14:00:00,1,16000.0,서울 구로구,0.0,0.0,0.0,25.0,0.0,0.0,14,False,True,False,False,False,True,False,False
72,IC02,2023-04-01,토,1,0 days 14:00:00,1,23000.0,인천 미추홀구,5.0,7.0,0.0,21.2,0.0,0.0,14,False,True,False,False,False,True,False,False
73,SU03,2023-04-01,토,1,0 days 14:00:00,0,18700.0,경기 수원시,13.0,16.0,0.0,24.0,0.0,0.0,14,False,True,False,False,False,True,False,False
74,SO05,2023-04-01,토,1,0 days 14:00:00,1,23750.0,서울 송파구,12.0,12.0,0.0,25.0,0.0,0.0,14,False,True,False,False,False,True,False,False
75,DG03,2023-04-01,토,1,0 days 14:00:00,0,24000.0,대구 수성구,4.0,6.0,0.0,22.7,0.0,0.0,14,False,True,False,False,False,True,False,False
76,SO04,2023-04-02,일,1,0 days 14:00:00,1,11562.0,서울 구로구,0.0,0.0,0.0,24.3,0.0,0.0,14,False,True,False,False,False,True,False,False
77,IC02,2023-04-02,일,1,0 days 14:00:00,0,23000.0,인천 미추홀구,3.0,3.0,0.0,22.7,0.0,0.0,14,False,True,False,False,False,True,False,False
78,SU03,2023-04-02,일,1,0 days 14:00:00,1,14700.0,경기 수원시,10.0,12.0,0.0,23.1,0.0,0.0,14,False,True,False,False,False,True,False,False
79,SO05,2023-04-02,일,1,0 days 14:00:00,0,23750.0,서울 송파구,6.0,8.0,0.0,24.3,0.0,0.0,14,False,True,False,False,False,True,False,False
80,DG03,2023-04-02,일,1,0 days 14:00:00,1,18483.0,대구 수성구,4.0,4.0,0.0,18.8,0.0,0.0,14,False,True,False,False,False,True,False,False
81,DG03,2023-04-04,화,0,0 days 18:30:00,1,5936.0,대구 수성구,4.0,10.0,0.0,18.5,0.0,0.0,18,False,True,False,False,False,True,False,False
82,SU03,2023-04-04,화,0,0 days 18:30:00,1,10284.54075560254,경기 수원시,18.0,27.0,0.0,15.7,0.0,0.0,18,False,True,False,False,False,True,False,False
83,SO04,2023-04-04,화,0,0 days 18:30:00,0,4510.0,서울 구로구,0.0,0.0,0.0,19.8,0.0,0.0,18,False,True,False,False,False,True,False,False
84,IC02,2023-04-04,화,0,0 days 18:30:00,1,5809.0,인천 미추홀구,4.0,6.0,0.0,14.3,0.0,0.0,18,False,True,False,False,False,True,False,False
85,SO05,2023-04-04,화,0,0 days 18:30:00,1,3924.0,서울 송파구,11.0,14.0,0.0,19.8,0.0,0.0,18,False,True,False,False,False,True,False,False
86,DG03,2023-04-05,수,0,0 days 18:30:00,0,17767.206159017598,대구 수성구,7.0,9.0,1.0,16.9,0.0,0.0,18,False,True,False,False,False,True,False,False
87,SU03,2023-04-05,수,0,0 days 18:30:00,1,12029.11967147543,경기 수원시,21.0,30.0,0.0,10.0,0.0,0.0,18,False,True,False,False,False,True,False,False
88,SO04,2023-04-05,수,0,0 days 18:30:00,1,4194.0,서울 구로구,0.0,0.0,0.0,9.6,0.0,0.0,18,False,True,False,False,False,True,False,False
89,IC02,2023-04-05,수,0,0 days 18:30:00,0,15384.979449087434,인천 미추홀구,5.0,7.0,0.0,8.0,0.0,0.0,18,False,True,False,False,False,True,False,False
90,SO05,2023-04-05,수,0,0 days 18:30:00,0,2172.0,서울 송파구,6.0,8.0,0.0,9.6,0.0,0.0,18,False,True,False,False,False,True,False,False
91,DG03,2023-04-06,목,0,0 days 18:30:00,0,6525.0,대구 수성구,4.0,6.0,0.0,13.8,0.0,0.0,18,False,True,False,False,False,True,False,False
92,SU03,2023-04-06,목,0,0 days 18:30:00,1,8703.784962079371,경기 수원시,12.0,14.0,0.0,8.4,0.1,0.0,18,False,True,False,False,False,True,False,False
93,SO04,2023-04-06,목,0,0 days 18:30:00,0,4556.0,서울 구로구,0.0,0.0,0.0,9.0,0.0,0.0,18,False,True,False,False,False,True,False,False
94,IC02,2023-04-06,목,0,0 days 18:30:00,0,15550.681413290693,인천 미추홀구,3.0,3.0,0.0,7.3,0.1,0.0,18,False,True,False,False,False,True,False,False
95,SO05,2023-04-06,목,0,0 days 18:30:00,1,3724.0,서울 송파구,5.0,6.0,0.0,9.0,0.0,0.0,18,False,True,False,False,False,True,False,False
96,BS02,2023-04-07,금,0,0 days 18:30:00,0,14734.0,부산 동래구,4.0,6.0,0.0,15.0,0.0,0.0,18,False,True,False,False,False,True,False,False
97,GJ02,2023-04-07,금,0,0 days 18:30:00,0,12821.0,광주 북구,5.0,6.0,0.0,8.9,0.0,0.0,18,False,True,False,False,False,True,False,False
98,DJ02,2023-04-07,금,0,0 days 18:30:00,0,10415.0,대전 중구,3.0,6.0,0.0,10.4,0.0,0.0,18,False,True,False,False,False,True,False,False
99,SO05,2023-04-07,금,0,0 days 18:30:00,1,17201.0,서울 송파구,8.0,9.0,0.0,9.3,0.0,0.0,18,False,True,False,False,False,True,False,False
100,CW01,2023-04-07,금,0,0 days 18:30:00,1,6867.0,경남 창원시,0.0,0.0,0.0,13.5,0.0,0.0,18,False,True,False,False,False,True,False,False
101,BS02,2023-04-08,토,1,0 days 17:00:00,0,16555.0,부산 동래구,6.0,9.0,0.0,16.3,0.0,0.0,17,False,True,False,False,False,True,False,False
102,GJ02,2023-04-08,토,1,0 days 17:00:00,1,16432.0,광주 북구,5.0,8.0,0.0,14.6,0.0,0.0,17,False,True,False,False,False,True,False,False
103,DJ02,2023-04-08,토,1,0 days 17:00:00,0,11232.0,대전 중구,0.0,0.0,0.0,14.7,0.0,0.0,17,False,True,False,False,False,True,False,False
104,SO05,2023-04-08,토,1,0 days 17:00:00,1,22141.0,서울 송파구,12.0,19.0,0.0,13.3,0.0,0.0,17,False,True,False,False,False,True,False,False
105,CW01,2023-04-08,토,1,0 days 17:00:00,0,9763.0,경남 창원시,0.0,0.0,0.0,15.8,0.0,0.0,17,False,True,False,False,False,True,False,False
106,BS02,2023-04-09,일,1,0 days 14:00:00,1,12283.0,부산 동래구,2.0,3.0,0.0,17.2,0.0,0.0,14,False,True,False,False,False,True,False,False
107,GJ02,2023-04-09,일,1,0 days 14:00:00,0,14070.0,광주 북구,9.0,19.0,0.0,18.1,0.0,0.0,14,False,True,False,False,False,True,False,False
108,DJ02,2023-04-09,일,1,0 days 14:00:00,0,9455.0,대전 중구,2.0,4.0,0.0,18.0,0.0,0.0,14,False,True,False,False,False,True,False,False
109,SO05,2023-04-09,일,1,0 days 14:00:00,1,20439.0,서울 송파구,6.0,7.0,0.0,17.4,0.0,0.0,14,False,True,False,False,False,True,False,False
110,CW01,2023-04-09,일,1,0 days 14:00:00,1,7686.0,경남 창원시,0.0,0.0,0.0,18.2,0.0,0.0,14,False,True,False,False,False,True,False,False
111,GJ02,2023-04-11,화,0,0 days 18:30:00,0,3623.0,광주 북구,4.0,6.0,0.0,14.5,0.0,0.0,18,False,True,False,False,False,True,False,False
112,CW01,2023-04-11,화,0,0 days 18:30:00,1,2069.0,경남 창원시,0.0,0.0,0.0,17.8,0.0,0.0,18,False,True,False,False,False,True,False,False
113,BS02,2023-04-11,화,0,0 days 18:30:00,1,5286.0,부산 동래구,4.0,5.0,0.0,17.4,0.0,0.0,18,False,True,False,False,False,True,False,False
114,DG03,2023-04-11,화,0,0 days 18:30:00,0,3907.0,대구 수성구,2.0,2.0,0.0,19.7,0.0,0.0,18,False,True,False,False,False,True,False,False
115,SO05,2023-04-11,화,0,0 days 18:30:00,1,4372.0,서울 송파구,6.0,6.0,0.0,11.8,0.0,0.0,18,False,True,False,False,False,True,False,False
116,GJ02,2023-04-12,수,0,0 days 18:30:00,1,5252.0,광주 북구,5.0,5.0,0.0,14.5,0.0,0.0,18,False,True,False,False,False,True,False,False
117,CW01,2023-04-12,수,0,0 days 18:30:00,1,2448.0,경남 창원시,0.0,0.0,0.0,14.1,0.0,0.0,18,False,True,False,False,False,True,False,False
118,BS02,2023-04-12,수,0,0 days 18:30:00,1,6519.0,부산 동래구,5.0,6.0,0.0,13.9,0.0,0.0,18,False,True,False,False,False,True,False,False
119,DG03,2023-04-12,수,0,0 days 18:30:00,0,5405.0,대구 수성구,6.0,9.0,0.0,16.8,0.0,0.0,18,False,True,False,False,False,True,False,False
120,SO05,2023-04-12,수,0,0 days 18:30:00,0,15185.81799559633,서울 송파구,7.0,8.0,0.0,11.6,0.0,0.0,18,False,True,False,False,False,True,False,False
121,GJ02,2023-04-13,목,0,0 days 18:30:00,0,5457.0,광주 북구,7.0,7.0,1.0,19.9,0.0,0.0,18,False,True,False,False,False,True,False,False
122,CW01,2023-04-13,목,0,0 days 18:30:00,1,3174.0,경남 창원시,0.0,0.0,0.0,16.1,0.0,0.0,18,False,True,False,False,False,True,False,False
123,BS02,2023-04-13,목,0,0 days 18:30:00,1,6505.0,부산 동래구,4.0,4.0,0.0,16.1,0.0,0.0,18,False,True,False,False,False,True,False,False
124,DG03,2023-04-13,목,0,0 days 18:30:00,0,4648.0,대구 수성구,4.0,4.0,0.0,22.1,0.0,0.0,18,False,True,False,False,False,True,False,False
125,SO05,2023-04-13,목,0,0 days 18:30:00,0,6917.0,서울 송파구,9.0,9.0,0.0,15.4,0.0,0.0,18,False,True,False,False,False,True,False,False
126,SU03,2023-04-14,금,0,0 days 18:30:00,0,7145.0,경기 수원시,18.0,24.0,0.0,18.3,0.0,0.0,18,False,True,False,False,False,True,False,False
127,SO04,2023-04-14,금,0,0 days 18:30:00,1,8043.0,서울 구로구,0.0,0.0,0.0,18.1,0.0,0.0,18,False,True,False,False,False,True,False,False
128,DG03,2023-04-14,금,0,0 days 18:30:00,1,9124.0,대구 수성구,6.0,9.0,0.0,18.3,0.0,0.0,18,False,True,False,False,False,True,False,False
129,IC02,2023-04-14,금,0,0 days 18:30:00,1,8218.0,인천 미추홀구,1.0,3.0,0.0,15.5,0.0,0.0,18,False,True,False,False,False,True,False,False
130,SO05,2023-04-14,금,0,0 days 18:30:00,0,16528.0,서울 송파구,7.0,16.0,0.0,18.1,0.0,0.0,18,False,True,False,False,False,True,False,False
131,SU03,2023-04-15,토,1,0 days 17:00:00,0,13212.0,경기 수원시,20.0,36.0,0.0,13.8,0.0,0.0,17,False,True,False,False,False,True,False,False
132,SO04,2023-04-15,토,1,0 days 17:00:00,1,13752.0,서울 구로구,0.0,0.0,0.0,16.3,0.0,0.0,17,False,True,False,False,False,True,False,False
133,DG03,2023-04-15,토,1,0 days 17:00:00,0,18231.0,대구 수성구,7.0,11.0,0.0,13.6,0.0,0.0,17,False,True,False,False,False,True,False,False
134,IC02,2023-04-15,토,1,0 days 17:00:00,0,13956.0,인천 미추홀구,5.0,5.0,0.0,9.8,0.0,0.0,17,False,True,False,False,False,True,False,False
135,SO05,2023-04-15,토,1,0 days 17:00:00,1,21243.0,서울 송파구,10.0,12.0,0.0,16.3,0.0,0.0,17,False,True,False,False,False,True,False,False
136,SU03,2023-04-16,일,1,0 days 14:00:00,0,13010.0,경기 수원시,11.0,15.0,0.0,14.6,0.0,0.0,14,False,True,False,False,False,True,False,False
137,SO04,2023-04-16,일,1,0 days 14:00:00,1,11265.0,서울 구로구,0.0,0.0,0.0,14.4,0.0,0.0,14,False,True,False,False,False,True,False,False
138,DG03,2023-04-16,일,1,0 days 14:00:00,1,16076.0,대구 수성구,5.0,5.0,0.0,16.7,0.0,0.0,14,False,True,False,False,False,True,False,False
139,IC02,2023-04-16,일,1,0 days 14:00:00,1,13460.0,인천 미추홀구,4.0,7.0,0.0,13.4,0.0,0.0,14,False,True,False,False,False,True,False,False
140,SO05,2023-04-16,일,1,0 days 14:00:00,1,20090.0,서울 송파구,2.0,2.0,0.0,14.4,0.0,0.0,14,False,True,False,False,False,True,False,False
141,BS02,2023-04-18,화,0,0 days 18:30:00,1,3829.0,부산 동래구,1.0,1.0,0.0,18.4,0.0,0.0,18,False,True,False,False,False,True,False,False
142,SO05,2023-04-18,화,0,0 days 18:30:00,0,6574.0,서울 송파구,8.0,9.0,0.0,16.7,0.0,0.0,18,False,True,False,False,False,True,False,False
143,DJ02,2023-04-18,화,0,0 days 18:30:00,0,4012.0,대전 중구,5.0,7.0,0.0,13.6,0.0,0.0,18,False,True,False,False,False,True,False,False
144,SU03,2023-04-18,화,0,0 days 18:30:00,1,3398.0,경기 수원시,14.0,22.0,0.0,15.9,0.0,0.0,18,False,True,False,False,False,True,False,False
145,SO04,2023-04-18,화,0,0 days 18:30:00,0,3104.0,서울 구로구,0.0,0.0,0.0,16.7,0.0,0.0,18,False,True,False,False,False,True,False,False
146,BS02,2023-04-19,수,0,0 days 18:30:00,0,4869.0,부산 동래구,3.0,4.0,0.0,16.4,0.0,0.0,18,False,True,False,False,False,True,False,False
147,SO05,2023-04-19,수,0,0 days 18:30:00,1,7090.0,서울 송파구,5.0,9.0,0.0,22.1,0.0,0.0,18,False,True,False,False,False,True,False,False
148,DJ02,2023-04-19,수,0,0 days 18:30:00,1,4212.0,대전 중구,2.0,4.0,0.0,23.0,0.0,0.0,18,False,True,False,False,False,True,False,False
149,SU03,2023-04-19,수,0,0 days 18:30:00,1,3405.0,경기 수원시,16.0,28.0,0.0,19.0,0.0,0.0,18,False,True,False,False,False,True,False,False
150,SO04,2023-04-19,수,0,0 days 18:30:00,0,3869.0,서울 구로구,0.0,0.0,0.0,22.1,0.0,0.0,18,False,True,False,False,False,True,False,False
151,BS02,2023-04-20,목,0,0 days 18:30:00,1,6423.0,부산 동래구,4.0,7.0,0.0,18.8,0.0,0.0,18,False,True,False,False,False,True,False,False
152,SO05,2023-04-20,목,0,0 days 18:30:00,1,9090.0,서울 송파구,8.0,13.0,0.0,15.7,0.0,0.0,18,False,True,False,False,False,True,False,False
153,DJ02,2023-04-20,목,0,0 days 18:30:00,0,4122.0,대전 중구,1.0,2.0,0.0,22.0,0.0,0.0,18,False,True,False,False,False,True,False,False
154,SU03,2023-04-20,목,0,0 days 18:30:00,0,4472.0,경기 수원시,6.0,8.0,0.0,15.3,0.0,0.0,18,False,True,False,False,False,True,False,False
155,SO04,2023-04-20,목,0,0 days 18:30:00,1,3918.0,서울 구로구,0.0,0.0,0.0,15.7,0.0,0.0,18,False,True,False,False,False,True,False,False
156,SO05,2023-04-21,금,0,0 days 18:30:00,0,6896.0,서울 송파구,5.0,6.0,0.0,19.2,0.0,0.0,18,False,True,False,False,False,True,False,False
157,DJ02,2023-04-21,금,0,0 days 18:30:00,0,6004.0,대전 중구,6.0,7.0,0.0,19.8,0.0,0.0,18,False,True,False,False,False,True,False,False
158,CW01,2023-04-21,금,0,0 days 18:30:00,0,12613.0,경남 창원시,0.0,0.0,0.0,16.0,0.0,0.0,18,False,True,False,False,False,True,False,False
159,GJ02,2023-04-21,금,0,0 days 18:30:00,1,6870.0,광주 북구,10.0,13.0,0.0,19.6,0.0,0.0,18,False,True,False,False,False,True,False,False
160,IC02,2023-04-21,금,0,0 days 18:30:00,1,12374.0,인천 미추홀구,3.0,3.0,0.0,17.1,0.0,0.0,18,False,True,False,False,False,True,False,False
161,SO05,2023-04-22,토,1,0 days 17:00:00,1,13410.0,서울 송파구,10.0,10.0,0.0,22.2,0.0,0.0,17,False,True,False,False,False,True,False,False
162,DJ02,2023-04-22,토,1,0 days 17:00:00,0,11152.0,대전 중구,2.0,5.0,0.0,20.0,0.0,0.0,17,False,True,False,False,False,True,False,False
163,CW01,2023-04-22,토,1,0 days 17:00:00,1,15130.0,경남 창원시,0.0,0.0,0.0,17.3,0.0,0.0,17,False,True,False,False,False,True,False,False
164,GJ02,2023-04-22,토,1,0 days 17:00:00,1,12990.0,광주 북구,6.0,12.0,0.0,21.2,0.0,0.0,17,False,True,False,False,False,True,False,False
