game_id,stadium_code,sports_type,game_date,day_of_week,is_holiday,start_time,home_team_win,audience,region,accident_count,injury_count,death_count,temperature,precipitation,snow_depth,start_hour,match_시범경기,match_정규시즌,match_포스트시즌
87,SU03,야구,2023-04-05,수,0,0 days 18:30:00,1,11980.494296019155,경기 수원시,21.0,30.0,0.0,10.0,0.0,0.0,18,False,True,False
88,SO04,야구,2023-04-05,수,0,0 days 18:30:00,1,4194.0,서울 구로구,0.0,0.0,0.0,9.6,0.0,0.0,18,False,True,False
89,IC02,야구,2023-04-05,수,0,0 days 18:30:00,0,12243.692408618612,인천 미추홀구,5.0,7.0,0.0,8.0,0.0,0.0,18,False,True,False
90,SO05,야구,2023-04-05,수,0,0 days 18:30:00,0,2172.0,서울 송파구,6.0,8.0,0.0,9.6,0.0,0.0,18,False,True,False
91,DG03,야구,2023-04-06,목,0,0 days 18:30:00,0,6525.0,대구 수성구,4.0,6.0,0.0,13.8,0.0,0.0,18,False,True,False
92,SU03,야구,2023-04-06,목,0,0 days 18:30:00,1,11355.075998072798,경기 수원시,12.0,14.0,0.0,8.4,0.1,0.0,18,False,True,False
93,SO04,야구,2023-04-06,목,0,0 days 18:30:00,0,4556.0,서울 구로구,0.0,0.0,0.0,9.0,0.0,0.0,18,False,True,False
94,IC02,야구,2023-04-06,목,0,0 days 18:30:00,0,14385.022881100242,인천 미추홀구,3.0,3.0,0.0,7.3,0.1,0.0,18,False,True,False
95,SO05,야구,2023-04-06,목,0,0 days 18:30:00,1,3724.0,서울 송파구,5.0,6.0,0.0,9.0,0.0,0.0,18,False,True,False
96,BS02,야구,2023-04-07,금,0,0 days 18:30:00,0,14734.0,부산 동래구,4.0,6.0,0.0,15.0,0.0,0.0,18,False,True,False
97,GJ02,야구,2023-04-07,금,0,0 days 18:30:00,0,12821.0,광주 북구,5.0,6.0,0.0,8.9,0.0,0.0,18,False,True,False
98,DJ02,야구,2023-04-07,금,0,0 days 18:30:00,0,10415.0,대전 중구,3.0,6.0,0.0,10.4,0.0,0.0,18,False,True,False
99,SO05,야구,2023-04-07,금,0,0 days 18:30:00,1,17201.0,서울 송파구,8.0,9.0,0.0,9.3,0.0,0.0,18,False,True,False
100,CW01,야구,2023-04-07,금,0,0 days 18:30:00,1,6867.0,경남 창원시,0.0,0.0,0.0,13.5,0.0,0.0,18,False,True,False
101,BS02,야구,2023-04-08,토,1,0 days 17:00:00,0,16555.0,부산 동래구,6.0,9.0,0.0,16.3,0.0,0.0,17,False,True,False
102,GJ02,야구,2023-04-08,토,1,0 days 17:00:00,1,16432.0,광주 북구,5.0,8.0,0.0,14.6,0.0,0.0,17,False,True,False
103,DJ02,야구,2023-04-08,토,1,0 days 17:00:00,0,11232.0,대전 중구,0.0,0.0,0.0,14.7,0.0,0.0,17,False,True,False
104,SO05,야구,2023-04-08,토,1,0 days 17:00:00,1,22141.0,서울 송파구,12.0,19.0,0.0,13.3,0.0,0.0,17,False,True,False
105,CW01,야구,2023-04-08,토,1,0 days 17:00:00,0,9763.0,경남 창원시,0.0,0.0,0.0,15.8,0.0,0.0,17,False,True,False
106,BS02,야구,2023-04-09,일,1,0 days 14:00:00,1,12283.0,부산 동래구,2.0,3.0,0.0,17.2,0.0,0.0,14,False,True,False
107,GJ02,야구,2023-04-09,일,1,0 days 14:00:00,0,14070.0,광주 북구,9.0,19.0,0.0,18.1,0.0,0.0,14,False,True,False
108,DJ02,야구,2023-04-09,일,1,0 days 14:00:00,0,9455.0,대전 중구,2.0,4.0,0.0,18.0,0.0,0.0,14,False,True,False
109,SO05,야구,2023-04-09,일,1,0 days 14:00:00,1,20439.0,서울 송파구,6.0,7.0,0.0,17.4,0.0,0.0,14,False,True,False
110,CW01,야구,2023-04-09,일,1,0 days 14:00:00,1,7686.0,경남 창원시,0.0,0.0,0.0,18.2,0.0,0.0,14,False,True,False
111,GJ02,야구,2023-04-11,화,0,0 days 18:30:00,0,3623.0,광주 북구,4.0,6.0,0.0,14.5,0.0,0.0,18,False,True,False
112,CW01,야구,2023-04-11,화,0,0 days 18:30:00,1,2069.0,경남 창원시,0.0,0.0,0.0,17.8,0.0,0.0,18,False,True,False
113,BS02,야구,2023-04-11,화,0,0 days 18:30:00,1,5286.0,부산 동래구,4.0,5.0,0.0,17.4,0.0,0.0,18,False,True,False
114,DG03,야구,2023-04-11,화,0,0 days 18:30:00,0,3907.0,대구 수성구,2.0,2.0,0.0,19.7,0.0,0.0,18,False,True,False
115,SO05,야구,2023-04-11,화,0,0 days 18:30:00,1,4372.0,서울 송파구,6.0,6.0,0.0,11.8,0.0,0.0,18,False,True,False
116,GJ02,야구,2023-04-12,수,0,0 days 18:30:00,1,5252.0,광주 북구,5.0,5.0,0.0,14.5,0.0,0.0,18,False,True,False
117,CW01,야구,2023-04-12,수,0,0 days 18:30:00,1,2448.0,경남 창원시,0.0,0.0,0.0,14.1,0.0,0.0,18,False,True,False
118,BS02,야구,2023-04-12,수,0,0 days 18:30:00,1,6519.0,부산 동래구,5.0,6.0,0.0,13.9,0.0,0.0,18,False,True,False
119,DG03,야구,2023-04-12,수,0,0 days 18:30:00,0,5405.0,대구 수성구,6.0,9.0,0.0,16.8,0.0,0.0,18,False,True,False
120,SO05,야구,2023-04-12,수,0,0 days 18:30:00,0,13811.7855685532,서울 송파구,7.0,8.0,0.0,11.6,0.0,0.0,18,False,True,False
121,GJ02,야구,2023-04-13,목,0,0 days 18:30:00,0,5457.0,광주 북구,7.0,7.0,1.0,19.9,0.0,0.0,18,False,True,False
122,CW01,야구,2023-04-13,목,0,0 days 18:30:00,1,3174.0,경남 창원시,0.0,0.0,0.0,16.1,0.0,0.0,18,False,True,False
123,BS02,야구,2023-04-13,목,0,0 days 18:30:00,1,6505.0,부산 동래구,4.0,4.0,0.0,16.1,0.0,0.0,18,False,True,False
124,DG03,야구,2023-04-13,목,0,0 days 18:30:00,0,4648.0,대구 수성구,4.0,4.0,0.0,22.1,0.0,0.0,18,False,True,False
125,SO05,야구,2023-04-13,목,0,0 days 18:30:00,0,6917.0,서울 송파구,9.0,9.0,0.0,15.4,0.0,0.0,18,False,True,False
126,SU03,야구,2023-04-14,금,0,0 days 18:30:00,0,7145.0,경기 수원시,18.0,24.0,0.0,18.3,0.0,0.0,18,False,True,False
127,SO04,야구,2023-04-14,금,0,0 days 18:30:00,1,8043.0,서울 구로구,0.0,0.0,0.0,18.1,0.0,0.0,18,False,True,False
128,DG03,야구,2023-04-14,금,0,0 days 18:30:00,1,9124.0,대구 수성구,6.0,9.0,0.0,18.3,0.0,0.0,18,False,True,False
129,IC02,야구,2023-04-14,금,0,0 days 18:30:00,1,8218.0,인천 미추홀구,1.0,3.0,0.0,15.5,0.0,0.0,18,False,True,False
130,SO05,야구,2023-04-14,금,0,0 days 18:30:00,0,16528.0,서울 송파구,7.0,16.0,0.0,18.1,0.0,0.0,18,False,True,False
131,SU03,야구,2023-04-15,토,1,0 days 17:00:00,0,13212.0,경기 수원시,20.0,36.0,0.0,13.8,0.0,0.0,17,False,True,False
132,SO04,야구,2023-04-15,토,1,0 days 17:00:00,1,13752.0,서울 구로구,0.0,0.0,0.0,16.3,0.0,0.0,17,False,True,False
133,DG03,야구,2023-04-15,토,1,0 days 17:00:00,0,18231.0,대구 수성구,7.0,11.0,0.0,13.6,0.0,0.0,17,False,True,False
134,IC02,야구,2023-04-15,토,1,0 days 17:00:00,0,13956.0,인천 미추홀구,5.0,5.0,0.0,9.8,0.0,0.0,17,False,True,False
135,SO05,야구,2023-04-15,토,1,0 days 17:00:00,1,21243.0,서울 송파구,10.0,12.0,0.0,16.3,0.0,0.0,17,False,True,False
136,SU03,야구,2023-04-16,일,1,0 days 14:00:00,0,13010.0,경기 수원시,11.0,15.0,0.0,14.6,0.0,0.0,14,False,True,False
137,SO04,야구,2023-04-16,일,1,0 days 14:00:00,1,11265.0,서울 구로구,0.0,0.0,0.0,14.4,0.0,0.0,14,False,True,False
138,DG03,야구,2023-04-16,일,1,0 days 14:00:00,1,16076.0,대구 수성구,5.0,5.0,0.0,16.7,0.0,0.0,14,False,True,False
139,IC02,야구,2023-04-16,일,1,0 days 14:00:00,1,13460.0,인천 미추홀구,4.0,7.0,0.0,13.4,0.0,0.0,14,False,True,False
140,SO05,야구,2023-04-16,일,1,0 days 14:00:00,1,20090.0,서울 송파구,2.0,2.0,0.0,14.4,0.0,0.0,14,False,True,False
141,BS02,야구,2023-04-18,화,0,0 days 18:30:00,1,3829.0,부산 동래구,1.0,1.0,0.0,18.4,0.0,0.0,18,False,True,False
142,SO05,야구,2023-04-18,화,0,0 days 18:30:00,0,6574.0,서울 송파구,8.0,9.0,0.0,16.7,0.0,0.0,18,False,True,False
143,DJ02,야구,2023-04-18,화,0,0 days 18:30:00,0,4012.0,대전 중구,5.0,7.0,0.0,13.6,0.0,0.0,18,False,True,False
144,SU03,야구,2023-04-18,화,0,0 days 18:30:00,1,3398.0,경기 수원시,14.0,22.0,0.0,15.9,0.0,0.0,18,False,True,False
145,SO04,야구,2023-04-18,화,0,0 days 18:30:00,0,3104.0,서울 구로구,0.0,0.0,0.0,16.7,0.0,0.0,18,False,True,False
146,BS02,야구,2023-04-19,수,0,0 days 18:30:00,0,4869.0,부산 동래구,3.0,4.0,0.0,16.4,0.0,0.0,18,False,True,False
147,SO05,야구,2023-04-19,수,0,0 days 18:30:00,1,7090.0,서울 송파구,5.0,9.0,0.0,22.1,0.0,0.0,18,False,True,False
148,DJ02,야구,2023-04-19,수,0,0 days 18:30:00,1,4212.0,대전 중구,2.0,4.0,0.0,23.0,0.0,0.0,18,False,True,False
149,SU03,야구,2023-04-19,수,0,0 days 18:30:00,1,3405.0,경기 수원시,16.0,28.0,0.0,19.0,0.0,0.0,18,False,True,False
150,SO04,야구,2023-04-19,수,0,0 days 18:30:00,0,3869.0,서울 구로구,0.0,0.0,0.0,22.1,0.0,0.0,18,False,True,False
151,BS02,야구,2023-04-20,목,0,0 days 18:30:00,1,6423.0,부산 동래구,4.0,7.0,0.0,18.8,0.0,0.0,18,False,True,False
152,SO05,야구,2023-04-20,목,0,0 days 18:30:00,1,9090.0,서울 송파구,8.0,13.0,0.0,15.7,0.0,0.0,18,False,True,False
153,DJ02,야구,2023-04-20,목,0,0 days 18:30:00,0,4122.0,대전 중구,1.0,2.0,0.0,22.0,0.0,0.0,18,False,True,False
154,SU03,야구,2023-04-20,목,0,0 days 18:30:00,0,4472.0,경기 수원시,6.0,8.0,0.0,15.3,0.0,0.0,18,False,True,False
155,SO04,야구,2023-04-20,목,0,0 days 18:30:00,1,3918.0,서울 구로구,0.0,0.0,0.0,15.7,0.0,0.0,18,False,True,False
156,SO05,야구,2023-04-21,금,0,0 days 18:30:00,0,6896.0,서울 송파구,5.0,6.0,0.0,19.2,0.0,0.0,18,False,True,False
157,DJ02,야구,2023-04-21,금,0,0 days 18:30:00,0,6004.0,대전 중구,6.0,7.0,0.0,19.8,0.0,0.0,18,False,True,False
158,CW01,야구,2023-04-21,금,0,0 days 18:30:00,0,12613.0,경남 창원시,0.0,0.0,0.0,16.0,0.0,0.0,18,False,True,False
159,GJ02,야구,2023-04-21,금,0,0 days 18:30:00,1,6870.0,광주 북구,10.0,13.0,0.0,19.6,0.0,0.0,18,False,True,False
160,IC02,야구,2023-04-21,금,0,0 days 18:30:00,1,12374.0,인천 미추홀구,3.0,3.0,0.0,17.1,0.0,0.0,18,False,True,False
161,SO05,야구,2023-04-22,토,1,0 days 17:00:00,1,13410.0,서울 송파구,10.0,10.0,0.0,22.2,0.0,0.0,17,False,True,False
162,DJ02,야구,2023-04-22,토,1,0 days 17:00:00,0,11152.0,대전 중구,2.0,5.0,0.0,20.0,0.0,0.0,17,False,True,False
163,CW01,야구,2023-04-22,토,1,0 days 17:00:00,1,15130.0,경남 창원시,0.0,0.0,0.0,17.3,0.0,0.0,17,False,True,False
164,GJ02,야구,2023-04-22,토,1,0 days 17:00:00,1,12990.0,광주 북구,6.0,12.0,0.0,21.2,0.0,0.0,17,False,True,False
165,IC02,야구,2023-04-22,토,1,0 days 17:00:00,1,16535.0,인천 미추홀구,5.0,6.0,0.0,20.6,0.0,0.0,17,False,True,False
166,SO05,야구,2023-04-23,일,1,0 days 14:00:00,0,10151.0,서울 송파구,4.0,4.0,0.0,22.0,0.0,0.0,14,False,True,False
167,DJ02,야구,2023-04-23,일,1,0 days 14:00:00,1,9023.0,대전 중구,2.0,5.0,0.0,20.2,0.0,0.0,14,False,True,False
168,CW01,야구,2023-04-23,일,1,0 days 14:00:00,0,13286.0,경남 창원시,0.0,0.0,0.0,17.5,0.0,0.0,14,False,True,False
169,GJ02,야구,2023-04-23,일,1,0 days 14:00:00,1,10026.0,광주 북구,2.0,5.0,0.0,20.2,0.0,0.0,14,False,True,False
170,IC02,야구,2023-04-23,일,1,0 days 14:00:00,1,15878.0,인천 미추홀구,4.0,4.0,0.0,20.5,0.0,0.0,14,False,True,False
171,BS02,야구,2023-04-25,화,0,0 days 18:30:00,0,13091.802913509327,부산 동래구,2.0,3.0,0.0,9.2,2.1,0.0,18,False,True,False
172,SO04,야구,2023-04-25,화,0,0 days 18:30:00,1,2956.0,서울 구로구,0.0,0.0,0.0,10.4,0.0,0.0,18,False,True,False
173,GJ02,야구,2023-04-25,화,0,0 days 18:30:00,0,2216.0,광주 북구,6.0,10.0,0.0,10.7,0.0,0.0,18,False,True,False
174,DG03,야구,2023-04-25,화,0,0 days 18:30:00,1,17640.909761540974,대구 수성구,6.0,8.0,0.0,9.2,0.3,0.0,18,False,True,False
175,SO05,야구,2023-04-25,화,0,0 days 18:30:00,1,7344.0,서울 송파구,10.0,11.0,0.0,10.4,0.0,0.0,18,False,True,False
176,BS02,야구,2023-04-26,수,0,0 days 18:30:00,1,7905.0,부산 동래구,2.0,4.0,0.0,14.8,0.0,0.0,18,False,True,False
177,SO04,야구,2023-04-26,수,0,0 days 18:30:00,0,2489.0,서울 구로구,0.0,0.0,0.0,10.8,0.0,0.0,18,False,True,False
178,GJ02,야구,2023-04-26,수,0,0 days 18:30:00,1,4798.0,광주 북구,5.0,10.0,0.0,9.8,0.0,0.0,18,False,True,False
