game_id,stadium_code,sports_type,game_date,day_of_week,is_holiday,start_time,home_team_win,audience,region,accident_count,injury_count,death_count,temperature,precipitation,snow_depth,start_hour,match_정규시즌,match_포스트시즌
3109,CA02,배구,2023-02-21,화,0,0 days 19:00:00,1,1856.0,충남 천안시,5.0,7.0,0.0,-0.4,0.0,0.0,19,True,False
3110,AS01,배구,2023-02-22,수,0,0 days 19:00:00,0,1420.0,경기 안산시,7.0,9.0,0.0,0.0,0.0,0.0,19,True,False
3111,DJ04,배구,2023-02-23,목,0,0 days 19:00:00,0,1633.0,대전 중구,3.0,3.0,0.0,5.6,0.0,0.0,19,True,False
3112,SO08,배구,2023-02-24,금,0,0 days 19:00:00,0,3155.0,서울 중구,0.0,0.0,0.0,3.8,0.0,0.0,19,True,False
3113,IC03,배구,2023-02-25,토,1,0 days 14:00:00,1,1685.0,인천 계양구,3.0,5.0,0.0,2.5,0.0,0.0,14,True,False
3114,SU05,배구,2023-02-26,일,1,0 days 14:00:00,1,1497.0,경기 수원시,17.0,26.0,0.0,7.7,0.0,0.0,14,True,False
3115,UJ01,배구,2023-02-28,화,0,0 days 19:00:00,0,1859.0,경기 의정부시,5.0,5.0,0.0,5.2,0.0,0.0,19,True,False
3116,SU05,배구,2023-03-01,수,1,0 days 14:00:00,0,2066.0,경기 수원시,13.0,19.0,0.0,8.0,0.0,0.0,14,True,False
3117,CA02,배구,2023-03-02,목,0,0 days 19:00:00,1,1260.0,충남 천안시,9.0,11.0,0.0,2.0,0.0,0.0,19,True,False
3118,AS01,배구,2023-03-03,금,0,0 days 19:00:00,0,1123.0,경기 안산시,18.0,20.0,0.0,4.3,0.0,0.0,19,True,False
3119,SO08,배구,2023-03-04,토,1,0 days 14:00:00,1,2972.0,서울 중구,1.0,1.0,0.0,12.9,0.0,0.0,14,True,False
3120,IC03,배구,2023-03-05,일,1,0 days 14:00:00,1,2142.0,인천 계양구,2.0,4.0,0.0,12.0,0.0,0.0,14,True,False
3121,UJ01,배구,2023-03-07,화,0,0 days 19:00:00,0,922.0,경기 의정부시,6.0,11.0,0.0,13.1,0.0,0.0,19,True,False
3122,SO08,배구,2023-03-08,수,0,0 days 19:00:00,1,2541.0,서울 중구,2.0,3.0,0.0,14.9,0.0,0.0,19,True,False
3123,CA02,배구,2023-03-09,목,0,0 days 19:00:00,0,1274.0,충남 천안시,5.0,7.0,0.0,13.1,0.0,0.0,19,True,False
3124,UJ01,배구,2023-03-10,금,0,0 days 19:00:00,0,1438.0,경기 의정부시,3.0,5.0,0.0,17.6,0.0,0.0,19,True,False
3125,DJ04,배구,2023-03-11,토,1,0 days 14:00:00,0,1199.0,대전 중구,2.0,2.0,0.0,24.6,0.0,0.0,14,True,False
3126,SU05,배구,2023-03-12,일,1,0 days 14:00:00,1,1391.0,경기 수원시,8.0,12.0,0.0,6.3,0.0,0.0,14,True,False
3127,CA02,배구,2023-03-14,화,0,0 days 19:00:00,0,952.0,충남 천안시,12.0,14.0,0.0,13.7,0.0,0.0,19,True,False
3128,AS01,배구,2023-03-15,수,0,0 days 19:00:00,1,612.0,경기 안산시,1.0,1.0,0.0,7.0,0.0,0.0,19,True,False
3129,IC03,배구,2023-03-16,목,0,0 days 19:00:00,1,1118.0,인천 계양구,1.0,1.0,0.0,4.7,0.0,0.0,19,True,False
3130,SU05,배구,2023-03-17,금,0,0 days 19:00:00,0,1067.0,경기 수원시,16.0,22.0,0.0,9.7,0.0,0.0,19,True,False
3131,AS01,배구,2023-03-18,토,1,0 days 14:00:00,1,2019.0,경기 안산시,14.0,17.0,0.0,13.0,0.0,0.0,14,True,False
